Temperature (C),Heat Capacity (J/g-C),Enthalpy (J/g)
48.93,50.28,163.84706
48.94,50.356,164.35062
48.95,50.427,164.85489
48.95,50.492,164.85489
48.96,50.553,165.36042
48.96,50.617,165.36042
48.97,50.677,165.86719
48.97,50.737,165.86719
48.98,50.801,166.3752
48.98,50.861,166.3752
48.99,50.927,166.88447
49,50.989,167.39436
49,51.053,167.39436
49.01,51.12,167.90556
49.01,51.186,167.90556
49.02,51.243,168.41799
49.02,51.3,168.41799
49.03,51.36,168.93159
49.03,51.412,168.93159
49.04,51.463,169.44622
49.04,51.501,169.44622
49.05,51.547,169.96169
49.06,51.589,170.47758
49.06,51.631,170.47758
49.07,51.677,170.99435
49.07,51.73,170.99435
49.08,51.781,171.51216
49.08,51.822,171.51216
49.09,51.875,172.03091
49.09,51.923,172.03091
49.1,51.961,172.55052
49.11,51.983,173.07035
49.11,52.003,173.07035
49.12,52.021,173.59056
49.12,52.048,173.59056
49.13,52.072,174.11128
49.13,52.101,174.11128
49.14,52.136,174.63264
49.14,52.173,174.63264
49.15,52.216,175.1548
49.16,52.255,175.67735
49.16,52.288,175.67735
49.17,52.312,176.20047
49.17,52.331,176.20047
49.18,52.348,176.72395
49.18,52.368,176.72395
49.19,52.382,177.24777
49.2,52.4,177.77177
49.2,52.416,177.77177
49.21,52.45,178.29627
49.21,52.476,178.29627
49.22,52.49,178.82117
49.22,52.509,178.82117
49.23,52.523,179.3464
49.24,52.541,179.87181
49.24,52.55,179.87181
49.25,52.559,180.3974
49.25,52.566,180.3974
49.26,52.57,180.9231
49.26,52.566,180.9231
49.27,52.57,181.4488
49.28,52.574,181.97454
49.28,52.57,181.97454
49.29,52.572,182.50026
49.29,52.572,182.50026
49.3,52.577,183.02603
49.3,52.578,183.02603
49.31,52.581,183.55184
49.32,52.589,184.07773
49.32,52.598,184.07773
49.33,52.591,184.60364
49.33,52.581,184.60364
49.34,52.569,185.12933
49.35,52.549,185.65482
49.35,52.525,185.65482
49.36,52.497,186.17979
49.36,52.47,186.17979
49.37,52.442,186.70421
49.37,52.418,186.70421
49.38,52.398,187.22819
49.39,52.384,187.75203
49.39,52.374,187.75203
49.4,52.357,188.2756
49.4,52.343,188.2756
49.41,52.327,188.79887
49.42,52.303,189.3219
49.42,52.275,189.3219
49.43,52.25,189.8444
49.43,52.221,189.8444
49.44,52.192,190.36632
49.45,52.16,190.88792
49.45,52.13,190.88792
49.46,52.098,191.4089
49.46,52.067,191.4089
49.47,52.03,191.9292
49.48,51.987,192.44907
49.48,51.943,192.44907
49.49,51.893,192.968
49.5,51.84,193.4864
49.5,51.789,193.4864
49.51,51.744,194.00384
49.51,51.697,194.00384
49.52,51.654,194.52038
49.53,51.609,195.03647
49.53,51.557,195.03647
49.54,51.496,195.55143
49.54,51.429,195.55143
49.55,51.367,196.0651
49.56,51.299,196.57809
49.56,51.226,196.57809
49.57,51.151,197.0896
49.58,51.081,197.60041
49.58,51.003,197.60041
49.59,50.918,198.10959
49.59,50.836,198.10959
49.6,50.743,198.61702
49.61,50.649,199.12351
49.61,50.549,199.12351
49.62,50.449,199.628
49.63,50.347,200.13147
49.63,50.246,200.13147
49.64,50.154,200.63301
49.64,50.057,200.63301
49.65,49.964,201.13265
49.66,49.862,201.63127
49.66,49.76,201.63127
49.67,49.651,202.12778
49.68,49.544,202.62322
49.68,49.43,202.62322
49.69,49.306,203.11628
49.7,49.167,203.60795
49.7,49.025,203.60795
49.71,48.883,204.09678
49.72,48.738,204.58416
49.72,48.587,204.58416
49.73,48.432,205.06848
49.74,48.281,205.55129
49.74,48.125,205.55129
49.75,47.973,206.03102
49.76,47.818,206.5092
49.76,47.66,206.5092
49.77,47.492,206.98412
49.78,47.318,207.4573
49.78,47.14,207.4573
49.79,46.962,207.92692
49.8,46.776,208.39468
49.8,46.588,208.39468
49.81,46.395,208.85863
49.82,46.199,209.32062
49.82,46.006,209.32062
49.83,45.81,209.77872
49.84,45.614,210.23486
49.84,45.415,210.23486
49.85,45.213,210.68699
49.86,45.011,211.1371
49.86,44.805,211.1371
49.87,44.592,211.58302
49.88,44.376,212.02678
49.89,44.149,212.46827
49.89,43.914,212.46827
49.9,43.673,212.905
49.91,43.431,213.33931
49.91,43.184,213.33931
49.92,42.928,213.76859
49.93,42.662,214.19521
49.93,42.388,214.19521
49.94,42.109,214.6163
49.95,41.822,215.03452
49.96,41.523,215.44975
49.97,41.219,215.86194
49.97,40.909,215.86194
49.98,40.592,216.26786
49.99,40.268,216.67054
50,39.942,217.06996
50,39.612,217.06996
50.01,39.272,217.46268
50.02,38.926,217.85194
50.03,38.572,218.23766
50.03,38.213,218.23766
50.04,37.853,218.61619
50.05,37.488,218.99107
50.06,37.116,219.36223
50.07,36.739,219.72962
50.08,36.356,220.09318
50.08,35.97,220.09318
50.09,35.585,220.44903
50.1,35.197,220.801
50.11,34.809,221.14909
50.12,34.423,221.49332
50.12,34.035,221.49332
50.13,33.653,221.82985
50.14,33.277,222.16262
50.15,32.907,222.49169
50.16,32.542,222.81711
50.17,32.178,223.13889
50.18,31.818,223.45707
50.19,31.461,223.77168
50.19,31.109,223.77168
50.2,30.764,224.07932
50.21,30.42,224.38352
50.22,30.083,224.68435
50.23,29.752,224.98187
50.24,29.429,225.27616
50.25,29.119,225.56735
50.26,28.819,225.85554
50.27,28.525,226.14079
50.28,28.236,226.42315
50.29,27.953,226.70268
50.3,27.679,226.97947
50.31,27.411,227.25358
50.32,27.144,227.52502
50.33,26.876,227.79378
50.34,26.614,228.05992
50.35,26.351,228.32343
50.36,26.088,228.58431
50.37,25.827,228.84258
50.38,25.565,229.09823
50.39,25.301,229.35124
50.4,25.032,229.60156
50.41,24.762,229.84918
50.42,24.49,230.09408
50.44,24.212,230.57832
50.45,23.927,230.81759
50.46,23.637,231.05396
50.47,23.345,231.28741
50.48,23.049,231.5179
50.49,22.749,231.74539
50.51,22.446,232.19431
50.52,22.136,232.41567
50.53,21.827,232.63394
50.55,21.515,233.06424
50.56,21.195,233.27619
50.57,20.873,233.48492
50.59,20.547,233.89586
50.6,20.214,234.098
50.62,19.882,234.49564
50.63,19.547,234.69111
50.64,19.207,234.88318
50.66,18.867,235.26052
50.68,18.525,235.63102
50.69,18.19,235.81292
50.71,17.856,236.17004
50.73,17.525,236.52054
50.74,17.205,236.69259
50.76,16.892,237.03043
50.78,16.587,237.36217
50.79,16.295,237.52512
50.81,16.015,237.84542
50.83,15.745,238.16032
50.85,15.487,238.47006
50.87,15.24,238.77486
50.88,15.009,238.92495
50.9,14.787,239.22069
50.92,14.574,239.51217
50.94,14.37,239.79957
50.96,14.175,240.08307
50.97,13.989,240.22296
50.99,13.81,240.49916
51.01,13.638,240.77192
51.03,13.472,241.04136
51.05,13.312,241.3076
51.06,13.155,241.43915
51.08,13.004,241.69923
51.1,12.858,241.95639
51.12,12.714,242.21067
51.14,12.574,242.46215
51.15,12.436,242.58651
51.17,12.304,242.83259
51.19,12.173,243.07605
51.21,12.044,243.31693
51.22,11.916,243.43609
51.24,11.792,243.67193
51.26,11.669,243.90531
51.28,11.546,244.13623
51.29,11.424,244.25047
51.31,11.302,244.47651
51.33,11.184,244.70019
51.34,11.065,244.81084
51.36,10.949,245.02982
51.38,10.834,245.2465
51.4,10.718,245.46086
51.41,10.605,245.56691
51.43,10.494,245.77679
51.45,10.383,245.98445
51.46,10.273,246.08718
51.48,10.163,246.29044
51.5,10.056,246.49156
51.52,9.95,246.69056
51.53,9.846,246.78902
51.55,9.744,246.9839
51.57,9.644,247.17678
51.58,9.545,247.27223
51.6,9.446,247.46115
51.62,9.349,247.64813
51.64,9.25,247.83313
51.65,9.144,247.92457
51.67,9.037,248.10531
51.69,8.927,248.28385
51.7,8.808,248.37193
51.72,8.685,248.54563
51.74,8.555,248.71673
51.76,8.421,248.88515
51.77,8.286,248.96801
51.79,8.149,249.13099
51.81,8.013,249.29125
51.83,7.878,249.44881
51.85,7.746,249.60373
51.86,7.622,249.67995
51.88,7.502,249.82999
51.9,7.386,249.97771
51.92,7.276,250.12323
51.94,7.17,250.26663
51.96,7.069,250.40801
51.98,6.975,250.54751
51.99,6.884,250.61635
52.01,6.798,250.75231
52.03,6.713,250.88657
52.05,6.633,251.01923
52.07,6.554,251.15031
52.09,6.48,251.27991
52.1,6.408,251.34399
52.12,6.337,251.47073
52.14,6.267,251.59607
52.16,6.203,251.72013
52.18,6.141,251.84295
52.19,6.083,251.90378
52.21,6.025,252.02428
52.23,5.968,252.14364
52.25,5.915,252.26194
52.26,5.861,252.32055
52.28,5.808,252.43671
52.3,5.757,252.55185
52.32,5.707,252.66599
52.33,5.658,252.72257
52.35,5.61,252.83477
52.37,5.562,252.94601
52.38,5.519,253.0012
52.4,5.474,253.11068
52.42,5.43,253.21928
52.43,5.387,253.27315
52.45,5.346,253.38007
52.47,5.305,253.48617
52.48,5.263,253.5388
52.5,5.224,253.64328
52.52,5.186,253.747
52.53,5.147,253.79847
52.55,5.107,253.90061
52.56,5.069,253.9513
52.58,5.033,254.05196
52.6,5,254.15196
52.61,4.965,254.20161
52.63,4.93,254.30021
52.64,4.894,254.34915
52.66,4.86,254.44635
52.67,4.827,254.49462
52.69,4.796,254.59054
52.7,4.763,254.63817
52.72,4.73,254.73277
52.73,4.698,254.77975
52.75,4.668,254.87311
52.76,4.641,254.91952
52.78,4.614,255.0118
52.79,4.588,255.05768
52.81,4.56,255.14888
52.82,4.535,255.19423
52.84,4.509,255.28441
52.85,4.483,255.32924
52.86,4.46,255.37384
52.88,4.435,255.46254
52.89,4.413,255.50667
52.91,4.391,255.59449
52.92,4.372,255.63821
52.93,4.352,255.68173
52.95,4.337,255.76847
52.96,4.321,255.81168
52.97,4.303,255.85471
52.99,4.281,255.94033
53,4.256,255.98289
53.01,4.23,256.02519
53.03,4.204,256.10927
53.04,4.179,256.15106
53.06,4.156,256.23418
53.07,4.133,256.27551
53.08,4.115,256.31666
53.1,4.102,256.3987
53.11,4.091,256.43961
53.12,4.079,256.4804
53.14,4.067,256.56174
53.15,4.055,256.60229
53.16,4.039,256.64268
53.17,4.02,256.68288
53.19,3.999,256.76286
53.2,3.98,256.80266
53.21,3.958,256.84224
53.22,3.937,256.88161
53.24,3.916,256.95993
53.25,3.9,256.99893
53.26,3.883,257.03776
53.27,3.868,257.07644
53.29,3.855,257.15354
53.3,3.843,257.19197
53.31,3.827,257.23024
53.32,3.811,257.26835
53.34,3.795,257.34425
53.35,3.777,257.38202
53.36,3.76,257.41962
53.37,3.744,257.45706
53.38,3.726,257.49432
53.4,3.709,257.5685
53.41,3.692,257.60542
53.42,3.678,257.6422
53.43,3.663,257.67883
53.44,3.648,257.71531
53.46,3.636,257.78803
53.47,3.62,257.82423
53.48,3.602,257.86025
53.49,3.586,257.89611
53.5,3.57,257.93181
53.51,3.554,257.96735
53.52,3.541,258.00276
53.54,3.526,258.07328
53.55,3.509,258.10837
53.56,3.495,258.14332
53.57,3.479,258.17811
53.58,3.466,258.21277
53.59,3.453,258.2473
53.6,3.437,258.28167
53.61,3.424,258.31591
53.63,3.406,258.38403
53.64,3.39,258.41793
53.65,3.379,258.45172
53.66,3.363,258.48535
53.67,3.347,258.51882
53.68,3.336,258.55218
53.69,3.321,258.58539
53.7,3.307,258.61846
53.71,3.296,258.65142
53.73,3.287,258.71716
53.74,3.273,258.74989
53.75,3.259,258.78248
53.76,3.246,258.81494
53.77,3.23,258.84724
53.78,3.215,258.87939
53.79,3.201,258.9114
53.8,3.187,258.94327
53.81,3.175,258.97502
53.82,3.16,259.00662
53.83,3.148,259.0381
53.84,3.139,259.06949
53.85,3.124,259.10073
53.86,3.115,259.13188
53.87,3.103,259.16291
53.89,3.09,259.22471
53.9,3.076,259.25547
53.91,3.065,259.28612
53.92,3.052,259.31664
53.93,3.04,259.34704
53.94,3.027,259.37731
53.95,3.014,259.40745
53.96,3.001,259.43746
53.97,2.992,259.46738
53.98,2.983,259.49721
53.99,2.97,259.52691
54,2.96,259.55651
54.01,2.949,259.586
54.02,2.939,259.61539
54.03,2.926,259.64465
54.04,2.912,259.67377
54.05,2.902,259.70279
54.06,2.891,259.7317
54.07,2.879,259.76049
54.08,2.872,259.78921
54.09,2.861,259.81782
54.1,2.848,259.8463
54.11,2.836,259.87466
54.12,2.823,259.90289
54.13,2.813,259.93102
54.14,2.8,259.95902
54.15,2.79,259.98692
54.16,2.78,260.01472
54.17,2.771,260.04243
54.18,2.763,260.07006
54.19,2.754,260.0976
54.2,2.746,260.12506
54.21,2.739,260.15245
54.22,2.728,260.17973
54.23,2.717,260.2069
54.24,2.703,260.23393
54.25,2.691,260.26084
54.26,2.681,260.28765
54.26,2.674,260.28765
54.28,2.667,260.34099
54.29,2.658,260.36757
54.29,2.647,260.36757
54.3,2.638,260.39395
54.31,2.633,260.42028
54.32,2.625,260.44653
54.33,2.616,260.47269
54.34,2.607,260.49876
54.35,2.595,260.52471
54.36,2.587,260.55058
54.37,2.582,260.5764
54.38,2.575,260.60215
54.39,2.568,260.62783
54.4,2.56,260.65343
54.41,2.549,260.67892
54.42,2.539,260.70431
54.43,2.532,260.72963
54.44,2.523,260.75486
54.45,2.511,260.77997
54.46,2.503,260.805
54.47,2.496,260.82996
54.47,2.491,260.82996
54.48,2.483,260.85479
54.49,2.478,260.87957
54.5,2.47,260.90427
54.51,2.461,260.92888
54.52,2.452,260.9534
54.53,2.447,260.97787
54.54,2.439,261.00226
54.55,2.427,261.02653
54.56,2.421,261.05074
54.57,2.419,261.07493
54.58,2.412,261.09905
54.59,2.404,261.12309
54.59,2.4,261.12309
54.6,2.397,261.14706
54.61,2.391,261.17097
54.62,2.387,261.19484
54.63,2.381,261.21865
54.64,2.374,261.24239
54.65,2.366,261.26605
54.66,2.358,261.28963
54.67,2.349,261.31312
54.68,2.342,261.33654
54.69,2.329,261.35983
54.69,2.322,261.35983
54.7,2.315,261.38298
54.71,2.308,261.40606
54.72,2.302,261.42908
54.73,2.297,261.45205
54.74,2.293,261.47498
54.75,2.292,261.4979
54.76,2.294,261.52084
54.77,2.289,261.54373
54.78,2.281,261.56654
54.79,2.276,261.5893
54.79,2.27,261.5893
54.8,2.262,261.61192
54.81,2.255,261.63447
54.82,2.244,261.65691
54.83,2.237,261.67928
54.84,2.231,261.70159
54.85,2.227,261.72386
54.86,2.229,261.74615
54.87,2.225,261.7684
54.87,2.221,261.7684
54.88,2.214,261.79054
54.89,2.209,261.81263
54.9,2.202,261.83465
54.91,2.197,261.85662
54.92,2.192,261.87854
54.93,2.186,261.9004
54.94,2.18,261.9222
54.95,2.177,261.94397
54.96,2.176,261.96573
54.96,2.173,261.96573
54.97,2.168,261.98741
54.98,2.162,262.00903
54.99,2.157,262.0306
55,2.153,262.05213
55.01,2.151,262.07364
55.02,2.145,262.09509
55.03,2.141,262.1165
55.04,2.14,262.1379
55.04,2.139,262.1379
55.05,2.135,262.15925
55.06,2.13,262.18055
55.07,2.124,262.20179
55.08,2.118,262.22297
55.09,2.113,262.2441
55.1,2.108,262.26518
55.11,2.102,262.2862
55.11,2.098,262.2862
55.12,2.093,262.30713
55.13,2.092,262.32805
55.14,2.094,262.34899
55.15,2.091,262.3699
55.16,2.086,262.39076
55.17,2.08,262.41156
55.18,2.078,262.43234
55.18,2.072,262.43234
55.19,2.065,262.45299
55.2,2.062,262.47361
55.21,2.062,262.49423
55.22,2.059,262.51482
55.23,2.059,262.53541
55.24,2.059,262.556
55.25,2.06,262.5766
55.25,2.06,262.5766
55.26,2.059,262.59719
55.27,2.055,262.61774
55.28,2.049,262.63823
55.29,2.041,262.65864
55.3,2.035,262.67899
55.31,2.029,262.69928
55.31,2.022,262.69928
55.32,2.018,262.71946
55.33,2.016,262.73962
55.34,2.015,262.75977
55.35,2.014,262.77991
55.36,2.013,262.80004
55.37,2.015,262.82019
55.38,2.014,262.84033
55.38,2.012,262.84033
55.39,2.013,262.86046
55.4,2.012,262.88058
55.41,2.01,262.90068
55.42,2.007,262.92075
55.43,2.004,262.94079
55.44,2.001,262.9608
55.45,1.998,262.98078
55.45,1.995,262.98078
55.46,1.993,263.00071
55.47,1.991,263.02062
55.48,1.989,263.04051
55.49,1.987,263.06038
55.5,1.985,263.08023
55.5,1.983,263.08023
55.51,1.981,263.10004
55.52,1.98,263.11984
55.53,1.977,263.13961
55.54,1.971,263.15932
55.55,1.967,263.17899
55.56,1.965,263.19864
55.57,1.964,263.21828
55.57,1.963,263.21828
55.58,1.961,263.23789
55.59,1.959,263.25748
55.6,1.958,263.27706
55.61,1.957,263.29663
55.62,1.956,263.31619
55.62,1.955,263.31619
55.63,1.954,263.33573
55.64,1.953,263.35526
55.65,1.951,263.37477
55.66,1.949,263.39426
55.67,1.946,263.41372
55.67,1.944,263.41372
55.68,1.941,263.43313
55.69,1.937,263.4525
55.7,1.935,263.47185
55.71,1.933,263.49118
55.72,1.933,263.51051
55.73,1.933,263.52984
55.74,1.933,263.54917
55.74,1.933,263.54917
55.75,1.933,263.5685
55.76,1.931,263.58781
55.77,1.928,263.60709
55.78,1.925,263.62634
55.79,1.922,263.64556
55.8,1.92,263.66476
55.8,1.917,263.66476
55.81,1.915,263.68391
55.82,1.914,263.70305
55.83,1.914,263.72219
55.84,1.914,263.74133
55.85,1.915,263.76048
55.85,1.914,263.76048
55.86,1.913,263.77961
55.87,1.912,263.79873
55.88,1.911,263.81784
55.89,1.91,263.83694
55.9,1.908,263.85602
55.91,1.906,263.87508
55.91,1.904,263.87508
55.92,1.902,263.8941
55.93,1.899,263.91309
55.94,1.898,263.93207
55.95,1.896,263.95103
55.96,1.895,263.96998
55.97,1.895,263.98893
55.97,1.895,263.98893
55.98,1.895,264.00788
55.99,1.895,264.02683
56,1.896,264.04579
56.01,1.896,264.06475
56.02,1.895,264.0837
56.02,1.893,264.0837
56.03,1.89,264.1026
56.04,1.888,264.12148
56.05,1.885,264.14033
56.06,1.883,264.15916
56.07,1.88,264.17796
56.08,1.878,264.19674
56.08,1.877,264.19674
56.09,1.876,264.2155
56.1,1.875,264.23425
56.11,1.875,264.253
56.12,1.875,264.27175
56.13,1.875,264.2905
56.13,1.875,264.2905
56.14,1.875,264.30925
56.15,1.875,264.328
56.16,1.875,264.34675
56.17,1.875,264.3655
56.18,1.874,264.38424
56.18,1.874,264.38424
56.19,1.873,264.40297
56.2,1.872,264.42169
56.21,1.872,264.44041
56.22,1.872,264.45913
56.23,1.871,264.47784
56.24,1.871,264.49655
56.24,1.871,264.49655
56.25,1.871,264.51526
56.26,1.871,264.53397
56.27,1.871,264.55268
56.28,1.87,264.57138
56.29,1.87,264.59008
56.29,1.869,264.59008
56.3,1.869,264.60877
56.31,1.868,264.62745
56.32,1.868,264.64613
56.33,1.867,264.6648
56.34,1.866,264.68346
56.34,1.865,264.68346
56.35,1.864,264.7021
56.36,1.863,264.72073
56.37,1.862,264.73935
56.38,1.86,264.75795
56.39,1.859,264.77654
56.4,1.859,264.79513
56.4,1.858,264.79513
56.41,1.858,264.81371
56.42,1.858,264.83229
56.43,1.859,264.85088
56.44,1.859,264.86947
56.45,1.859,264.88806
56.45,1.86,264.88806
56.46,1.86,264.90666
56.47,1.859,264.92525
56.48,1.858,264.94383
56.49,1.857,264.9624
56.5,1.856,264.98096
56.5,1.855,264.98096
56.51,1.854,264.9995
56.52,1.853,265.01803
56.53,1.852,265.03655
56.54,1.852,265.05507
56.55,1.852,265.07359
56.55,1.852,265.07359
56.56,1.852,265.09211
56.57,1.852,265.11063
56.58,1.852,265.12915
56.59,1.852,265.14767
56.6,1.853,265.1662
56.6,1.853,265.1662
56.61,1.853,265.18473
56.62,1.853,265.20326
56.63,1.852,265.22178
56.64,1.852,265.2403
56.65,1.851,265.25881
56.66,1.851,265.27732
56.66,1.85,265.27732
56.67,1.85,265.29582
56.68,1.85,265.31432
56.69,1.85,265.33282
56.7,1.85,265.35132
56.7,1.85,265.35132
56.71,1.85,265.36982
56.72,1.849,265.38831
56.73,1.849,265.4068
56.74,1.848,265.42528
56.75,1.848,265.44376
56.76,1.848,265.46224
56.76,1.847,265.46224
56.77,1.847,265.48071
56.78,1.846,265.49917
56.79,1.846,265.51763
56.8,1.846,265.53609
56.81,1.845,265.55454
56.81,1.845,265.55454
56.82,1.845,265.57299
56.83,1.845,265.59144
56.84,1.845,265.60989
56.85,1.845,265.62834
56.86,1.844,265.64678
56.87,1.844,265.66522
56.87,1.844,265.66522
56.88,1.844,265.68366
56.89,1.844,265.7021
56.9,1.845,265.72055
56.91,1.845,265.739
56.91,1.845,265.739
56.92,1.845,265.75745
56.93,1.844,265.77589
56.94,1.844,265.79433
56.95,1.843,265.81276
56.96,1.842,265.83118
56.96,1.841,265.83118
56.97,1.84,265.84958
56.98,1.84,265.86798
56.99,1.839,265.88637
57,1.838,265.90475
57.01,1.838,265.92313
57.01,1.838,265.92313
57.02,1.838,265.94151
57.03,1.838,265.95989
57.04,1.838,265.97827
57.05,1.838,265.99665
57.06,1.838,266.01503
57.07,1.838,266.03341
57.07,1.838,266.03341
57.08,1.837,266.05178
57.09,1.837,266.07015
57.1,1.837,266.08852
57.11,1.837,266.10689
57.11,1.836,266.10689
57.12,1.836,266.12525
57.13,1.836,266.14361
57.14,1.836,266.16197
57.15,1.836,266.18033
57.16,1.835,266.19868
57.17,1.835,266.21703
57.17,1.835,266.21703
57.18,1.834,266.23537
57.19,1.834,266.25371
57.2,1.834,266.27205
57.21,1.834,266.29039
57.22,1.834,266.30873
57.22,1.833,266.30873
57.23,1.833,266.32706
57.24,1.833,266.34539
57.25,1.833,266.36372
57.26,1.833,266.38205
57.27,1.833,266.40038
57.27,1.832,266.40038
57.28,1.832,266.4187
57.29,1.832,266.43702
57.3,1.832,266.45534
57.31,1.831,266.47365
57.32,1.831,266.49196
57.32,1.831,266.49196
57.33,1.831,266.51027
57.34,1.831,266.52858
57.35,1.831,266.54689
57.36,1.831,266.5652
57.37,1.831,266.58351
57.37,1.831,266.58351
57.38,1.831,266.60182
57.39,1.831,266.62013
57.4,1.83,266.63843
57.41,1.83,266.65673
57.42,1.83,266.67503
57.42,1.83,266.67503
57.43,1.829,266.69332
57.44,1.829,266.71161
57.45,1.829,266.7299
57.46,1.828,266.74818
57.47,1.828,266.76646
57.47,1.827,266.76646
57.48,1.827,266.78473
57.49,1.827,266.803
57.5,1.827,266.82127
57.51,1.827,266.83954
57.52,1.827,266.85781
57.53,1.827,266.87608
57.53,1.827,266.87608
57.54,1.826,266.89434
57.55,1.826,266.9126
57.56,1.826,266.93086
57.57,1.826,266.94912
57.57,1.826,266.94912
57.58,1.826,266.96738
57.59,1.826,266.98564
57.6,1.825,267.00389
57.61,1.825,267.02214
57.62,1.825,267.04039
57.62,1.824,267.04039
57.63,1.824,267.05863
57.64,1.824,267.07687
57.65,1.824,267.09511
57.66,1.824,267.11335
57.67,1.823,267.13158
57.68,1.823,267.14981
57.68,1.823,267.14981
57.69,1.823,267.16804
57.7,1.823,267.18627
57.71,1.822,267.20449
57.72,1.822,267.22271
57.72,1.822,267.22271
57.73,1.821,267.24092
57.74,1.821,267.25913
57.75,1.821,267.27734
57.76,1.821,267.29555
57.77,1.821,267.31376
57.77,1.821,267.31376
57.78,1.821,267.33197
57.79,1.821,267.35018
57.8,1.821,267.36839
57.81,1.821,267.3866
57.82,1.821,267.40481
57.83,1.821,267.42302
57.83,1.821,267.42302
57.84,1.821,267.44123
57.85,1.821,267.45944
57.86,1.82,267.47764
57.87,1.82,267.49584
57.88,1.82,267.51404
57.88,1.82,267.51404
57.89,1.82,267.53224
57.9,1.82,267.55044
57.91,1.82,267.56864
57.92,1.82,267.58684
57.93,1.82,267.60504
57.93,1.819,267.60504
57.94,1.819,267.62323
57.95,1.819,267.64142
57.96,1.819,267.65961
57.97,1.819,267.6778
57.97,1.819,267.6778
57.98,1.819,267.69599
57.99,1.819,267.71418
58,1.819,267.73237
58.01,1.819,267.75056
58.02,1.819,267.76875
58.03,1.819,267.78694
58.03,1.819,267.78694
58.04,1.819,267.80513
58.05,1.819,267.82332
58.06,1.818,267.8415
58.07,1.818,267.85968
58.08,1.818,267.87786
58.08,1.817,267.87786
58.09,1.817,267.89603
58.1,1.817,267.9142
58.11,1.816,267.93236
58.12,1.816,267.95052
58.12,1.816,267.95052
58.13,1.816,267.96868
58.14,1.816,267.98684
58.15,1.816,268.005
58.16,1.816,268.02316
58.17,1.816,268.04132
58.17,1.816,268.04132
58.18,1.816,268.05948
58.19,1.816,268.07764
58.2,1.816,268.0958
58.21,1.816,268.11396
58.22,1.816,268.13212
58.23,1.815,268.15027
58.23,1.815,268.15027
58.24,1.815,268.16842
58.25,1.815,268.18657
58.26,1.815,268.20472
58.27,1.814,268.22286
58.28,1.814,268.241
58.28,1.814,268.241
58.29,1.814,268.25914
58.3,1.814,268.27728
58.31,1.814,268.29542
58.32,1.814,268.31356
58.33,1.814,268.3317
58.33,1.813,268.3317
58.34,1.813,268.34983
58.35,1.813,268.36796
58.36,1.813,268.38609
58.37,1.813,268.40422
58.38,1.812,268.42234
58.38,1.812,268.42234
58.39,1.812,268.44046
58.4,1.812,268.45858
58.41,1.812,268.4767
58.42,1.811,268.49481
58.43,1.811,268.51292
58.43,1.811,268.51292
58.44,1.811,268.53103
58.45,1.811,268.54914
58.46,1.811,268.56725
58.47,1.811,268.58536
58.48,1.811,268.60347
58.48,1.811,268.60347
58.49,1.811,268.62158
58.5,1.811,268.63969
58.51,1.811,268.6578
58.52,1.811,268.67591
58.53,1.811,268.69402
58.53,1.81,268.69402
58.54,1.81,268.71212
58.55,1.81,268.73022
58.56,1.81,268.74832
58.57,1.81,268.76642
58.58,1.809,268.78451
58.58,1.809,268.78451
58.59,1.809,268.8026
58.6,1.809,268.82069
58.61,1.809,268.83878
58.62,1.809,268.85687
58.63,1.809,268.87496
58.63,1.809,268.87496
58.64,1.809,268.89305
58.65,1.809,268.91114
58.66,1.809,268.92923
58.67,1.809,268.94732
58.68,1.809,268.96541
58.68,1.809,268.96541
58.69,1.809,268.9835
58.7,1.809,269.00159
58.71,1.809,269.01968
58.72,1.809,269.03777
58.73,1.809,269.05586
58.73,1.809,269.05586
58.74,1.809,269.07395
58.75,1.809,269.09204
58.76,1.809,269.11013
58.77,1.809,269.12822
58.78,1.808,269.1463
58.78,1.808,269.1463
58.79,1.808,269.16438
58.8,1.808,269.18246
58.81,1.808,269.20054
58.82,1.808,269.21862
58.83,1.808,269.2367
58.83,1.808,269.2367
58.84,1.808,269.25478
58.85,1.808,269.27286
58.86,1.808,269.29094
58.87,1.808,269.30902
58.88,1.807,269.32709
58.88,1.807,269.32709
58.89,1.807,269.34516
58.9,1.807,269.36323
58.91,1.807,269.3813
58.92,1.807,269.39937
58.93,1.807,269.41744
58.93,1.807,269.41744
58.94,1.807,269.43551
58.95,1.806,269.45357
58.96,1.806,269.47163
58.97,1.806,269.48969
58.98,1.806,269.50775
58.98,1.806,269.50775
58.99,1.806,269.52581
59,1.805,269.54386
59.01,1.805,269.56191
59.02,1.805,269.57996
59.03,1.804,269.598
59.03,1.804,269.598
59.04,1.804,269.61604
59.05,1.804,269.63408
59.06,1.804,269.65212
59.07,1.804,269.67016
59.08,1.805,269.68821
59.08,1.805,269.68821
59.09,1.805,269.70626
59.1,1.805,269.72431
59.11,1.806,269.74237
59.12,1.806,269.76043
59.13,1.806,269.77849
59.13,1.806,269.77849
59.14,1.806,269.79655
59.15,1.805,269.8146
59.16,1.805,269.83265
59.17,1.805,269.8507
59.18,1.804,269.86874
59.18,1.804,269.86874
59.19,1.804,269.88678
59.2,1.804,269.90482
59.21,1.804,269.92286
59.22,1.804,269.9409
59.23,1.804,269.95894
59.23,1.804,269.95894
59.24,1.804,269.97698
59.25,1.804,269.99502
59.26,1.804,270.01306
