T (K),77vol% Weighted heat capacity (J/g-c),77vol% enthalpy (J/g)
273.25,0.423239257,0.423239257
273.35,0.426100658,0.465849323
273.45,0.583594975,0.52420882
273.55,0.765694859,0.600778306
273.65,0.884244521,0.689202758
273.75,0.97891915,0.787094673
273.85,1.052482915,0.892342965
273.95,1.098878747,1.002230839
274.05,1.137390933,1.115969933
274.15,1.16857212,1.232827145
274.25,1.193084318,1.352135576
274.35,1.208208393,1.472956416
274.45,1.219675855,1.594924001
274.55,1.22890625,1.717814626
274.65,1.239352925,1.841749919
274.75,1.242206779,1.965970597
274.85,1.246000809,2.090570678
274.95,1.248176307,2.215388308
275.05,1.248799918,2.3402683
275.15,1.250637429,2.465332043
275.25,1.2497996,2.590312003
275.35,1.250363523,2.715348355
275.45,1.250288333,2.840377189
275.55,1.249461246,2.965323313
275.65,1.250066182,3.090329931
275.75,1.250061421,3.215336073
275.85,1.248799918,3.340216065
275.95,1.248728146,3.46508888
276.05,1.248133464,3.589902226
276.15,1.24723375,3.714625601
276.25,1.246200745,3.839245676
276.35,1.2446679,3.963712466
276.45,1.244068091,4.088119275
276.55,1.242637777,4.212383053
276.65,1.240391483,4.336422201
276.75,1.238408354,4.460263036
276.85,1.237603482,4.584023385
276.95,1.234742854,4.70749767
277.05,1.233004945,4.830798164
277.15,1.231157914,4.953913956
277.25,1.228939573,5.076807913
277.35,1.227242677,5.199532181
277.45,1.224674264,5.321999607
277.55,1.223351608,5.444334768
277.65,1.220942118,5.56642898
277.75,1.218433393,5.688272319
277.85,1.21593038,5.809865357
277.95,1.21424425,5.931289782
278.05,1.211345173,6.052424299
278.15,1.209027962,6.173327096
278.25,1.207679673,6.294095063
278.35,1.205362462,6.414631309
278.45,1.202947845,6.534926093
278.55,1.200738292,6.654999923
278.65,1.199615573,6.77496148
278.75,1.197906593,6.894752139
278.85,1.19584344,7.014336483
278.95,1.193858431,7.133722326
279.05,1.192678892,7.252990216
279.15,1.190305715,7.372020787
279.25,1.187552745,7.490776062
279.35,1.186358254,7.609411887
279.45,1.184420409,7.727853928
