Temp (K) ,cp (J/g-K),Enthalpy (J/g)
311.35,1.242476923,42.36178107
311.45,1.246045454,42.48638561
311.55,1.249528571,42.61133847
311.65,1.2539,42.73672847
311.75,1.257692857,42.86249776
311.85,1.26263,42.98876076
311.95,1.26875,43.11563576
312.05,1.27685,43.24332076
312.15,1.282185714,43.37153933
312.25,1.28819,43.50035833
312.35,1.296457143,43.63000404
312.45,1.307736364,43.76077768
312.55,1.320084616,43.89278614
312.65,1.339645454,44.02675068
312.75,1.346184616,44.16136915
312.85,1.3565,44.29701915
312.95,1.374638461,44.43448299
313.05,1.388245454,44.57330754
313.15,1.4051,44.71381754
313.25,1.418272728,44.85564481
313.35,1.443038461,44.99994866
313.45,1.45509091,45.14545775
313.55,1.471907692,45.29264852
313.65,1.492727272,45.44192124
313.75,1.509435714,45.59286482
313.85,1.52534,45.74539882
313.95,1.546528571,45.90005167
314.05,1.573318182,46.05738349
314.15,1.5941,46.21679349
314.25,1.6175,46.37854349
314.35,1.6418,46.54272349
314.45,1.668063636,46.70952985
314.55,1.687423077,46.87827216
314.65,1.7264,47.05091216
314.75,1.760946154,47.22700678
314.85,1.791854546,47.40619223
314.95,1.825207143,47.58871295
315.05,1.86185,47.77489795
315.15,1.9037,47.96526795
315.25,1.946245454,48.15989249
315.35,1.997092308,48.35960172
315.45,2.044918182,48.56409354
315.55,2.097135714,48.77380711
315.65,2.152509091,48.98905802
315.75,2.202846154,49.20934264
315.85,2.259609091,49.43530355
315.95,2.315138461,49.66681739
316.05,2.369409091,49.9037583
316.15,2.427564286,50.14651473
316.25,2.482481818,50.39476291
316.35,2.531553847,50.6479183
316.45,2.578045454,50.90572284
316.55,2.628714286,51.16859427
316.65,2.667963636,51.43539063
316.75,2.702761539,51.70566679
316.85,2.731209091,51.9787877
316.95,2.7551,52.2542977
317.05,2.769663636,52.53126406
317.15,2.787242857,52.80998835
317.25,2.793636364,53.08935198
317.35,2.7947,53.36882198
317.45,2.7956,53.64838198
317.55,2.793869231,53.9277689
317.65,2.789709091,54.20673981
317.75,2.782861539,54.48502597
317.85,2.77809091,54.76283506
317.95,2.769915384,55.0398266
318.05,2.762136364,55.31604023
318.15,2.754338461,55.59147408
318.25,2.743236364,55.86579772
318.35,2.733292308,56.13912695
318.45,2.71869091,56.41099604
318.55,2.708576923,56.68185373
318.65,2.70038,56.95189173
318.75,2.696921429,57.22158387
318.85,2.69336,57.49091987
318.95,2.691264286,57.7600463
319.05,2.69147,58.0291933
319.15,2.691778571,58.29837116
319.25,2.696681818,58.56803934
319.35,2.706776923,58.83871703
319.45,2.72396,59.11111303
319.55,2.764164286,59.38752946
319.65,2.8046,59.66798946
319.75,2.857284616,59.95371792
319.85,2.912027272,60.24492065
319.95,2.978230769,60.54274373
320.05,3.035327272,60.84627645
320.15,3.10925,61.15720145
320.25,3.1772,61.47492145
320.35,3.258061539,61.80072761
320.45,3.336009091,62.13432852
320.55,3.432735714,62.47760209
320.65,3.514127272,62.82901482
320.75,3.623461539,63.19136097
320.85,3.725709091,63.56393188
320.95,3.831242857,63.94705616
321.05,3.96069091,64.34312526
321.15,4.088964286,64.75202168
321.25,4.222427272,65.17426441
321.35,4.367771429,65.61104155
321.45,4.519509091,66.06299246
321.55,4.677114286,66.53070389
321.65,4.856518182,67.01635571
321.75,5.031585714,67.51951428
321.85,5.2325,68.04276428
321.95,5.439384616,68.58670274
322.05,5.6633,69.15303274
322.15,5.911721429,69.74420489
322.25,6.15695,70.35989989
322.35,6.444907143,71.0043906
322.45,6.723854546,71.67677605
322.55,7.03358,72.38013405
322.65,7.362118182,73.11634587
322.75,7.71614,73.88795987
322.85,8.112725,74.69923237
322.95,8.502114286,75.5494438
323.05,8.936375,76.4430813
323.15,9.412460003,77.3843273
323.25,9.915875003,78.3759148
323.35,10.46936,79.4228508
323.45,11.038775,80.5267283
323.55,11.68496,81.6952243
323.65,12.38786923,82.93401123
323.75,13.17332,84.25134323
323.85,14.03355384,85.65469861
323.95,14.99898125,87.15459673
324.05,16.12944616,88.76754135
324.15,17.45305294,90.51284664
324.25,18.98320769,92.41116741
324.35,20.78649412,94.48981682
324.45,23.1314,96.80295682
324.55,26.0412,99.40707682
324.65,29.5715,102.3642268
324.75,34.23367143,105.787594
324.85,39.98317369,109.7859113
324.95,46.24963478,114.4108748
325.05,53.16995,119.7278698
325.15,60.66923461,125.7947933
325.25,68.1305,132.6078433
325.35,76.55853333,140.2636966
325.45,83.33516818,148.5972134
325.55,90.02527143,157.5997406
325.65,93.57086819,166.9568274
325.75,94.58507693,176.4153351
325.85,90.689735,185.4843086
325.95,79.62249565,193.4465581
326.05,69.51905882,200.398464
326.15,60.78572,206.477036
326.25,53.32205,211.809241
326.35,48.37659091,216.6469001
326.45,43.6745,221.0143501
326.55,38.06136364,224.8204865
326.65,33.0107375,228.1215602
326.75,29.27792,231.0493522
326.85,26.309675,233.6803197
326.95,24.00689,236.0810087
327.05,20.8721,238.1682187
327.15,18.3107,239.9992887
327.25,15.80924,241.5802127
327.35,13.0151,242.8817227
327.45,10.7453,243.9562527
327.55,9.425,244.8987527
327.65,8.42375,245.7411277
327.75,7.5926,246.5003877
327.85,6.90545,247.1909327
327.95,6.24872,247.8158047
328.05,5.66345,248.3821497
328.15,5.215925,248.9037422
328.25,4.81196,249.3849382
328.35,4.4552,249.8304582
328.45,4.19825,250.2502832
328.55,3.95645,250.6459282
328.65,3.74672,251.0206002
328.75,3.580142857,251.3786145
328.85,3.44522,251.7231365
328.95,3.331614286,252.0562979
329.05,3.20165,252.3764629
329.15,3.116,252.6880629
329.25,2.999771429,252.9880401
329.35,2.887175,253.2767576
329.45,2.788657143,253.5556233
329.55,2.676,253.8232233
329.65,2.564525,254.0796758
329.75,2.4631,254.3259858
329.85,2.3516,254.5611458
329.95,2.23697,254.7848428
330.05,2.1414,254.9989828
330.15,2.040663636,255.2030492
330.25,1.9538,255.3984292
330.35,1.877272728,255.5861564
330.45,1.80614,255.7667704
330.55,1.7312,255.9398904
330.65,1.66556,256.1064464
330.75,1.6136,256.2678064
330.85,1.56782,256.4245884
330.95,1.523692308,256.5769577
331.05,1.49636,256.7265937
331.15,1.460553847,256.8726491
331.25,1.4285,257.0154991
331.35,1.421023077,257.1576014
331.45,1.40096,257.2976974
331.55,1.3871,257.4364074
331.65,1.369018182,257.5733092
331.75,1.366123077,257.7099215
331.85,1.356418182,257.8455633
331.95,1.351584616,257.9807218
332.05,1.34858,258.1155798
332.15,1.346461539,258.2502259
332.25,1.34169091,258.384395
332.35,1.337323077,258.5181273
332.45,1.333836364,258.651511
332.55,1.331438461,258.7846548
332.65,1.328518182,258.9175066
332.75,1.323961539,259.0499028
332.85,1.320827272,259.1819855
332.95,1.318284616,259.313814
333.05,1.315754546,259.4453894
333.15,1.314615384,259.576851
333.25,1.312154546,259.7080664
333.35,1.309907692,259.8390572
333.45,1.3088,259.9699372
333.55,1.3061,260.1005472
333.65,1.304709091,260.2310181
333.75,1.303261539,260.3613442
333.85,1.300863636,260.4914306
333.95,1.300007692,260.6214314
334.05,1.2989,260.7513214
334.15,1.297030769,260.8810245
334.25,1.294727272,261.0104972
334.35,1.293776923,261.1398749
334.45,1.292518182,261.2691267
334.55,1.291284616,261.3982552
334.65,1.290881818,261.5273433
334.75,1.289,261.6562433
334.85,1.288263636,261.7850697
334.95,1.287615384,261.9138312
335.05,1.28679091,262.0425103
335.15,1.286576923,262.171168
335.25,1.285972728,262.2997653
335.35,1.2845,262.4282153
335.45,1.284172728,262.5566326
335.55,1.283323077,262.6849649
335.65,1.282945454,262.8132594
335.75,1.2827,262.9415294
335.85,1.282536364,263.0697831
335.95,1.281038461,263.1978869
336.05,1.280245454,263.3259114
336.15,1.28,263.4539114
336.25,1.279018182,263.5818133
336.35,1.278546154,263.7096679
336.45,1.277136364,263.8373815
336.55,1.277369231,263.9651184
336.65,1.2764,264.0927584
336.75,1.275776923,264.2203361
336.85,1.275009091,264.347837
336.95,1.275292308,264.4753663
337.05,1.27509091,264.6028754
337.15,1.275015384,264.7303769
337.25,1.274763636,264.8578533
337.35,1.275015384,264.9853548
337.45,1.274845454,265.1128394
337.55,1.274946154,265.240334
337.65,1.273863636,265.3677203
337.75,1.273907692,265.4951111
337.85,1.27329091,265.6224402
337.95,1.273284616,265.7497687
338.05,1.272472728,265.8770159
338.15,1.272384616,266.0042544
338.25,1.271,266.1313544
338.35,1.270861539,266.2584405
338.45,1.270427272,266.3854833
338.55,1.270653847,266.5125487
338.65,1.270754546,266.6396241
338.75,1.269823077,266.7666064
338.85,1.269118182,266.8935182
338.95,1.269061539,267.0204244
339.05,1.268627272,267.1472871
339.15,1.267746154,267.2740617
339.25,1.268136364,267.4008754
339.35,1.267815384,267.5276569
339.45,1.267809091,267.6544378
339.55,1.267330769,267.7811709
339.65,1.266745454,267.9078454
339.75,1.267053847,268.0345508
339.85,1.267072728,268.1612581
339.95,1.266153847,268.2878735
340.05,1.2665,268.4145235
340.15,1.266984616,268.5412219
340.25,1.266827272,268.6679047
340.35,1.266707692,268.7945754
340.45,1.267154546,268.9212909
340.55,1.2665,269.0479409
340.65,1.266745454,269.1746154
340.75,1.2665,269.3012654
340.85,1.2665,269.4279154
340.95,1.266707692,269.5545862
341.05,1.2656,269.6811462
341.15,1.264976923,269.8076439
341.25,1.2647,269.9341139
341.35,1.265323077,270.0606462
341.45,1.264454546,270.1870917
341.55,1.2656,270.3136517
341.65,1.265272728,270.4401789
341.75,1.2656,270.5667389
341.85,1.265354546,270.6932744
341.95,1.265046154,270.819779
342.05,1.2647,270.946249
342.15,1.264838461,271.0727328
342.25,1.264945454,271.1992274
342.35,1.263384616,271.3255659
342.45,1.263881818,271.451954
342.55,1.263453847,271.5782994
342.65,1.264127272,271.7047121
342.75,1.263246154,271.8310368
342.85,1.262654546,271.9573022
342.95,1.262830769,272.0835853
343.05,1.26249091,272.2098344
343.15,1.262207692,272.3360552
343.25,1.262,272.4622552
343.35,1.263384616,272.5885936
343.45,1.2629,272.7148836
343.55,1.262484616,272.8411321
343.65,1.262163636,272.9673484
343.75,1.261861539,273.0935346
343.85,1.261754546,273.21971
343.95,1.261930769,273.3459031
344.05,1.260363636,273.4719395
344.15,1.261030769,273.5980426
344.25,1.260281818,273.7240707
344.35,1.260269231,273.8500977
344.45,1.2602,273.9761177
344.55,1.260546154,274.1021723
344.65,1.260445454,274.2282168
344.75,1.259992308,274.3542161
344.85,1.260527272,274.4802688
344.95,1.259784616,274.6062473
345.05,1.2602,274.7322673
345.15,1.259992308,274.8582665
345.25,1.2593,274.9841965
345.35,1.259023077,275.1100988
345.45,1.259218182,275.2360206
345.55,1.2593,275.3619506
345.65,1.258972728,275.4878479
345.75,1.258815384,275.6137294
345.85,1.258809091,275.7396103
345.95,1.2584,275.8654503
346.05,1.258154546,275.9912658
346.15,1.2584,276.1171058
346.25,1.258154546,276.2429212
346.35,1.258123077,276.3687335
346.45,1.25799091,276.4945326
346.55,1.256807692,276.6202134
346.65,1.257336364,276.745947
346.75,1.256530769,276.8716001
346.85,1.255372728,276.9971374
346.95,1.2557,277.1227074
347.05,1.25529091,277.2482365
347.15,1.255630769,277.3737996
347.25,1.254227272,277.4992223
347.35,1.254523077,277.6246746
347.45,1.253245454,277.7499991
347.55,1.253830769,277.8753822
347.65,1.253,278.0006822
347.75,1.253069231,278.1259891
347.85,1.253327272,278.2513219
347.95,1.251546154,278.3764765
348.05,1.2512,278.5015965
348.15,1.251130769,278.6267096
348.25,1.250954546,278.751805
348.35,1.2512,278.876925
348.45,1.251527272,279.0020777
348.55,1.250646154,279.1271424
348.65,1.250463636,279.2521887
348.75,1.250853847,279.3772741
348.85,1.249972728,279.5022714
348.95,1.249676923,279.6272391
349.05,1.249072728,279.7521463
349.15,1.248885714,279.8770349
349.25,1.24778,280.0018129
349.35,1.247461539,280.1265591
349.45,1.246945454,280.2512536
349.55,1.246007692,280.3758544
349.65,1.246045454,280.5004589
349.75,1.245176923,280.6249766
349.85,1.2449,280.7494666
349.95,1.245092857,280.8739759
350.05,1.24481,280.9984569
350.15,1.244385714,281.1228955
350.25,1.24454,281.2473495
350.35,1.243515384,281.371701
350.45,1.243263636,281.4960274
350.55,1.243238461,281.6203512
350.65,1.243427272,281.744694
350.75,1.2431,281.869004
350.85,1.24301,281.993305
350.95,1.2422,282.117525
351.05,1.24301,282.241826
351.15,1.242392857,282.3660652
351.25,1.24193,282.4902582
351.35,1.241784616,282.6144367
351.45,1.241627272,282.7385994
351.55,1.2413,282.8627294
351.65,1.241054546,282.9868349
351.75,1.241092308,283.1109441
351.85,1.240727272,283.2350168
351.95,1.2404,283.3590568
352.05,1.2404,283.4830968
352.15,1.2404,283.6071368
352.25,1.23959,283.7310958
352.35,1.2404,283.8551358
352.45,1.239581818,283.979094
352.55,1.239435714,284.1030376
352.65,1.2395,284.2269876
352.75,1.2386,284.3508476
352.85,1.238763636,284.474724
352.95,1.239307143,284.5986547
353.05,1.23869,284.7225237
353.15,1.237764286,284.8463001
353.25,1.23824,284.9701241
353.35,1.237442857,285.0938684
353.45,1.23734,285.2176024
353.55,1.236607143,285.3412631
353.65,1.23644,285.4649071
353.75,1.236221429,285.5885292
353.85,1.23653,285.7121822
353.95,1.236221429,285.8358044
354.05,1.2359,285.9593944
354.15,1.235514286,286.0829458
354.25,1.235,286.2064458
354.35,1.235623077,286.3300081
354.45,1.235081818,286.4535163
354.55,1.234871429,286.5770034
354.65,1.235,286.7005034
354.75,1.234935714,286.823997
354.85,1.23437,286.947434
354.95,1.234164286,287.0708504
355.05,1.2341,287.1942604
355.15,1.2341,287.3176704
355.25,1.23419,287.4410894
355.35,1.234164286,287.5645059
355.45,1.23383,287.6878889
355.55,1.233328571,287.8112217
355.65,1.2332,287.9345417
355.75,1.2332,288.0578617
355.85,1.2332,288.1811817
355.95,1.232942857,288.304476
356.05,1.23284,288.42776
356.15,1.2332,288.55108
356.25,1.23266,288.674346
356.35,1.232814286,288.7976274
356.45,1.23284,288.9209114
356.55,1.2323,289.0441414
356.65,1.23275,289.1674164
356.75,1.232621429,289.2906786
356.85,1.2323,289.4139086
356.95,1.23275,289.5371836
357.05,1.23275,289.6604586
357.15,1.231785714,289.7836372
357.25,1.23167,289.9068042
357.35,1.23095,290.0298992
357.45,1.23131,290.1530302
357.55,1.2314,290.2761702
357.65,1.2314,290.3993102
357.75,1.231142857,290.5224244
357.85,1.23131,290.6455554
357.95,1.2305,290.7686054
358.05,1.2305,290.8916554
358.15,1.2305,291.0147054
358.25,1.22969,291.1376744
358.35,1.230114286,291.2606859
358.45,1.23005,291.3836909
358.55,1.23005,291.5066959
358.65,1.22897,291.6295929
358.75,1.228764286,291.7524693
358.85,1.22879,291.8753483
358.95,1.229214286,291.9982697
359.05,1.229109091,292.1211806
359.15,1.229323077,292.2441129
359.25,1.2296,292.3670729
359.35,1.228957143,292.4899687
359.45,1.2287,292.6128387
359.55,1.228215384,292.7356602
359.65,1.22807,292.8584672
359.75,1.228957143,292.9813629
359.85,1.2287,293.1042329
359.95,1.228353847,293.2270683
360.05,1.227718182,293.3498401
360.15,1.2278,293.4726201
360.25,1.2278,293.5954001
360.35,1.227453847,293.7181455
360.45,1.227472728,293.8408928
360.55,1.227523077,293.9636451
360.65,1.227063636,294.0863514
360.75,1.226207692,294.2089722
360.85,1.226,294.3315722
360.95,1.226,294.4541722
361.05,1.226,294.5767722
361.15,1.226830769,294.6994553
361.25,1.226,294.8220553
361.35,1.2251,294.9445653
361.45,1.2251,295.0670753
361.55,1.225030769,295.1895784
361.65,1.224854546,295.3120638
361.75,1.225030769,295.4345669
361.85,1.224609091,295.5570278
361.95,1.2242,295.6794478
362.05,1.224281818,295.801876
362.15,1.223923077,295.9242683
362.25,1.224527272,296.046721
362.35,1.2242,296.169141
362.45,1.2242,296.291561
362.55,1.223576923,296.4139187
