T (K),57.3vol% Weighted heat capacity (J/g-K),57.3vol% enthalpy (J/g)
283.75,1.233048231,13.88096662
283.85,1.232928,14.00425942
283.95,1.232487154,14.12750813
284.05,1.232928,14.25080093
284.15,1.232607385,14.37406167
284.25,1.232359636,14.49729764
284.35,1.231886,14.62048624
284.45,1.231554455,14.74364168
284.55,1.230884077,14.86673009
284.65,1.230938727,14.98982396
284.75,1.230683692,15.11289233
284.85,1.230323,15.23592463
284.95,1.230042462,15.35892888
285.05,1.230228273,15.4819517
285.15,1.229641692,15.60491587
285.25,1.229281,15.72784397
285.35,1.229281,15.85077207
285.45,1.229375727,15.97370965
285.55,1.229281,16.09663775
285.65,1.229281,16.21956585
285.75,1.229281,16.34249395
285.85,1.229281,16.46542205
285.95,1.229000462,16.58832209
286.05,1.229186273,16.71124072
286.15,1.228800077,16.83412073
286.25,1.22876,16.95699673
286.35,1.228880231,17.07988475
286.45,1.22876,17.20276075
286.55,1.228611143,17.32562186
286.65,1.2283432,17.44845618
286.75,1.228239,17.57128008
286.85,1.228381091,17.69411819
286.95,1.228239,17.81694209
287.05,1.2281348,17.93975557
287.15,1.228118769,18.06256745
287.25,1.228002182,18.18536767
287.35,1.228239,18.30819157
287.45,1.228239,18.43101547
287.55,1.227866857,18.55380215
287.65,1.2283953,18.67664168
287.75,1.2284995,18.79949163
287.85,1.2277701,18.92226864
287.95,1.228201786,19.04508882
288.05,1.228239,19.16791272
288.15,1.227838231,19.29069655
288.25,1.2279785,19.4134944
288.35,1.228015714,19.53629597
288.45,1.2276138,19.65905735
288.55,1.228350643,19.78189241
288.65,1.228239,19.90471631
288.75,1.228313429,20.02754766
288.85,1.228712636,20.15041892
288.95,1.228559615,20.27327488
289.05,1.229044182,20.3961793
289.15,1.228840154,20.51906331
289.25,1.229281,20.64199141
289.35,1.229000462,20.76489146
289.45,1.229044182,20.88779588
289.55,1.229000462,21.01069592
289.65,1.229281,21.13362402
289.75,1.229000462,21.25652407
289.85,1.2290205,21.37942612
289.95,1.229467071,21.50237283
290.05,1.229281,21.62530093
290.15,1.229281,21.74822903
290.25,1.229281,21.87115713
290.35,1.229721846,21.99412931
290.45,1.230133545,22.11714267
290.55,1.230002385,22.24014291
290.65,1.229944091,22.36313731
290.75,1.230122615,22.48614958
290.85,1.230323,22.60918188
290.95,1.230323,22.73221418
291.05,1.230180909,22.85523227
291.15,1.230603538,22.97829262
291.25,1.230417727,23.10133439
291.35,1.230603538,23.22439475
291.45,1.230891364,23.34748388
291.55,1.231084462,23.47059233
291.65,1.231317636,23.59372409
291.75,1.231645538,23.71688865
291.85,1.231365,23.84002515
291.95,1.231805846,23.96320573
292.05,1.231743909,24.08638012
292.15,1.231886,24.20956872
292.25,1.232217545,24.33279048
292.35,1.232206615,24.45601114
292.45,1.231886,24.57919974
292.55,1.232006231,24.70240036
292.65,1.232691182,24.82566948
292.75,1.232487154,24.9489182
292.85,1.233164818,25.07223468
292.95,1.233288692,25.19556355
293.05,1.233780545,25.3189416
293.15,1.23397,25.4423386
293.25,1.23397,25.5657356
293.35,1.234290615,25.68916466
293.45,1.234443636,25.81260903
293.55,1.234170385,25.93602606
293.65,1.234633091,26.05948937
293.75,1.234691385,26.18295851
293.85,1.234727818,26.30643129
293.95,1.235012,26.42993249
294.05,1.235012,26.55343369
294.15,1.235492923,26.67698299
294.25,1.235722455,26.80055523
294.35,1.236054,26.92416063
294.45,1.236338182,27.04779445
294.55,1.236815462,27.171476
294.65,1.236575,27.2951335
294.75,1.236815462,27.41881504
294.85,1.237096,27.54252464
294.95,1.237576923,27.66628233
295.05,1.237664364,27.79004877
295.15,1.237617,27.91381047
295.25,1.237617,28.03757217
295.35,1.237657077,28.16133788
295.45,1.238611636,28.28519904
295.55,1.238659,28.40906494
295.65,1.239511545,28.5330161
295.75,1.240181923,28.65703429
295.85,1.239843091,28.7810186
295.95,1.240222,28.9050408
296.05,1.240222,29.029063
296.15,1.240743,29.1531373
296.25,1.241027182,29.27724002
296.35,1.241223923,29.40136241
296.45,1.241500818,29.52551249
296.55,1.242025462,29.64971504
296.65,1.242163909,29.77393143
296.75,1.242466308,29.89817806
296.85,1.242542818,30.02243234
296.95,1.242546462,30.14668699
297.05,1.242827,30.27096969
297.15,1.242987308,30.39526842
297.25,1.243348,30.51960322
297.35,1.243748769,30.64397809
297.45,1.243963727,30.76837447
297.55,1.244470154,30.89282148
297.65,1.244721545,31.01729364
297.75,1.245071308,31.14180077
297.85,1.245668818,31.26636765
297.95,1.245953,31.39096295
298.05,1.246474,31.51561035
298.15,1.246474,31.64025775
298.25,1.246900273,31.76494778
298.35,1.247155308,31.88966331
298.45,1.247516,32.01441491
298.55,1.247636231,32.13917853
298.65,1.248273818,32.26400591
298.75,1.248558,32.38886171
298.85,1.249079,32.51376961
298.95,1.249079,32.63867751
299.05,1.249126364,32.76359015
299.15,1.249920615,32.88858221
299.25,1.249789455,33.01356116
299.35,1.250121,33.13857326
299.45,1.250357818,33.26360904
299.55,1.250962615,33.3887053
299.65,1.251257727,33.51383107
299.75,1.251643923,33.63899546
299.85,1.251731364,33.7641686
299.95,1.252325231,33.88940112
300.05,1.252868091,34.01468793
300.15,1.253407308,34.14002866
300.25,1.254194273,34.26544809
300.35,1.254729846,34.39092108
300.45,1.254999455,34.51642102
300.55,1.255331,34.64195412
300.65,1.255331,34.76748722
300.75,1.255814786,34.8930687
300.85,1.2561125,35.01867995
300.95,1.256707929,35.14435074
301.05,1.2572066,35.2700714
301.15,1.257266143,35.39579802
301.25,1.2575192,35.52154994
301.35,1.258176462,35.64736758
301.45,1.258741182,35.7732417
301.55,1.2592385,35.89916555
301.65,1.2598637,36.02515192
301.75,1.260541,36.15120602
301.85,1.2606973,36.27727575
301.95,1.261248071,36.40340056
302.05,1.2622082,36.52962138
302.15,1.262141214,36.6558355
302.25,1.2629376,36.78212926
302.35,1.262997143,36.90842897
302.45,1.263667,37.03479567
302.55,1.263815857,37.16117726
302.65,1.2640317,37.28758043
302.75,1.264634571,37.41404389
302.85,1.26523,37.54056689
302.95,1.265710923,37.66713798
303.05,1.265798364,37.79371782
303.15,1.266312077,37.92034902
303.25,1.2666367,38.04701269
303.35,1.267314,38.17374409
303.45,1.267835,38.30052759
303.55,1.2680955,38.42733714
303.65,1.268877,38.55422484
303.75,1.269621286,38.68118697
303.85,1.2697627,38.80816324
303.95,1.270477214,38.93521096
304.05,1.270961,39.06230706
304.15,1.271705286,39.18947759
304.25,1.272524,39.31672999
304.35,1.272764462,39.44400644
304.45,1.2726282,39.57126926
304.55,1.2733055,39.69859981
304.65,1.2739828,39.82599809
304.75,1.274645214,39.95346261
304.85,1.275271091,40.08098972
304.95,1.275850385,40.20857476
305.05,1.276313091,40.33620607
305.15,1.276772154,40.46388328
305.25,1.277307727,40.59161405
305.35,1.277653846,40.71937944
305.45,1.278444455,40.84722388
305.55,1.278455385,40.97506942
305.65,1.279818,41.10305122
305.75,1.279858077,41.23103703
305.85,1.28086,41.35912303
305.95,1.281421077,41.48726514
306.05,1.281902,41.61545534
306.15,1.282423,41.74369764
306.25,1.283465,41.87204414
306.35,1.283905846,42.00043472
306.45,1.285028,42.12893752
306.55,1.285869615,42.25752448
306.65,1.286117364,42.38613622
306.75,1.286991769,42.5148354
306.85,1.287633,42.6435987
306.95,1.288073846,42.77240608
307.05,1.288817091,42.90128779
307.15,1.289596769,43.03024747
307.25,1.289717,43.15921917
307.35,1.290879231,43.28830709
307.45,1.291801,43.41748719
307.55,1.292281923,43.54671538
307.65,1.293174545,43.67603284
307.75,1.293564385,43.80538928
307.85,1.294642818,43.93485356
307.95,1.295127385,44.0643663
308.05,1.296111091,44.19397741
308.15,1.296890769,44.32366648
308.25,1.297863545,44.45345284
308.35,1.298574,44.58331024
308.45,1.298858182,44.71319606
308.55,1.300096923,44.84320575
308.65,1.300658,44.97327155
308.75,1.301860308,45.10345758
308.85,1.302742,45.23373178
308.95,1.303463385,45.36407812
309.05,1.304115545,45.49448967
309.15,1.305146615,45.62500433
309.25,1.305915364,45.75559587
309.35,1.307230615,45.88631893
309.45,1.307999364,46.01711887
309.55,1.309194385,46.14803831
309.65,1.309988636,46.27903717
309.75,1.311078,46.41014497
309.85,1.312593636,46.54140433
309.95,1.313242154,46.67272855
310.05,1.314582909,46.80418684
310.15,1.315847154,46.93577155
310.25,1.316666909,47.06743825
310.35,1.317650615,47.19920331
310.45,1.318987727,47.33110208
310.55,1.320255615,47.46312764
310.65,1.321403273,47.59526797
310.75,1.323141154,47.72758208
310.85,1.324292455,47.86001133
310.95,1.326066769,47.99261801
311.05,1.327986818,48.12541669
311.15,1.329633615,48.25838005
311.25,1.331633818,48.39154343
311.35,1.333120308,48.52485546
311.45,1.335186091,48.65837407
311.55,1.337202429,48.79209431
311.65,1.339733,48.92606761
311.75,1.341928643,49.06026048
311.85,1.3447867,49.19473915
311.95,1.3483295,49.3295721
312.05,1.3530185,49.46487395
312.15,1.356107286,49.60048468
312.25,1.3595831,49.73644299
312.35,1.364368857,49.87287987
312.45,1.370898273,50.0099697
312.55,1.378046538,50.14777435
312.65,1.389370091,50.28671136
312.75,1.393155538,50.42602692
312.85,1.399127,50.56593962
312.95,1.409627154,50.70690233
313.05,1.417504091,50.84865274
313.15,1.427261,50.99137884
313.25,1.434886545,51.1348675
313.35,1.449223154,51.27978981
313.45,1.456200182,51.42540983
313.55,1.465935231,51.57200335
313.65,1.477987455,51.7198021
313.75,1.487659786,51.86856808
313.85,1.4968666,52.01825474
313.95,1.509132429,52.16916798
314.05,1.524640636,52.32163204
314.15,1.536671,52.47529914
314.25,1.550217,52.63032084
314.35,1.564284,52.78674924
314.45,1.579487727,52.94469802
314.55,1.590694692,53.10376748
314.65,1.613258,53.26509328
314.75,1.633256385,53.42841892
314.85,1.651148909,53.59353381
314.95,1.670456357,53.76057945
315.05,1.6916685,53.9297463
315.15,1.715895,54.1013358
315.25,1.740524091,54.27538821
315.35,1.769958769,54.45238409
315.45,1.797644636,54.63214855
315.55,1.827872786,54.81493583
315.65,1.859927818,55.00092861
315.75,1.889067385,55.18983535
315.85,1.921926818,55.38202803
315.95,1.954072154,55.57743525
316.05,1.985488818,55.77598413
316.15,2.019154214,55.97789955
316.25,2.050945364,56.18299409
316.35,2.079352615,56.39092935
316.45,2.106266091,56.60155596
316.55,2.135597714,56.81511573
316.65,2.158318727,57.0309476
316.75,2.178462846,57.24879388
316.85,2.194930818,57.46828697
316.95,2.208761,57.68916307
317.05,2.217191727,57.91088224
317.15,2.227368143,58.13361905
317.25,2.231069273,58.35672598
317.35,2.231685,58.57989448
317.45,2.232206,58.80311508
317.55,2.231204077,59.02623549
317.65,2.228795818,59.24911507
317.75,2.224831846,59.47159825
317.85,2.222070182,59.69380527
317.95,2.217337462,59.91553902
318.05,2.212834273,60.13682245
318.15,2.208320154,60.35765446
318.25,2.201893273,60.57784379
318.35,2.196136769,60.79745747
318.45,2.187684182,61.01622588
318.55,2.181829308,61.23440881
318.65,2.1770842,61.45211723
318.75,2.175082071,61.66962544
318.85,2.1730204,61.88692748
318.95,2.171807214,62.1041082
319.05,2.1719263,62.32130083
319.15,2.172104929,62.53851133
319.25,2.174943364,62.75600566
319.35,2.180787308,62.97408439
319.45,2.1907344,63.19315783
319.55,2.214008214,63.41455865
319.65,2.237416,63.63830025
319.75,2.267914538,63.86509171
319.85,2.299604455,64.09505215
319.95,2.337928923,64.32884505
320.05,2.370981455,64.56594319
320.15,2.4137745,64.80732064
320.25,2.45311,65.05263164
320.35,2.499919846,65.30262363
320.45,2.545042818,65.55712791
320.55,2.601036786,65.81723159
320.65,2.648153455,66.08204693
320.75,2.711445846,66.35319152
320.85,2.770635818,66.6302551
320.95,2.831728143,66.91342791
321.05,2.906664182,67.20409433
321.15,2.980920214,67.50218635
321.25,3.058180455,67.8080044
321.35,3.142318571,68.12223626
321.45,3.230157818,68.44525204
321.55,3.321393714,68.77739141
321.65,3.425248636,69.11991627
321.75,3.526593286,69.4725756
321.85,3.642900333,69.83686563
321.95,3.762663538,70.21313199
322.05,3.892285667,70.60236055
322.15,4.036094071,71.00596996
322.25,4.178054167,71.42377538
322.35,4.344749357,71.85825031
322.45,4.506228909,72.30887321
322.55,4.685525533,72.77742576
322.65,4.875712636,73.26499702
322.75,5.080651933,73.77306222
322.85,5.310230583,74.30408527
322.95,5.535643714,74.85764965
323.05,5.787032417,75.43635289
323.15,6.062632733,76.04261616
323.25,6.354054083,76.67802157
323.35,6.6744604,77.34546761
323.45,7.004088417,78.04587645
323.55,7.378157733,78.78369222
323.65,7.785064077,79.56219863
323.75,8.2397528,80.38617391
323.85,8.737732615,81.25994717
323.95,9.296607813,82.18960795
324.05,9.951021385,83.18471009
324.15,10.71724265,84.25643436
324.25,11.60303223,85.41673758
324.35,12.64693471,86.68143105
324.45,14.00437467,88.08186852
324.55,15.68882556,89.65075107
324.65,17.732477,91.42399877
324.75,20.43135624,93.4671344
324.85,23.75967921,95.84310232
324.95,27.38726391,98.58182871
325.05,31.3933575,101.7211645
325.15,35.73461004,105.2946255
325.25,40.05385367,109.3000108
325.35,44.93274852,113.7932857
325.45,48.85566714,118.6788524
325.55,52.72849357,123.9517018
325.65,54.78100014,129.4298018
325.75,55.36811431,134.9666132
325.85,53.11314415,140.2779276
325.95,46.70644226,144.9485718
326.05,40.85767494,149.0343393
326.15,35.80204213,152.6145435
326.25,31.4814065,155.7626842
326.35,28.61853518,158.6245377
326.45,25.896547,161.2141924
326.55,22.64716473,163.4789089
326.65,19.72341338,165.4512502
326.75,17.5625268,167.2075029
326.85,15.84424275,168.7919272
326.95,14.5111861,170.2430458
327.05,12.696491,171.5126949
327.15,11.213725,172.6340674
327.25,9.7656576,173.6106331
327.35,8.148161,174.4254492
327.45,6.834199,175.1088691
327.55,6.069892,175.7158583
327.65,5.4902795,176.2648863
327.75,5.009136,176.7657999
327.85,4.6113525,177.2269351
327.95,4.2311788,177.650053
328.05,3.8923725,178.0392903
328.15,3.63330525,178.4026208
328.25,3.3994544,178.7425662
328.35,3.19293,179.0618592
328.45,3.0441845,179.3662777
328.55,2.904209167,179.6566986
328.65,2.7827988,179.9349785
328.75,2.686369143,180.2036154
328.85,2.6082638,180.4644418
328.95,2.542498714,180.7186917
329.05,2.467263833,180.965418
329.15,2.417682,181.2071862
329.25,2.350398571,181.4422261
329.35,2.28521775,181.6707479
329.45,2.228186857,181.8935666
329.55,2.162970889,182.1098636
329.65,2.09843925,182.3197076
329.75,2.039725444,182.5236801
329.85,1.975179333,182.721198
329.95,1.9088213,182.9120802
330.05,1.853496889,183.0974299
330.15,1.795181727,183.276948
330.25,1.744897333,183.4514378
330.35,1.700596545,183.6214974
330.45,1.6594186,183.7874393
330.55,1.616036667,183.949043
330.65,1.5780384,184.1068468
330.75,1.547959333,184.2616427
330.85,1.5214578,184.4137885
330.95,1.495912769,184.5633798
331.05,1.4800904,184.7113888
331.15,1.459362615,184.8573251
331.25,1.440807,185.0014058
331.35,1.436478692,185.1450537
331.45,1.4248644,185.2875401
331.55,1.416841,185.4292242
331.65,1.406373636,185.5698616
331.75,1.404697692,185.7103313
331.85,1.399079636,185.8502393
331.95,1.396281538,185.9898674
332.05,1.3945422,186.1293217
332.15,1.393315846,186.2686533
332.25,1.390554182,186.4077087
332.35,1.388025692,186.5465112
332.45,1.386007273,186.685112
332.55,1.384619154,186.8235739
332.65,1.382928636,186.9618667
332.75,1.380290846,187.0998958
332.85,1.378476455,187.2377435
332.95,1.377004538,187.3754439
333.05,1.375539909,187.5129979
333.15,1.374880462,187.650486
333.25,1.373455909,187.7878316
333.35,1.372155231,187.9250471
333.45,1.371514,188.0621985
333.55,1.369951,188.1991936
333.65,1.369145818,188.3361082
333.75,1.368307846,188.4729389
333.85,1.366919727,188.6096309
333.95,1.366424231,188.7462733
334.05,1.365783,188.8828516
334.15,1.364700923,189.0193217
334.25,1.363367455,189.1556585
334.35,1.362817308,189.2919402
334.45,1.362088636,189.4281491
334.55,1.361374538,189.5642865
334.65,1.361141364,189.7004007
334.75,1.360052,189.8364059
334.85,1.359625727,189.9723684
334.95,1.359250462,190.1082935
335.05,1.358773182,190.2441708
335.15,1.358649308,190.3800357
335.25,1.358299545,190.5158657
335.35,1.357447,190.6516104
335.45,1.357257545,190.7873361
335.55,1.356765692,190.9230127
335.65,1.356547091,191.0586674
335.75,1.356405,191.1943079
335.85,1.356310273,191.3299389
335.95,1.355443154,191.4654833
336.05,1.354984091,191.6009817
336.15,1.354842,191.7364659
336.25,1.354273636,191.8718932
336.35,1.354000385,192.0072933
336.45,1.353184273,192.1426117
336.55,1.353319077,192.2779436
336.65,1.352758,192.4132194
336.75,1.352397308,192.5484591
336.85,1.351952818,192.6836544
336.95,1.352116769,192.8188661
337.05,1.352000182,192.9540661
337.15,1.351956462,193.0892618
337.25,1.351810727,193.2244428
337.35,1.351956462,193.3596385
337.45,1.351858091,193.4948243
337.55,1.351916385,193.6300159
337.65,1.351289727,193.7651449
337.75,1.351315231,193.9002764
337.85,1.350958182,194.0353722
337.95,1.350954538,194.1704677
338.05,1.350484545,194.3055162
338.15,1.350433538,194.4405595
338.25,1.349632,194.5755227
338.35,1.349551846,194.7104779
338.45,1.349300455,194.8454079
338.55,1.349431615,194.9803511
338.65,1.349489909,195.1153001
338.75,1.348950692,195.2501952
338.85,1.348542636,195.3850494
338.95,1.348509846,195.5199004
339.05,1.348258455,195.6547263
339.15,1.347748385,195.7895011
339.25,1.347974273,195.9242985
339.35,1.347788462,196.0590774
339.45,1.347784818,196.1938558
339.55,1.347507923,196.3286066
339.65,1.347169091,196.4633235
339.75,1.347347615,196.5980583
339.85,1.347358545,196.7327942
339.95,1.346826615,196.8674768
340.05,1.347027,197.0021795
340.15,1.347307538,197.1369103
340.25,1.347216455,197.2716319
340.35,1.347147231,197.4063466
340.45,1.347405909,197.5410872
340.55,1.347027,197.6757899
340.65,1.347169091,197.8105068
340.75,1.347027,197.9452095
340.85,1.347027,198.0799122
340.95,1.347147231,198.214627
341.05,1.346506,198.3492776
341.15,1.346145308,198.4838921
341.25,1.345985,198.6184906
341.35,1.346345692,198.7531252
341.45,1.345842909,198.8877095
341.55,1.346506,199.0223601
341.65,1.346316545,199.1569917
341.75,1.346506,199.2916423
341.85,1.346363909,199.4262787
341.95,1.346185385,199.5608972
342.05,1.345985,199.6954957
342.15,1.346065154,199.8301023
342.25,1.346127091,199.964715
342.35,1.345223538,200.0992373
342.45,1.345511364,200.2337885
342.55,1.345263615,200.3683148
342.65,1.345653455,200.5028802
342.75,1.345143385,200.6373945
342.85,1.344800909,200.7718746
342.95,1.344902923,200.9063649
343.05,1.344706182,201.0408355
343.15,1.344542231,201.1752897
343.25,1.344422,201.3097319
343.35,1.345223538,201.4442543
343.45,1.344943,201.5787486
343.55,1.344702538,201.7132188
343.65,1.344516727,201.8476705
343.75,1.344341846,201.9821047
343.85,1.344279909,202.1165327
343.95,1.344381923,202.2509709
344.05,1.343474727,202.3853183
344.15,1.343860923,202.5197044
344.25,1.343427364,202.6540472
344.35,1.343420077,202.7883892
344.45,1.34338,202.9227272
344.55,1.343580385,203.0570852
344.65,1.343522091,203.1914374
344.75,1.343259769,203.3257634
344.85,1.343569455,203.4601204
344.95,1.343139538,203.5944343
345.05,1.34338,203.7287723
345.15,1.343259769,203.8630983
345.25,1.342859,203.9973842
345.35,1.342698692,204.1316541
345.45,1.342811636,204.2659352
345.55,1.342859,204.4002211
345.65,1.342669545,204.5344881
345.75,1.342578462,204.6687459
345.85,1.342574818,204.8030034
345.95,1.342338,204.9372372
346.05,1.342195909,205.0714568
346.15,1.342338,205.2056906
346.25,1.342195909,205.3399102
346.35,1.342177692,205.474128
346.45,1.342101182,205.6083381
346.55,1.341416231,205.7424797
346.65,1.341722273,205.8766519
346.75,1.341255923,206.0107775
346.85,1.340585545,206.1448361
346.95,1.340775,206.2789136
347.05,1.340538182,206.4129674
347.15,1.340734923,206.5470409
347.25,1.339922455,206.6810331
347.35,1.340093692,206.8150425
347.45,1.339354091,206.9489779
347.55,1.339692923,207.0829472
347.65,1.339212,207.2168684
347.75,1.339252077,207.3507936
347.85,1.339401455,207.4847337
347.95,1.338370385,207.6185708
348.05,1.33817,207.7523878
348.15,1.338129923,207.8862008
348.25,1.338027909,208.0200036
348.35,1.33817,208.1538206
348.45,1.338359455,208.2876565
348.55,1.337849385,208.4214415
348.65,1.337743727,208.5552158
348.75,1.337969615,208.6890128
348.85,1.337459545,208.8227587
348.95,1.337288308,208.9564876
349.05,1.336938545,209.0901814
349.15,1.336830286,209.2238645
349.25,1.3361902,209.3574835
349.35,1.336005846,209.4910841
349.45,1.335707091,209.6246548
349.55,1.335164231,209.7581712
349.65,1.335186091,209.8916898
349.75,1.334683308,210.0251581
349.85,1.334523,210.1586104
349.95,1.334634643,210.2920739
350.05,1.3344709,210.425521
350.15,1.334225286,210.5589435
350.25,1.3343146,210.692375
350.35,1.333721462,210.8257471
350.45,1.333575727,210.9591047
350.55,1.333561154,211.0924608
350.65,1.333670455,211.2258279
350.75,1.333481,211.359176
350.85,1.3334289,211.4925188
350.95,1.33296,211.6258148
351.05,1.3334289,211.7591577
351.15,1.333071643,211.8924649
351.25,1.3328037,212.0257453
351.35,1.332719538,212.1590172
351.45,1.332628455,212.2922801
351.55,1.332439,212.425524
351.65,1.332296909,212.5587537
351.75,1.332318769,212.6919855
351.85,1.332107455,212.8251963
351.95,1.331918,212.9583881
352.05,1.331918,213.0915799
352.15,1.331918,213.2247717
352.25,1.3314491,213.3579166
352.35,1.331918,213.4911084
352.45,1.331444364,213.6242528
352.55,1.331359786,213.7573888
352.65,1.331397,213.8905285
352.75,1.330876,214.0236161
352.85,1.330970727,214.1567132
352.95,1.331285357,214.2898417
353.05,1.3309281,214.4229345
353.15,1.330392214,214.5559737
353.25,1.3306676,214.6890405
353.35,1.330206143,214.8220611
353.45,1.3301466,214.9550758
353.55,1.329722357,215.088048
353.65,1.3296256,215.2210106
353.75,1.329499071,215.3539605
353.85,1.3296777,215.4869283
353.95,1.329499071,215.6198782
354.05,1.329313,215.7528095
354.15,1.329089714,215.8857184
354.25,1.328792,216.0185976
354.35,1.329152692,216.1515129
354.45,1.328839364,216.2843968
354.55,1.328717571,216.4172686
354.65,1.328792,216.5501478
354.75,1.328754786,216.6830233
354.85,1.3284273,216.815866
354.95,1.328308214,216.9486968
355.05,1.328271,217.0815239
355.15,1.328271,217.214351
355.25,1.3283231,217.3471833
355.35,1.328308214,217.4800142
355.45,1.3281147,217.6128256
355.55,1.327824429,217.7456081
355.65,1.32775,217.8783831
355.75,1.32775,218.0111581
355.85,1.32775,218.1439331
355.95,1.327601143,218.2766932
356.05,1.3275416,218.4094473
356.15,1.32775,218.5422223
356.25,1.3274374,218.6749661
356.35,1.327526714,218.8077188
356.45,1.3275416,218.9404729
356.55,1.327229,219.0731958
356.65,1.3274895,219.2059448
356.75,1.327415071,219.3386863
356.85,1.327229,219.4714092
356.95,1.3274895,219.6041581
357.05,1.3274895,219.7369071
357.15,1.326931286,219.8696002
357.25,1.3268643,220.0022866
357.35,1.3264475,220.1349314
357.45,1.3266559,220.267597
357.55,1.326708,220.4002678
357.65,1.326708,220.5329386
357.75,1.326559143,220.6655945
357.85,1.3266559,220.7982601
357.95,1.326187,220.9308788
358.05,1.326187,221.0634975
358.15,1.326187,221.1961162
358.25,1.3257181,221.328688
358.35,1.325963714,221.4612844
358.45,1.3259265,221.593877
358.55,1.3259265,221.7264697
358.65,1.3253013,221.8589998
358.75,1.325182214,221.991518
358.85,1.3251971,222.1240377
358.95,1.325442714,222.256582
359.05,1.325381818,222.3891202
359.15,1.325505692,222.5216707
359.25,1.325666,222.6542373
359.35,1.325293857,222.7867667
359.45,1.325145,222.9192812
359.55,1.324864462,223.0517677
359.65,1.3247803,223.1842457
359.75,1.325293857,223.3167751
359.85,1.325145,223.4492896
359.95,1.324944615,223.581784
360.05,1.324576636,223.7142417
360.15,1.324624,223.8467041
360.25,1.324624,223.9791665
360.35,1.324423615,224.1116089
360.45,1.324434545,224.2440523
360.55,1.324463692,224.3764987
360.65,1.324197727,224.5089185
360.75,1.323702231,224.6412887
360.85,1.323582,224.7736469
360.95,1.323582,224.9060051
361.05,1.323582,225.0383633
361.15,1.324062923,225.1707696
361.25,1.323582,225.3031278
361.35,1.323061,225.4354339
