T (K),85vol% Weighted heat capacity (J/g-c),85vol% enthalpy (J/g)
273.25,0.294652838,0.294652838
273.35,0.297869817,0.32443982
273.45,0.47493545,0.371933365
273.55,0.679664306,0.439899795
273.65,0.812945757,0.521194371
273.75,0.9193853,0.613132901
273.85,1.0020906,0.713341961
273.95,1.054251893,0.81876715
274.05,1.097549867,0.928522137
274.15,1.13260584,1.041782721
274.25,1.160164091,1.15779913
274.35,1.177167587,1.275515889
274.45,1.190060073,1.394521896
274.55,1.2004375,1.514565646
274.65,1.21218235,1.635783881
274.75,1.215390843,1.757322965
274.85,1.219656345,1.8792886
274.95,1.222102186,2.001498818
275.05,1.222803291,2.123779147
275.15,1.224869143,2.246266062
275.25,1.2239272,2.368658782
275.35,1.2245612,2.491114902
275.45,1.224476667,2.613562568
275.55,1.2235468,2.735917248
275.65,1.224226909,2.858339939
275.75,1.224221557,2.980762095
275.85,1.222803291,3.103042424
275.95,1.2227226,3.225314684
276.05,1.222054018,3.347520086
276.15,1.2210425,3.469624336
276.25,1.219881127,3.591612449
276.35,1.2181578,3.713428229
276.45,1.217483455,3.835176574
276.55,1.2158754,3.956764114
276.65,1.213349967,4.078099111
276.75,1.2111204,4.199211151
276.85,1.210215509,4.320232702
276.95,1.2069994,4.440932642
277.05,1.205045527,4.561437194
277.15,1.202968971,4.681734091
277.25,1.200474964,4.801781588
277.35,1.1985672,4.921638308
277.45,1.195679618,5.04120627
277.55,1.1941926,5.16062553
277.65,1.191483691,5.279773899
277.75,1.188663214,5.39864022
277.85,1.18584916,5.517225136
277.95,1.1839535,5.635620486
278.05,1.180694164,5.753689903
278.15,1.178089,5.871498803
278.25,1.176573164,5.989156119
278.35,1.173968,6.106552919
278.45,1.171253327,6.223678252
278.55,1.1687692,6.340555172
278.65,1.167506964,6.457305868
278.75,1.165585614,6.573864429
278.85,1.16326608,6.690191037
278.95,1.1610344,6.806294477
279.05,1.159708283,6.922265306
279.15,1.1570402,7.037969326
279.25,1.153945127,7.153363838
279.35,1.1526022,7.268624058
279.45,1.150423545,7.383666413
279.55,1.1487348,7.498539893
279.65,1.146227618,7.613162655
279.75,1.1446138,7.727624035
279.85,1.142556182,7.841879653
279.95,1.1404928,7.955928933
280.05,1.139409236,8.069869857
280.15,1.137513,8.183621157
280.25,1.136112436,8.2972324
280.35,1.134343,8.4106667
280.45,1.133115345,8.523978235
280.55,1.1316168,8.637139915
280.65,1.130717673,8.750211682
280.75,1.128954,8.863107082
280.85,1.128095218,8.975916604
280.95,1.126553857,9.08857199
281.05,1.12518804,9.201090794
281.15,1.123904643,9.313481258
281.25,1.12263302,9.42574456
281.35,1.121196557,9.537864216
281.45,1.119403655,9.649804581
281.55,1.1186198,9.761666561
281.65,1.117530473,9.873419608
281.75,1.1166544,9.985085048
281.85,1.115507436,10.09663579
281.95,1.1143086,10.20806665
282.05,1.1134844,10.31941509
282.15,1.1126602,10.43068111
282.25,1.112435418,10.54192465
282.35,1.1113288,10.65305753
282.45,1.110787018,10.76413624
282.55,1.1093,10.87506624
282.65,1.1093634,10.98600258
282.75,1.1085392,11.0968565
282.85,1.107340364,11.20759053
282.95,1.1070176,11.31829229
283.05,1.105092545,11.42880155
283.15,1.1051156,11.53931311
283.25,1.104343273,11.64974743
283.35,1.104228,11.76017023
283.45,1.103594,11.87052963
283.55,1.103594,11.98088903
283.65,1.103144436,12.09120348
283.75,1.1021358,12.20141706
283.85,1.1019456,12.31161162
283.95,1.1012482,12.42173644
284.05,1.1019456,12.531931
284.15,1.1014384,12.64207484
284.25,1.101046473,12.75217948
284.35,1.1002972,12.8622092
284.45,1.099772709,12.97218648
284.55,1.0987122,13.0820577
284.65,1.098798655,13.19193756
284.75,1.0983952,13.30177708
284.85,1.0978246,13.41155954
284.95,1.0973808,13.52129762
285.05,1.097674745,13.6310651
285.15,1.0967468,13.74073978
285.25,1.0961762,13.8503574
285.35,1.0961762,13.95997502
285.45,1.096326055,14.06960762
285.55,1.0961762,14.17922524
285.65,1.0961762,14.28884286
285.75,1.0961762,14.39846048
285.85,1.0961762,14.5080781
285.95,1.0957324,14.61765134
286.05,1.096026345,14.72725398
286.15,1.0954154,14.83679552
286.25,1.095352,14.94633072
286.35,1.0955422,15.05588494
286.45,1.095352,15.16542014
286.55,1.095116514,15.27493179
286.65,1.09469264,15.38440105
286.75,1.0945278,15.49385383
286.85,1.094752582,15.60332909
286.95,1.0945278,15.71278187
287.05,1.09436296,15.82221817
287.15,1.0943376,15.93165193
287.25,1.094153164,16.04106724
287.35,1.0945278,16.15052002
287.45,1.0945278,16.2599728
287.55,1.093939086,16.36936671
287.65,1.09477506,16.47884422
287.75,1.0949399,16.58833821
287.85,1.09378602,16.69771681
287.95,1.094468929,16.8071637
288.05,1.0945278,16.91661648
288.15,1.0938938,17.02600586
288.25,1.0941157,17.13541743
288.35,1.094174571,17.24483489
288.45,1.09353876,17.35418876
288.55,1.094704414,17.46365921
288.65,1.0945278,17.57311199
288.75,1.094645543,17.68257654
288.85,1.095277073,17.79210425
288.95,1.095035,17.90160775
289.05,1.095801564,18.0111879
289.15,1.0954788,18.12073578
289.25,1.0961762,18.2303534
289.35,1.0957324,18.33992664
289.45,1.095801564,18.4495068
289.55,1.0957324,18.55908004
289.65,1.0961762,18.66869766
289.75,1.0957324,18.7782709
289.85,1.0957641,18.88784731
289.95,1.096470557,18.99749437
290.05,1.0961762,19.10711199
290.15,1.0961762,19.21672961
290.25,1.0961762,19.32634723
290.35,1.0968736,19.43603459
290.45,1.097524891,19.54578707
290.55,1.0973174,19.65551881
290.65,1.097225182,19.76524133
290.75,1.0975076,19.87499209
290.85,1.0978246,19.98477455
