Temperature (°C),Heat Capacity (Normalized) (J/(g.°C)),Enthalpy (J/g)
-4.2247347850362935,0.8012552045979896,0.22889573021608017
-3.727247347850364,1.0949561447035177,0.7307546034723614
-3.229759910664434,1.1633494255678392,1.2994010226633161
-2.7322724734785044,1.17411486,1.8826115170251254
-2.234785036292575,1.1743579587035176,2.466826795472361
-1.7372975991066455,1.1693033347788944,3.0496048399195974
-1.2398101619207158,1.1589373144572865,3.6285584542914564
-0.7423227247347861,1.1461536909798995,4.20151066280402
-0.24483528754885686,1.1319881227336683,4.767629656361809
0.25265214963707283,1.1170075555025125,5.326133525221104
0.7501395868230025,1.1038585789396984,5.877627803065326
1.2476270240089322,1.090223143673367,6.422893009140703
1.745114461194862,1.0784087924572865,6.961780948437186
2.2426018983807916,1.0680522890703517,7.495046303487436
2.7400893355667213,1.0595757108994976,8.023772012060302
3.237576772752651,1.0517202440201006,8.54857282561809
3.73506420993858,1.044300172316583,9.06939420665829
4.2325516471245095,1.0388506168693465,9.58712116677387
4.730039084310439,1.0344773869346733,10.102540470954771
5.227526521496369,1.0293799769296483,10.615525575125627
5.725013958682299,1.026876479954774,11.126927153718592
6.222501395868228,1.0251719434623117,11.637166493165829
6.719988833054158,1.0219751906633165,12.146108710150754
7.217476270240088,1.019417472160804,12.653801193819096
7.714963707426017,1.019,13.160759072311558
8.212451144611947,1.01805025120603,13.667499767437185
8.709938581797877,1.0171356783919598,14.173824317688442
9.207426018983806,1.0167028853517588,14.679739766180905
9.704913456169736,1.017354271356784,15.185624652763819
10.202400893355666,1.0162970620603016,15.691419426984924
10.699888330541595,1.0170315864723618,16.197188191758794
11.197375767727525,1.0183196751758794,16.703605621758793
11.694863204913455,1.0189080014673366,17.21038296974874
12.192350642099383,1.019,17.717263738743718
12.689838079285314,1.0203140525879397,18.224736899447237
13.187325516471242,1.0215044105628142,18.732666057939696
13.684812953657174,1.022953368356784,19.241135042663313
14.182300390843102,1.024028780281407,19.750379493517585
14.679787828029033,1.0255375834623115,20.260108860854274
15.177275265214961,1.027998172683417,20.770925377085423
15.674762702400892,1.0292459497537687,21.28265680522613
