T (K),66vol% Weighted heat capacity (J/g-c),66vol% enthalpy (J/g)
273.25,0.595440608,0.595440608
273.35,0.597825825,0.655223191
273.45,0.729110475,0.728134238
273.55,0.880905918,0.81622483
273.65,0.97972695,0.914197525
273.75,1.05864615,1.02006214
273.85,1.119967685,1.132058908
273.95,1.15864248,1.247923156
274.05,1.1907456,1.366997716
274.15,1.21673772,1.488671488
274.25,1.237170682,1.612388557
274.35,1.24977786,1.737366343
274.45,1.259336945,1.863300037
274.55,1.26703125,1.990003162
274.65,1.275739425,2.117577105
274.75,1.27811835,2.24538894
274.85,1.281280991,2.373517039
274.95,1.28309445,2.501826484
275.05,1.283614282,2.630187912
275.15,1.285146,2.758702512
275.25,1.2844476,2.887147272
275.35,1.284917677,3.01563904
275.45,1.284855,3.14412454
275.55,1.284165554,3.272541095
275.65,1.284669818,3.401008077
275.75,1.28466585,3.529474662
275.85,1.283614282,3.65783609
275.95,1.283554454,3.786191535
276.05,1.283058736,3.914497409
276.15,1.28230875,4.042728284
276.25,1.281447655,4.170873049
276.35,1.2801699,4.298890039
276.45,1.279669909,4.42685703
276.55,1.278477623,4.554704793
276.65,1.27660515,4.682365308
276.75,1.274952046,4.809860512
276.85,1.274281118,4.937288624
276.95,1.271896546,5.064478279
277.05,1.270447855,5.191523064
277.15,1.2689082,5.318413884
277.25,1.267059027,5.445119787
277.35,1.265644523,5.571684239
277.45,1.263503536,5.698034593
277.55,1.262400992,5.824274692
277.65,1.260392482,5.95031394
277.75,1.25830125,6.076144065
277.85,1.25621478,6.201765543
277.95,1.25480925,6.327246468
278.05,1.252392627,6.452485731
278.15,1.250461038,6.577531835
278.25,1.249337127,6.702465547
278.35,1.247405538,6.827206101
278.45,1.245392755,6.951745377
278.55,1.243550908,7.076100468
278.65,1.242615027,7.20036197
278.75,1.24119045,7.324481015
278.85,1.23947064,7.448428079
278.95,1.237815969,7.572209676
279.05,1.236832725,7.695892949
279.15,1.234854485,7.819378397
279.25,1.232559655,7.942634363
279.35,1.231563946,8.065790757
279.45,1.229948591,8.188785616
279.55,1.228696477,8.311655264
279.65,1.226837536,8.434339018
279.75,1.225640977,8.556903115
279.85,1.224115364,8.679314652
279.95,1.222585477,8.801573199
280.05,1.221782073,8.923751407
280.15,1.220376115,9.045789018
280.25,1.219337673,9.167722785
280.35,1.218025731,9.289525359
