Temp (K) ,cp (J/g-K),Enthalpy (J/g)
273.25,0.682582433,0
273.35,0.684729167,0.751055349
273.45,0.8028875,0.831344099
273.55,0.939505882,0.925294688
273.65,1.028446429,1.02813933
273.75,1.099475,1.13808683
273.85,1.154665385,1.253553369
273.95,1.189473333,1.372500702
274.05,1.218366667,1.494337369
274.15,1.24176,1.618513369
274.25,1.26015,1.744528369
274.35,1.271496667,1.871678036
274.45,1.2801,1.999688036
274.55,1.287025,2.128390536
274.65,1.2948625,2.257876786
274.75,1.297003571,2.387577143
274.85,1.29985,2.517562143
274.95,1.301482143,2.647710357
275.05,1.30195,2.777905357
275.15,1.303328571,2.908238214
275.25,1.3027,3.038508214
275.35,1.303123077,3.168820522
275.45,1.303066667,3.299127189
275.55,1.302446154,3.429371804
275.65,1.3029,3.559661804
275.75,1.302896429,3.689951447
275.85,1.30195,3.820146447
275.95,1.301896154,3.950336062
276.05,1.30145,4.080481062
276.15,1.300775,4.210558562
276.25,1.3,4.340558562
276.35,1.29885,4.470443562
276.45,1.2984,4.600283562
276.55,1.297326923,4.730016255
276.65,1.295641667,4.859580421
276.75,1.294153846,4.988995806
276.85,1.29355,5.118350806
276.95,1.291403846,5.24749119
277.05,1.2901,5.37650119
277.15,1.288714286,5.505372619
277.25,1.28705,5.634077619
277.35,1.285776923,5.762655311
277.45,1.28385,5.891040311
277.55,1.282857692,6.019326081
277.65,1.28105,6.147431081
277.75,1.279167857,6.275347866
277.85,1.27729,6.403076866
277.95,1.276025,6.530679366
278.05,1.27385,6.658064366
278.15,1.272111538,6.78527552
278.25,1.2711,6.91238552
278.35,1.269361538,7.039321674
278.45,1.26755,7.166076674
278.55,1.265892308,7.292665905
278.65,1.26505,7.419170905
278.75,1.263767857,7.545547691
278.85,1.26222,7.671769691
278.95,1.260730769,7.797842768
279.05,1.259845833,7.923827351
279.15,1.258065385,8.049633889
279.25,1.256,8.175233889
279.35,1.255103846,8.300744274
279.45,1.25365,8.426109274
279.55,1.252523077,8.551361582
279.65,1.25085,8.676446582
279.75,1.249773077,8.801423889
279.85,1.2484,8.926263889
279.95,1.247023077,9.050966197
280.05,1.2463,9.175596197
280.15,1.245034615,9.300099659
280.25,1.2441,9.424509659
280.35,1.242919231,9.548801582
280.45,1.2421,9.673011582
280.55,1.2411,9.797121582
280.65,1.2405,9.921171582
280.75,1.239323077,10.04510389
280.85,1.23875,10.16897889
280.95,1.237721429,10.29275103
281.05,1.23681,10.41643203
281.15,1.235953571,10.54002739
281.25,1.235105,10.66353789
281.35,1.234146429,10.78695253
281.45,1.23295,10.91024753
281.55,1.232426923,11.03349022
281.65,1.2317,11.15666022
281.75,1.231115385,11.27977176
281.85,1.23035,11.40280676
281.95,1.22955,11.52576176
282.05,1.229,11.64866176
282.15,1.22845,11.77150676
282.25,1.2283,11.89433676
282.35,1.227561538,12.01709292
282.45,1.2272,12.13981292
282.55,1.226207692,12.26243369
282.65,1.22625,12.38505869
282.75,1.2257,12.50762869
282.85,1.2249,12.63011869
282.95,1.224684615,12.75258715
283.05,1.2234,12.87492715
283.15,1.223415385,12.99726869
283.25,1.2229,13.11955869
283.35,1.222823077,13.24184099
283.45,1.2224,13.36408099
283.55,1.2224,13.48632099
283.65,1.2221,13.60853099
283.75,1.221426923,13.73067369
283.85,1.2213,13.85280369
283.95,1.220834615,13.97488715
284.05,1.2213,14.09701715
284.15,1.220961538,14.2191133
284.25,1.2207,14.3411833
284.35,1.2202,14.4632033
284.45,1.21985,14.5851883
284.55,1.219142308,14.70710253
284.65,1.2192,14.82902253
284.75,1.218930769,14.95091561
284.85,1.21855,15.07277061
284.95,1.218253846,15.19459599
285.05,1.21845,15.31644099
285.15,1.217830769,15.43822407
285.25,1.21745,15.55996907
285.35,1.21745,15.68171407
285.45,1.21755,15.80346907
285.55,1.21745,15.92521407
285.65,1.21745,16.04695907
285.75,1.21745,16.16870407
285.85,1.21745,16.29044907
285.95,1.217153846,16.41216446
286.05,1.21735,16.53389946
286.15,1.216942308,16.65559369
286.25,1.2169,16.77728369
286.35,1.217026923,16.89898638
286.45,1.2169,17.02067638
286.55,1.216742857,17.14235066
286.65,1.21646,17.26399666
286.75,1.21635,17.38563166
286.85,1.2165,17.50728166
286.95,1.21635,17.62891666
287.05,1.21624,17.75054066
287.15,1.216223077,17.87216297
287.25,1.2161,17.99377297
287.35,1.21635,18.11540797
287.45,1.21635,18.23704297
287.55,1.215957143,18.35863869
287.65,1.216515,18.48029019
287.75,1.216625,18.60195269
287.85,1.215855,18.72353819
287.95,1.216310714,18.84516926
288.05,1.21635,18.96680426
288.15,1.215926923,19.08839695
288.25,1.216075,19.21000445
288.35,1.216114286,19.33161588
288.45,1.21569,19.45318488
288.55,1.216467857,19.57483166
288.65,1.21635,19.69646666
288.75,1.216428571,19.81810952
288.85,1.21685,19.93979452
288.95,1.216688462,20.06146337
289.05,1.2172,20.18318337
289.15,1.216984615,20.30488183
289.25,1.21745,20.42662683
289.35,1.217153846,20.54834221
289.45,1.2172,20.67006221
289.55,1.217153846,20.7917776
289.65,1.21745,20.9135226
289.75,1.217153846,21.03523798
289.85,1.217175,21.15695548
289.95,1.217646429,21.27872013
290.05,1.21745,21.40046513
290.15,1.21745,21.52221013
290.25,1.21745,21.64395513
290.35,1.217915385,21.76574666
290.45,1.21835,21.88758166
290.55,1.218211538,22.00940282
290.65,1.21815,22.13121782
290.75,1.218338462,22.25305166
290.85,1.21855,22.37490666
290.95,1.21855,22.49676166
291.05,1.2184,22.61860166
291.15,1.218846154,22.74048628
291.25,1.21865,22.86235128
291.35,1.218846154,22.98423589
291.45,1.21915,23.10615089
291.55,1.219353846,23.22808628
291.65,1.2196,23.35004628
291.75,1.219946154,23.47204089
291.85,1.21965,23.59400589
291.95,1.220115385,23.71601743
292.05,1.22005,23.83802243
292.15,1.2202,23.96004243
292.25,1.22055,24.08209743
292.35,1.220538462,24.20415128
292.45,1.2202,24.32617128
292.55,1.220326923,24.44820397
292.65,1.22105,24.57030897
292.75,1.220834615,24.69239243
292.85,1.22155,24.81454743
292.95,1.221680769,24.93671551
293.05,1.2222,25.05893551
293.15,1.2224,25.18117551
293.25,1.2224,25.30341551
293.35,1.222738462,25.42568936
293.45,1.2229,25.54797936
293.55,1.222611538,25.67024051
293.65,1.2231,25.79255051
293.75,1.223161538,25.91486666
293.85,1.2232,26.03718666
293.95,1.2235,26.15953666
294.05,1.2235,26.28188666
294.15,1.224007692,26.40428743
294.25,1.22425,26.52671243
294.35,1.2246,26.64917243
294.45,1.2249,26.77166243
294.55,1.225403846,26.89420282
294.65,1.22515,27.01671782
294.75,1.225403846,27.1392582
294.85,1.2257,27.2618282
294.95,1.226207692,27.38444897
295.05,1.2263,27.50707897
295.15,1.22625,27.62970397
295.25,1.22625,27.75232897
295.35,1.226292308,27.8749582
295.45,1.2273,27.9976882
295.55,1.22735,28.1204232
295.65,1.22825,28.2432482
295.75,1.228957692,28.36614397
295.85,1.2286,28.48900397
295.95,1.229,28.61190397
296.05,1.229,28.73480397
296.15,1.22955,28.85775897
296.25,1.22985,28.98074397
296.35,1.230057692,29.10374974
296.45,1.23035,29.22678474
296.55,1.230903846,29.34987513
296.65,1.23105,29.47298013
296.75,1.231369231,29.59611705
296.85,1.23145,29.71926205
296.95,1.231453846,29.84240743
297.05,1.23175,29.96558243
297.15,1.231919231,30.08877436
297.25,1.2323,30.21200436
297.35,1.232723077,30.33527666
297.45,1.23295,30.45857166
297.55,1.233484615,30.58192013
297.65,1.23375,30.70529513
297.75,1.234119231,30.82870705
297.85,1.23475,30.95218205
297.95,1.23505,31.07568705
298.05,1.2356,31.19924705
298.15,1.2356,31.32280705
298.25,1.23605,31.44641205
298.35,1.236319231,31.57004397
298.45,1.2367,31.69371397
298.55,1.236826923,31.81739666
298.65,1.2375,31.94114666
298.75,1.2378,32.06492666
298.85,1.23835,32.18876166
298.95,1.23835,32.31259666
299.05,1.2384,32.43643666
299.15,1.239238462,32.56036051
299.25,1.2391,32.68427051
299.35,1.23945,32.80821551
299.45,1.2397,32.93218551
299.55,1.240338462,33.05621936
299.65,1.24065,33.18028436
299.75,1.241057692,33.30439013
299.85,1.24115,33.42850513
299.95,1.241776923,33.55268282
300.05,1.24235,33.67691782
300.15,1.242919231,33.80120974
300.25,1.24375,33.92558474
300.35,1.244315385,34.05001628
300.45,1.2446,34.17447628
300.55,1.24495,34.29897128
300.65,1.24495,34.42346628
300.75,1.245460714,34.54801235
300.85,1.245775,34.67258985
300.95,1.246403571,34.79723021
301.05,1.24693,34.92192321
301.15,1.246992857,35.04662249
301.25,1.24726,35.17134849
301.35,1.247953846,35.29614388
301.45,1.24855,35.42099888
301.55,1.249075,35.54590638
301.65,1.249735,35.67087988
301.75,1.25045,35.79592488
301.85,1.250615,35.92098638
301.95,1.251196429,36.04610602
302.05,1.25221,36.17132702
302.15,1.252139286,36.29654095
302.25,1.25298,36.42183895
302.35,1.253042857,36.54714324
302.45,1.25375,36.67251824
302.55,1.253907143,36.79790895
302.65,1.254135,36.92332245
302.75,1.254771429,37.04879959
302.85,1.2554,37.17433959
302.95,1.255907692,37.29993036
303.05,1.256,37.42553036
303.15,1.256542308,37.55118459
303.25,1.256885,37.67687309
303.35,1.2576,37.80263309
303.45,1.25815,37.92844809
303.55,1.258425,38.05429059
303.65,1.25925,38.18021559
303.75,1.260035714,38.30621916
303.85,1.260185,38.43223766
303.95,1.260939286,38.55833159
304.05,1.26145,38.68447659
304.15,1.262235714,38.81070016
304.25,1.2631,38.93701016
304.35,1.263353846,39.06334555
304.45,1.26321,39.18966655
304.55,1.263925,39.31605905
304.65,1.26464,39.44252305
304.75,1.265339286,39.56905698
304.85,1.266,39.69565698
304.95,1.266611538,39.82231813
305.05,1.2671,39.94902813
305.15,1.267584615,40.07578659
305.25,1.26815,40.20260159
305.35,1.268515385,40.32945313
305.45,1.26935,40.45638813
305.55,1.269361538,40.58332428
305.65,1.2708,40.71040428
305.75,1.270842308,40.83748852
305.85,1.2719,40.96467852
305.95,1.272492308,41.09192775
306.05,1.273,41.21922775
306.15,1.27355,41.34658275
306.25,1.27465,41.47404775
306.35,1.275115385,41.60155928
306.45,1.2763,41.72918928
306.55,1.277188462,41.85690813
306.65,1.27745,41.98465313
306.75,1.278373077,42.11249044
306.85,1.27905,42.24039544
306.95,1.279515385,42.36834698
307.05,1.2803,42.49637698
307.15,1.281123077,42.62448928
307.25,1.28125,42.75261428
307.35,1.282476923,42.88086198
307.45,1.28345,43.00920698
307.55,1.283957692,43.13760275
307.65,1.2849,43.26609275
307.75,1.285311538,43.3946239
307.85,1.28645,43.5232689
307.95,1.286961538,43.65196505
308.05,1.288,43.78076505
308.15,1.288823077,43.90964736
308.25,1.28985,44.03863236
308.35,1.2906,44.16769236
308.45,1.2909,44.29678236
308.55,1.292207692,44.42600313
308.65,1.2928,44.55528313
308.75,1.294069231,44.68469005
308.85,1.295,44.81419005
308.95,1.295761538,44.94376621
309.05,1.29645,45.07341121
309.15,1.297538462,45.20316505
309.25,1.29835,45.33300005
309.35,1.299738462,45.4629739
309.45,1.30055,45.5930289
309.55,1.301811538,45.72321005
309.65,1.30265,45.85347505
309.75,1.3038,45.98385505
309.85,1.3054,46.11439505
309.95,1.306084615,46.24500352
310.05,1.3075,46.37575352
310.15,1.308834615,46.50663698
310.25,1.3097,46.63760698
310.35,1.310738462,46.76868082
310.45,1.31215,46.89989582
310.55,1.313488462,47.03124467
310.65,1.3147,47.16271467
310.75,1.316534615,47.29436813
310.85,1.31775,47.42614313
310.95,1.319623077,47.55810544
311.05,1.32165,47.69027044
311.15,1.323388462,47.82260928
311.25,1.3255,47.95515928
311.35,1.327069231,48.08786621
311.45,1.32925,48.22079121
311.55,1.331378571,48.35392906
311.65,1.33405,48.48733406
311.75,1.336367857,48.62097085
311.85,1.339385,48.75490935
311.95,1.343125,48.88922185
312.05,1.348075,49.02402935
312.15,1.351335714,49.15916292
312.25,1.355005,49.29466342
312.35,1.360057143,49.43066914
312.45,1.36695,49.56736414
312.55,1.374496154,49.70481375
312.65,1.38645,49.84345875
312.75,1.390446154,49.98250337
312.85,1.39675,50.12217837
312.95,1.407834615,50.26296183
313.05,1.41615,50.40457683
313.15,1.42645,50.54722183
313.25,1.4345,50.69067183
313.35,1.449634615,50.83563529
313.45,1.457,50.98133529
313.55,1.467276923,51.12806298
313.65,1.48,51.27606298
313.75,1.490210714,51.42508405
313.85,1.49993,51.57507705
313.95,1.512878571,51.72636491
314.05,1.52925,51.87928991
314.15,1.54195,52.03348491
314.25,1.55625,52.18910991
314.35,1.5711,52.34621991
314.45,1.58715,52.50493491
314.55,1.598980769,52.66483299
314.65,1.6228,52.82711299
314.75,1.643911538,52.99150414
314.85,1.6628,53.15778414
314.95,1.683182143,53.32610236
315.05,1.705575,53.49665986
315.15,1.73115,53.66977486
315.25,1.75715,53.84548986
315.35,1.788223077,54.02431216
315.45,1.81745,54.20605716
315.55,1.849360714,54.39099324
315.65,1.8832,54.57931324
315.75,1.913961538,54.77070939
315.85,1.94865,54.96557439
315.95,1.982584615,55.16383285
316.05,2.01575,55.36540785
316.15,2.051289286,55.57053678
316.25,2.08485,55.77902178
316.35,2.114838462,55.99050563
316.45,2.14325,56.20483063
316.55,2.174214286,56.42225205
316.65,2.1982,56.64207205
316.75,2.219465385,56.86401859
316.85,2.23685,57.08770359
316.95,2.25145,57.31284859
317.05,2.26035,57.53888359
317.15,2.271092857,57.76599288
317.25,2.275,57.99349288
317.35,2.27565,58.22105788
317.45,2.2762,58.44867788
317.55,2.275142308,58.67619211
317.65,2.2726,58.90345211
317.75,2.268415385,59.13029365
317.85,2.2655,59.35684365
317.95,2.260503846,59.58289403
318.05,2.25575,59.80846903
318.15,2.250984615,60.03356749
318.25,2.2442,60.25798749
318.35,2.238123077,60.4817998
318.45,2.2292,60.7047198
318.55,2.223019231,60.92702172
318.65,2.21801,61.14882272
318.75,2.215896429,61.37041237
318.85,2.21372,61.59178437
318.95,2.212439286,61.8130283
319.05,2.212565,62.0342848
319.15,2.212753571,62.25556015
319.25,2.21575,62.47713515
319.35,2.221919231,62.69932708
319.45,2.23242,62.92256908
319.55,2.256989286,63.148268
319.65,2.2817,63.376438
319.75,2.313896154,63.60782762
319.85,2.34735,63.84256262
319.95,2.387807692,64.08134339
320.05,2.4227,64.32361339
320.15,2.467875,64.57040089
320.25,2.5094,64.82134089
320.35,2.558815385,65.07722243
320.45,2.60645,65.33786743
320.55,2.665560714,65.6044235
320.65,2.7153,65.8759535
320.75,2.782115385,66.15416504
320.85,2.8446,66.43862504
320.95,2.909092857,66.72953432
321.05,2.9882,67.02835432
321.15,3.066589286,67.33501325
321.25,3.14815,67.64982825
321.35,3.236971429,67.97352539
321.45,3.3297,68.30649539
321.55,3.426014286,68.64909682
321.65,3.53565,69.00266182
321.75,3.642635714,69.36692539
321.85,3.765416667,69.74346706
321.95,3.891846154,70.13265168
322.05,4.028683333,70.53552001
322.15,4.180496429,70.95356965
322.25,4.330358333,71.38660549
322.35,4.506332143,71.8372387
322.45,4.6768,72.3049187
322.55,4.866076667,72.79152637
322.65,5.06685,73.29821137
322.75,5.283196667,73.82653103
322.85,5.525554167,74.37908645
322.95,5.763514286,74.95543788
323.05,6.028895833,75.55832746
323.15,6.319836669,76.19031113
323.25,6.627479169,76.85305905
323.35,6.96572,77.54963105
323.45,7.313695832,78.28100063
323.55,7.708586669,79.0518593
323.65,8.138142306,79.86567353
323.75,8.61814,80.72748753
323.85,9.143838459,81.64187137
323.95,9.733821875,82.61525356
324.05,10.42466154,83.65771971
324.15,11.23353235,84.78107295
324.25,12.16862692,85.99793564
324.35,13.27063529,87.32499917
324.45,14.70363333,88.7953625
324.55,16.48184444,90.44354695
324.65,18.63925,92.30747195
324.75,21.48835476,94.45630742
324.85,25.00193948,96.95650137
324.95,28.83144348,99.83964572
