T (K),83vol% Weighted heat capacity (J/g-c),83vol% enthalpy (J/g)
273.25,0.327963919,0.327963919
273.35,0.331088783,0.361072797
273.45,0.50308435,0.411381232
273.55,0.701951035,0.481576336
273.65,0.831416129,0.564717949
273.75,0.9348079,0.658198739
273.85,1.015145031,0.759713242
273.95,1.065812747,0.866294516
274.05,1.107870933,0.97708161
274.15,1.14192312,1.091273922
274.25,1.168692273,1.208143149
274.35,1.185208893,1.326664038
274.45,1.197732218,1.44643726
274.55,1.2078125,1.56721851
274.65,1.21922105,1.689140615
274.75,1.222337671,1.811374382
274.85,1.226481036,1.934022486
274.95,1.228856843,2.05690817
275.05,1.229537873,2.179861957
275.15,1.231544571,2.303016415
275.25,1.2306296,2.426079375
275.35,1.231245446,2.549203919
275.45,1.231163333,2.672320253
275.55,1.230260092,2.795346262
275.65,1.230920727,2.918438335
275.75,1.230915529,3.041529887
275.85,1.229537873,3.164483675
275.95,1.229459492,3.287429624
276.05,1.228810055,3.410310629
276.15,1.2278275,3.533093379
276.25,1.226699382,3.655763318
276.35,1.2250254,3.778265858
276.45,1.224370364,3.900702894
276.55,1.222808354,4.022983729
276.65,1.220355233,4.145019253
276.75,1.218189508,4.266838203
276.85,1.217310527,4.388569256
276.95,1.214186508,4.509987907
277.05,1.212288582,4.631216765
277.15,1.210271486,4.752243914
277.25,1.207848891,4.873028803
277.35,1.205995754,4.993628378
277.45,1.203190855,5.113947464
277.55,1.201746415,5.234122105
277.65,1.199115073,5.354033612
277.75,1.196375357,5.473671148
277.85,1.19364188,5.593035336
277.95,1.1918005,5.712215386
278.05,1.188634491,5.831078835
278.15,1.186103923,5.949689227
278.25,1.184631491,6.068152377
278.35,1.182100923,6.186362469
278.45,1.179463982,6.304308867
278.55,1.177050985,6.422013966
278.65,1.175824891,6.539596455
278.75,1.173958557,6.65699231
278.85,1.17170544,6.774162854
278.95,1.169537662,6.89111662
279.05,1.168249517,7.007941572
279.15,1.165657831,7.124507355
279.25,1.162651382,7.240772493
279.35,1.161346908,7.356907184
279.45,1.159230636,7.472830248
279.55,1.157590246,7.588589272
279.65,1.155154855,7.704104758
279.75,1.153587246,7.819463482
279.85,1.151588545,7.934622337
279.95,1.149584246,8.049580762
280.05,1.148531709,8.164433933
280.15,1.146689769,8.279102909
280.25,1.145329309,8.39363584
280.35,1.143610538,8.507996894
280.45,1.142418036,8.622238698
280.55,1.1409624,8.736334938
280.65,1.140089018,8.85034384
280.75,1.138375846,8.964181424
280.85,1.137541655,9.07793559
280.95,1.136044429,9.191540033
281.05,1.13471772,9.305011805
281.15,1.133471071,9.418358912
281.25,1.13223586,9.531582498
281.35,1.130840529,9.644666551
281.45,1.129098964,9.757576447
281.55,1.128337554,9.870410202
281.65,1.127279418,9.983138144
281.75,1.126428431,10.09578099
281.85,1.125314309,10.20831242
281.95,1.1241498,10.3207274
282.05,1.1233492,10.43306232
282.15,1.1225486,10.54531718
282.25,1.122330255,10.6575502
282.35,1.121255323,10.76967574
282.45,1.120729055,10.88174864
282.55,1.119284615,10.9936771
282.65,1.1193462,11.10561172
282.75,1.1185456,11.21746628
282.85,1.117381091,11.32920439
282.95,1.117067569,11.44091115
283.05,1.115197636,11.55243091
283.15,1.115220031,11.66395292
283.25,1.114469818,11.7753999
283.35,1.114357846,11.88683568
283.45,1.113742,11.99820988
283.55,1.113742,12.10958408
283.65,1.113305309,12.22091461
283.75,1.112325554,12.33214717
283.85,1.1121408,12.44336125
283.95,1.111463369,12.55450759
284.05,1.1121408,12.66572167
284.15,1.111648123,12.77688648
284.25,1.111267418,12.88801322
284.35,1.1105396,12.99906718
284.45,1.110030127,13.11007019
284.55,1.108999985,13.22097019
284.65,1.109083964,13.33187859
284.75,1.108692062,13.44274779
284.85,1.1081378,13.55356157
284.95,1.107706708,13.66433224
285.05,1.107992236,13.77513147
285.15,1.107090862,13.88584055
285.25,1.1065366,13.99649421
285.35,1.1065366,14.10714787
285.45,1.106682164,14.21781609
285.55,1.1065366,14.32846975
285.65,1.1065366,14.43912341
285.75,1.1065366,14.54977707
285.85,1.1065366,14.66043073
285.95,1.106105508,14.77104128
286.05,1.106391036,14.88168038
286.15,1.105797585,14.99226014
286.25,1.105736,15.10283374
286.35,1.105920754,15.21342582
286.45,1.105736,15.32399942
286.55,1.105507257,15.43455014
286.65,1.10509552,15.5450597
286.75,1.1049354,15.65555324
286.85,1.105153745,15.76606861
286.95,1.1049354,15.87656215
287.05,1.10477528,15.98703968
287.15,1.104750646,16.09751474
287.25,1.104571491,16.20797189
287.35,1.1049354,16.31846543
287.45,1.1049354,16.42895897
287.55,1.104363543,16.53939533
287.65,1.10517558,16.64991288
287.75,1.1053357,16.76044645
287.85,1.10421486,16.87086794
287.95,1.104878214,16.98135576
288.05,1.1049354,17.0918493
288.15,1.104319554,17.20228126
288.25,1.1045351,17.31273477
288.35,1.104592286,17.423194
288.45,1.10397468,17.53359146
288.55,1.105106957,17.64410216
288.65,1.1049354,17.7545957
288.75,1.105049771,17.86510068
288.85,1.105663218,17.975667
288.95,1.105428077,18.08620981
289.05,1.106172691,18.19682708
289.15,1.105859169,18.30741299
289.25,1.1065366,18.41806665
289.35,1.106105508,18.5286772
289.45,1.106172691,18.63929447
289.55,1.106105508,18.74990502
289.65,1.1065366,18.86055868
289.75,1.106105508,18.97116923
289.85,1.1061363,19.08178286
289.95,1.106822529,19.19246512
290.05,1.1065366,19.30311878
290.15,1.1065366,19.41377244
290.25,1.1065366,19.5244261
290.35,1.107214031,19.6351475
290.45,1.107846673,19.74593217
290.55,1.107645123,19.85669668
290.65,1.107555545,19.96745223
290.75,1.107829877,20.07823522
290.85,1.1081378,20.189049
290.95,1.1081378,20.29986278
291.05,1.107919455,20.41065473
291.15,1.108568892,20.52151162
291.25,1.108283364,20.63233995
291.35,1.108568892,20.74319684
291.45,1.109011182,20.85409796
291.55,1.109307908,20.96502875
291.65,1.109666218,21.07599537
291.75,1.110170092,21.18701238
291.85,1.109739,21.29798628
291.95,1.110416431,21.40902792
292.05,1.110321255,21.52006005
292.15,1.1105396,21.63111401
292.25,1.111049073,21.74221892
292.35,1.111032277,21.85332215
292.45,1.1105396,21.96437611
292.55,1.110724354,22.07544854
292.65,1.111776891,22.18662623
292.75,1.111463369,22.29777257
292.85,1.112504709,22.40902304
292.95,1.112695062,22.52029254
293.05,1.113450873,22.63163763
293.15,1.113742,22.74301183
293.25,1.113742,22.85438603
293.35,1.114234677,22.9658095
293.45,1.114469818,23.07725648
293.55,1.114049923,23.18866147
293.65,1.114760945,23.30013757
293.75,1.114850523,23.41162262
293.85,1.114906509,23.52311327
293.95,1.1153432,23.63464759
294.05,1.1153432,23.74618191
294.15,1.116082215,23.85779013
294.25,1.116434927,23.96943362
294.35,1.1169444,24.08112806
294.45,1.117381091,24.19286617
294.55,1.118114508,24.30467762
294.65,1.117745,24.41645212
294.75,1.118114508,24.52826358
294.85,1.1185456,24.64011814
294.95,1.119284615,24.7520466
295.05,1.119418982,24.8639885
295.15,1.1193462,24.97592312
295.25,1.1193462,25.08785774
295.35,1.119407785,25.19979851
295.45,1.120874618,25.31188598
295.55,1.1209474,25.42398072
295.65,1.122257473,25.53620646
295.75,1.123287615,25.64853522
295.85,1.122766945,25.76081192
295.95,1.1233492,25.87314684
296.05,1.1233492,25.98548176
296.15,1.1241498,26.09789674
296.25,1.124586491,26.21035539
296.35,1.124888815,26.32284427
296.45,1.125314309,26.4353757
296.55,1.126120508,26.54798775
296.65,1.126333255,26.66062108
296.75,1.126797938,26.77330087
296.85,1.126915509,26.88599242
296.95,1.126921108,26.99868453
297.05,1.1273522,27.11141975
297.15,1.127598538,27.22417961
297.25,1.1281528,27.33699489
297.35,1.128768646,27.44987175
297.45,1.129098964,27.56278165
297.55,1.129877169,27.67576936
297.65,1.130263473,27.78879571
297.75,1.130800938,27.9018758
297.85,1.131719109,28.01504772
297.95,1.1321558,28.1282633
298.05,1.1329564,28.24155894
298.15,1.1329564,28.35485458
298.25,1.133611436,28.46821572
298.35,1.134003338,28.58161605
298.45,1.1345576,28.69507181
298.55,1.134742354,28.80854605
298.65,1.135722109,28.92211826
298.75,1.1361588,29.03573414
298.85,1.1369594,29.14943008
298.95,1.1369594,29.26312602
299.05,1.137032182,29.37682924
299.15,1.138252677,29.49065451
299.25,1.138051127,29.60445962
299.35,1.1385606,29.71831568
299.45,1.138924509,29.83220813
299.55,1.139853877,29.94619352
299.65,1.140307364,30.06022425
299.75,1.140900815,30.17431433
299.85,1.141035182,30.28841785
299.95,1.141947754,30.40261263
300.05,1.142781945,30.51689082
300.15,1.143610538,30.63125188
300.25,1.144819836,30.74573386
300.35,1.145642831,30.86029814
300.45,1.146057127,30.97490386
300.55,1.1465666,31.08956052
300.65,1.1465666,31.20421718
300.75,1.147310014,31.31894818
300.85,1.1477675,31.43372493
300.95,1.148682471,31.54859317
301.05,1.14944876,31.66353805
301.15,1.149540257,31.77849208
301.25,1.14992912,31.89348499
301.35,1.150939108,32.0085789
301.45,1.151806891,32.12375959
301.55,1.1525711,32.2390167
301.65,1.15353182,32.35436988
301.75,1.1545726,32.46982714
301.85,1.15481278,32.58530842
301.95,1.155659129,32.70087433
302.05,1.15713452,32.81658778
302.15,1.157031586,32.93229094
302.25,1.15825536,33.04811648
302.35,1.158346857,33.16395116
302.45,1.1593762,33.27988878
302.55,1.159604943,33.39584928
302.65,1.15993662,33.51184294
302.75,1.160863029,33.62792924
302.85,1.161778,33.74410704
302.95,1.162517015,33.86035874
303.05,1.162651382,33.97662388
303.15,1.163440785,34.09296796
303.25,1.16393962,34.20936192
303.35,1.1649804,34.32585996
303.45,1.165781,34.44243806
303.55,1.1661813,34.55905619
303.65,1.1673822,34.67579441
303.75,1.168525914,34.792647
303.85,1.16874322,34.90952133
303.95,1.169841186,35.02650544
304.05,1.1705846,35.1435639
304.15,1.171728314,35.26073674
304.25,1.1729864,35.37803538
304.35,1.173355908,35.49537097
304.45,1.17314652,35.61268562
304.55,1.1741873,35.73010435
304.65,1.17522808,35.84762716
304.75,1.176245986,35.96525176
304.85,1.177207745,36.08297253
304.95,1.178097923,36.20078232
305.05,1.178808945,36.31866322
305.15,1.179514369,36.43661465
305.25,1.180337364,36.55464839
305.35,1.180869231,36.67273531
305.45,1.182084127,36.79094373
305.55,1.182100923,36.90915382
305.65,1.1841948,37.0275733
305.75,1.184256385,37.14599894
305.85,1.185796,37.26457854
305.95,1.186658185,37.38324436
306.05,1.1873972,37.50198408
306.15,1.1881978,37.62080386
306.25,1.189799,37.73978376
306.35,1.190476431,37.8588314
306.45,1.1922008,37.97805148
306.55,1.193494077,38.09740089
306.65,1.193874782,38.21678836
306.75,1.195218446,38.33631021
306.85,1.1962038,38.45593059
306.95,1.196881231,38.57561871
307.05,1.198023345,38.69542105
307.15,1.199221446,38.81534319
307.25,1.1994062,38.93528381
307.35,1.201192154,39.05540303
307.45,1.2026086,39.17566389
307.55,1.203347615,39.29599865
307.65,1.204719273,39.41647058
307.75,1.205318323,39.53700241
307.85,1.206975509,39.65769996
307.95,1.207720123,39.77847197
308.05,1.209231745,39.89939515
308.15,1.210429846,40.02043813
308.25,1.211924673,40.1416306
308.35,1.2130164,40.26293224
308.45,1.213453091,40.38427755
308.55,1.215356615,40.50581321
308.65,1.2162188,40.62743509
308.75,1.218066338,40.74924172
308.85,1.2194212,40.87118384
308.95,1.220529723,40.99323681
309.05,1.221531873,41.11539
309.15,1.223116277,41.23770163
309.25,1.224297582,41.36013139
309.35,1.226318677,41.48276325
309.45,1.227499982,41.60551325
309.55,1.229336323,41.72844689
309.65,1.230556818,41.85150257
309.75,1.2322308,41.97472565
309.85,1.234559818,42.09818163
309.95,1.235556369,42.22173727
310.05,1.237616655,42.34549893
310.15,1.239559369,42.46945487
