Temp (K) ,cp (J/g-K),Enthalpy (J/g)
273.25,0.310835487,0.310835487
273.35,0.31400875,0.342236362
273.45,0.48866825,0.391103187
273.55,0.690615059,0.460164693
273.65,0.822085357,0.542373229
273.75,0.9270785,0.635081079
273.85,1.008659923,0.735947071
273.95,1.0601124,0.841958311
274.05,1.102822,0.952240511
274.15,1.1374016,1.065980671
274.25,1.164585364,1.182439207
274.35,1.1813578,1.300574987
274.45,1.194075091,1.419982496
274.55,1.2043115,1.540413646
274.65,1.21589675,1.662003321
274.75,1.219061643,1.783909486
274.85,1.223269182,1.906236404
274.95,1.225681785,2.028804582
275.05,1.226373364,2.151441919
275.15,1.228411143,2.274283033
275.25,1.227482,2.397031233
275.35,1.228107385,2.519841972
275.45,1.228024,2.642644372
275.55,1.22710677,2.765355049
275.65,1.227777636,2.888132812
275.75,1.227772357,3.010910048
275.85,1.226373364,3.133547384
275.95,1.22629377,3.256176761
276.05,1.225634273,3.378740189
276.15,1.2246365,3.501203839
276.25,1.223490909,3.623552929
276.35,1.221791,3.745732029
276.45,1.221125818,3.867844611
276.55,1.219539615,3.989798573
276.65,1.2170485,4.111503423
276.75,1.21484923,4.232988346
276.85,1.213956636,4.354384009
276.95,1.21078423,4.475462432
277.05,1.208856909,4.596348123
277.15,1.206808572,4.717028981
277.25,1.204348455,4.837463826
277.35,1.202466615,4.957710488
277.45,1.199618273,5.077672315
277.55,1.198151462,5.197487461
277.65,1.195479364,5.317035397
277.75,1.192697215,5.436305119
277.85,1.1899214,5.555297259
277.95,1.1880515,5.674102409
278.05,1.184836455,5.792586054
278.15,1.182266692,5.910812724
278.25,1.180771455,6.028889869
278.35,1.178201692,6.146710038
278.45,1.175523909,6.264262429
278.55,1.173073538,6.381569783
278.65,1.171828455,6.498752628
278.75,1.169933215,6.61574595
278.85,1.1676452,6.73251047
278.95,1.165443846,6.849054855
279.05,1.16413575,6.96546843
279.15,1.161503923,7.081618822
279.25,1.158450909,7.197463913
279.35,1.15712623,7.313176536
279.45,1.154977182,7.428674254
279.55,1.153311385,7.544005392
279.65,1.150838273,7.65908922
279.75,1.149246385,7.774013858
279.85,1.147216727,7.888735531
279.95,1.145181385,8.003253669
280.05,1.144112545,8.117664924
280.15,1.142242077,8.231889132
280.25,1.140860545,8.345975186
280.35,1.139115154,8.459886701
280.45,1.137904182,8.57367712
280.55,1.136426,8.68731972
280.65,1.135539091,8.800873629
280.75,1.133799385,8.914253567
280.85,1.132952273,9.027548795
280.95,1.131431857,9.14069198
281.05,1.1300846,9.25370044
281.15,1.128818643,9.366582305
281.25,1.1275643,9.479338735
281.35,1.126147357,9.59195347
281.45,1.124378818,9.704391352
281.55,1.123605615,9.816751914
281.65,1.122531091,9.929005023
281.75,1.121666923,10.04117172
281.85,1.120535545,10.15322527
281.95,1.119353,10.26516057
282.05,1.11854,10.37701457
282.15,1.117727,10.48878727
282.25,1.117505273,10.6005378
282.35,1.116413692,10.71217917
282.45,1.115879273,10.82376709
282.55,1.114412462,10.93520834
282.65,1.114475,11.04665584
282.75,1.113662,11.15802204
282.85,1.112479455,11.26926998
282.95,1.112161077,11.38048609
283.05,1.110262182,11.49151231
283.15,1.110284923,11.6025408
283.25,1.109523091,11.71349311
283.35,1.109409385,11.82443405
283.45,1.108784,11.93531245
283.55,1.108784,12.04619085
283.65,1.108340545,12.15702491
283.75,1.107345615,12.26775947
283.85,1.107158,12.37847527
283.95,1.106470077,12.48912227
284.05,1.107158,12.59983807
284.15,1.106657692,12.71050384
284.25,1.106271091,12.82113095
284.35,1.105532,12.93168415
284.45,1.105014636,13.04218562
284.55,1.103968538,13.15258247
284.65,1.104053818,13.26298785
284.75,1.103655846,13.37335344
284.85,1.103093,13.48366274
284.95,1.10265523,13.59392826
285.05,1.102945182,13.70422278
285.15,1.102029846,13.81442576
285.25,1.101467,13.92457246
285.35,1.101467,14.03471916
285.45,1.101614818,14.14488064
285.55,1.101467,14.25502734
285.65,1.101467,14.36517404
285.75,1.101467,14.47532074
285.85,1.101467,14.58546744
285.95,1.10102923,14.69557037
286.05,1.101319182,14.80570229
286.15,1.100716538,14.91577394
286.25,1.100654,15.02583934
286.35,1.100841615,15.1359235
286.45,1.100654,15.2459889
286.55,1.100421715,15.35603107
286.65,1.1000036,15.46603143
