Temperature (C),Heat Capacity (J/g-C),Enthalpy (J/g)
38.48,1.591,28.56911
38.49,1.591,28.58502
38.49,1.591,28.58502
38.5,1.591,28.60093
38.51,1.591,28.61684
38.52,1.592,28.63276
38.53,1.592,28.64868
38.54,1.592,28.6646
38.54,1.591,28.6646
38.55,1.591,28.68051
38.56,1.591,28.69642
38.57,1.591,28.71233
38.58,1.591,28.72824
38.59,1.591,28.74415
38.59,1.591,28.74415
38.6,1.591,28.76006
38.61,1.591,28.77597
38.62,1.592,28.79189
38.63,1.592,28.80781
38.64,1.592,28.82373
38.64,1.592,28.82373
38.65,1.592,28.83965
38.66,1.593,28.85558
38.67,1.593,28.87151
38.68,1.593,28.88744
38.69,1.593,28.90337
38.69,1.593,28.90337
38.7,1.594,28.91931
38.71,1.594,28.93525
38.72,1.594,28.95119
38.73,1.595,28.96714
38.74,1.595,28.98309
38.74,1.595,28.98309
38.75,1.595,28.99904
38.76,1.595,29.01499
38.77,1.595,29.03094
38.78,1.595,29.04689
38.79,1.595,29.06284
38.79,1.595,29.06284
38.8,1.596,29.0788
38.81,1.596,29.09476
38.82,1.596,29.11072
38.83,1.596,29.12668
38.84,1.596,29.14264
38.84,1.596,29.14264
38.85,1.597,29.15861
38.86,1.597,29.17458
38.87,1.597,29.19055
38.88,1.597,29.20652
38.88,1.598,29.20652
38.89,1.598,29.2225
38.9,1.598,29.23848
38.91,1.598,29.25446
38.92,1.598,29.27044
38.93,1.599,29.28643
38.93,1.599,29.28643
38.94,1.599,29.30242
38.95,1.599,29.31841
38.96,1.599,29.3344
38.97,1.599,29.35039
38.98,1.599,29.36638
38.99,1.599,29.38237
38.99,1.6,29.38237
39,1.6,29.39837
39.01,1.6,29.41437
39.02,1.601,29.43038
39.03,1.601,29.44639
39.03,1.601,29.44639
39.04,1.601,29.4624
39.05,1.601,29.47841
39.06,1.601,29.49442
39.07,1.602,29.51044
39.08,1.602,29.52646
39.09,1.602,29.54248
39.09,1.602,29.54248
39.1,1.603,29.55851
39.11,1.603,29.57454
39.12,1.603,29.59057
39.13,1.603,29.6066
39.14,1.603,29.62263
39.14,1.603,29.62263
39.15,1.603,29.63866
39.16,1.602,29.65468
39.17,1.602,29.6707
39.18,1.602,29.68672
39.19,1.602,29.70274
39.19,1.602,29.70274
39.2,1.602,29.71876
39.21,1.602,29.73478
39.22,1.603,29.75081
39.23,1.603,29.76684
39.23,1.604,29.76684
39.24,1.604,29.78288
39.25,1.604,29.79892
39.26,1.604,29.81496
39.27,1.604,29.831
39.28,1.604,29.84704
39.28,1.605,29.84704
39.29,1.605,29.86309
39.3,1.605,29.87914
39.31,1.605,29.89519
39.32,1.606,29.91125
39.33,1.606,29.92731
39.33,1.606,29.92731
39.34,1.607,29.94338
39.35,1.607,29.95945
39.36,1.607,29.97552
39.37,1.607,29.99159
39.38,1.608,30.00767
39.38,1.608,30.00767
39.39,1.608,30.02375
39.4,1.608,30.03983
39.41,1.608,30.05591
39.42,1.608,30.07199
39.43,1.609,30.08808
39.43,1.609,30.08808
39.44,1.609,30.10417
39.45,1.609,30.12026
39.46,1.609,30.13635
39.47,1.609,30.15244
39.48,1.609,30.16853
39.48,1.61,30.16853
39.49,1.61,30.18463
39.5,1.61,30.20073
39.51,1.61,30.21683
39.52,1.611,30.23294
39.53,1.611,30.24905
39.53,1.611,30.24905
39.54,1.612,30.26517
39.55,1.612,30.28129
39.56,1.613,30.29742
39.57,1.613,30.31355
39.58,1.613,30.32968
39.58,1.614,30.32968
39.59,1.614,30.34582
39.6,1.614,30.36196
39.61,1.614,30.3781
39.62,1.614,30.39424
39.63,1.614,30.41038
39.63,1.614,30.41038
39.64,1.614,30.42652
39.65,1.615,30.44267
39.66,1.615,30.45882
39.67,1.615,30.47497
39.68,1.615,30.49112
39.68,1.615,30.49112
39.69,1.615,30.50727
39.7,1.615,30.52342
39.71,1.616,30.53958
39.72,1.616,30.55574
39.73,1.616,30.5719
39.74,1.616,30.58806
39.74,1.616,30.58806
39.75,1.616,30.60422
39.76,1.616,30.62038
39.77,1.616,30.63654
39.78,1.617,30.65271
39.78,1.617,30.65271
39.79,1.617,30.66888
39.8,1.617,30.68505
39.81,1.618,30.70123
39.82,1.618,30.71741
39.83,1.618,30.73359
39.83,1.619,30.73359
39.84,1.619,30.74978
39.85,1.62,30.76598
39.86,1.62,30.78218
39.87,1.62,30.79838
39.88,1.62,30.81458
39.88,1.62,30.81458
39.89,1.62,30.83078
39.9,1.62,30.84698
39.91,1.62,30.86318
39.92,1.62,30.87938
39.93,1.621,30.89559
39.93,1.621,30.89559
39.94,1.621,30.9118
39.95,1.621,30.92801
39.96,1.622,30.94423
39.97,1.622,30.96045
39.98,1.622,30.97667
39.98,1.623,30.97667
39.99,1.623,30.9929
40,1.623,31.00913
40.01,1.623,31.02536
40.02,1.623,31.04159
40.03,1.623,31.05782
40.03,1.623,31.05782
40.04,1.623,31.07405
40.05,1.624,31.09029
40.06,1.624,31.10653
40.07,1.625,31.12278
40.08,1.625,31.13903
40.08,1.625,31.13903
40.09,1.625,31.15528
40.1,1.626,31.17154
40.11,1.626,31.1878
40.12,1.626,31.20406
40.12,1.626,31.20406
40.13,1.626,31.22032
40.14,1.626,31.23658
40.15,1.627,31.25285
40.16,1.627,31.26912
40.17,1.627,31.28539
40.18,1.628,31.30167
40.18,1.628,31.30167
40.19,1.629,31.31796
40.2,1.629,31.33425
40.21,1.629,31.35054
40.22,1.63,31.36684
40.23,1.63,31.38314
40.23,1.63,31.38314
40.24,1.63,31.39944
40.25,1.63,31.41574
40.26,1.63,31.43204
40.27,1.63,31.44834
40.28,1.63,31.46464
40.28,1.63,31.46464
40.29,1.63,31.48094
40.3,1.63,31.49724
40.31,1.631,31.51355
40.32,1.631,31.52986
40.33,1.631,31.54617
40.33,1.632,31.54617
40.34,1.632,31.56249
40.35,1.632,31.57881
40.36,1.633,31.59514
40.37,1.633,31.61147
40.38,1.633,31.6278
40.38,1.633,31.6278
40.39,1.633,31.64413
40.4,1.634,31.66047
40.41,1.634,31.67681
40.42,1.634,31.69315
40.43,1.634,31.70949
40.43,1.634,31.70949
40.44,1.635,31.72584
40.45,1.635,31.74219
40.46,1.635,31.75854
40.47,1.636,31.7749
40.47,1.636,31.7749
40.48,1.636,31.79126
40.49,1.636,31.80762
40.5,1.636,31.82398
40.51,1.636,31.84034
40.52,1.636,31.8567
40.53,1.637,31.87307
40.53,1.637,31.87307
40.54,1.638,31.88945
40.55,1.639,31.90584
40.56,1.64,31.92224
40.57,1.641,31.93865
40.57,1.641,31.93865
40.58,1.642,31.95507
40.59,1.642,31.97149
40.6,1.643,31.98792
40.61,1.643,32.00435
40.62,1.643,32.02078
40.63,1.643,32.03721
40.63,1.644,32.03721
40.64,1.644,32.05365
40.65,1.644,32.07009
40.66,1.644,32.08653
40.67,1.645,32.10298
40.68,1.645,32.11943
40.68,1.645,32.11943
40.69,1.646,32.13589
40.7,1.646,32.15235
40.71,1.647,32.16882
40.72,1.648,32.1853
40.72,1.648,32.1853
40.73,1.648,32.20178
40.74,1.648,32.21826
40.75,1.648,32.23474
40.76,1.648,32.25122
40.77,1.648,32.2677
40.78,1.649,32.28419
40.78,1.649,32.28419
40.79,1.649,32.30068
40.8,1.649,32.31717
40.81,1.65,32.33367
40.82,1.651,32.35018
40.83,1.651,32.36669
40.83,1.652,32.36669
40.84,1.652,32.38321
40.85,1.652,32.39973
40.86,1.653,32.41626
40.87,1.653,32.43279
40.87,1.653,32.43279
40.88,1.653,32.44932
40.89,1.653,32.46585
40.9,1.653,32.48238
40.91,1.654,32.49892
40.92,1.654,32.51546
40.93,1.654,32.532
40.93,1.655,32.532
40.94,1.655,32.54855
40.95,1.655,32.5651
40.96,1.656,32.58166
40.97,1.656,32.59822
40.97,1.656,32.59822
40.98,1.657,32.61479
40.99,1.657,32.63136
41,1.658,32.64794
41.01,1.658,32.66452
41.02,1.659,32.68111
41.02,1.659,32.68111
41.03,1.66,32.69771
41.04,1.66,32.71431
41.05,1.66,32.73091
41.06,1.661,32.74752
41.07,1.661,32.76413
41.07,1.661,32.76413
41.08,1.661,32.78074
41.09,1.661,32.79735
41.1,1.662,32.81397
41.11,1.662,32.83059
41.12,1.662,32.84721
41.12,1.663,32.84721
41.13,1.663,32.86384
41.14,1.663,32.88047
41.15,1.664,32.89711
41.16,1.664,32.91375
41.17,1.665,32.9304
41.18,1.665,32.94705
41.18,1.666,32.94705
41.19,1.666,32.96371
41.2,1.666,32.98037
41.21,1.666,32.99703
41.22,1.666,33.01369
41.22,1.667,33.01369
41.23,1.667,33.03036
41.24,1.667,33.04703
41.25,1.667,33.0637
41.26,1.668,33.08038
41.27,1.668,33.09706
41.27,1.669,33.09706
41.28,1.669,33.11375
41.29,1.67,33.13045
41.3,1.671,33.14716
41.31,1.672,33.16388
41.32,1.672,33.1806
41.32,1.673,33.1806
41.33,1.673,33.19733
41.34,1.673,33.21406
41.35,1.673,33.23079
41.36,1.673,33.24752
41.37,1.673,33.26425
41.37,1.674,33.26425
41.38,1.674,33.28099
41.39,1.675,33.29774
41.4,1.676,33.3145
41.41,1.676,33.33126
41.42,1.677,33.34803
41.42,1.677,33.34803
41.43,1.677,33.3648
41.44,1.677,33.38157
41.45,1.678,33.39835
41.46,1.678,33.41513
41.47,1.678,33.43191
41.47,1.678,33.43191
41.48,1.679,33.4487
41.49,1.679,33.46549
41.5,1.68,33.48229
41.51,1.681,33.4991
41.51,1.681,33.4991
41.52,1.681,33.51591
41.53,1.682,33.53273
41.54,1.682,33.54955
41.55,1.682,33.56637
41.56,1.682,33.58319
41.57,1.683,33.60002
41.57,1.683,33.60002
41.58,1.683,33.61685
41.59,1.683,33.63368
41.6,1.683,33.65051
41.61,1.683,33.66734
41.62,1.683,33.68417
41.62,1.683,33.68417
41.63,1.684,33.70101
41.64,1.684,33.71785
41.65,1.684,33.73469
41.66,1.685,33.75154
41.66,1.685,33.75154
41.67,1.686,33.7684
41.68,1.686,33.78526
41.69,1.686,33.80212
41.7,1.686,33.81898
41.71,1.687,33.83585
41.71,1.687,33.83585
41.72,1.687,33.85272
41.73,1.687,33.86959
41.74,1.687,33.88646
41.75,1.688,33.90334
41.76,1.688,33.92022
41.76,1.688,33.92022
41.77,1.689,33.93711
41.78,1.689,33.954
41.79,1.689,33.97089
41.8,1.69,33.98779
41.8,1.69,33.98779
41.81,1.69,34.00469
41.82,1.69,34.02159
41.83,1.691,34.0385
41.84,1.692,34.05542
41.85,1.694,34.07236
41.86,1.695,34.08931
41.86,1.696,34.08931
41.87,1.696,34.10627
41.88,1.697,34.12324
41.89,1.697,34.14021
41.9,1.698,34.15719
41.91,1.698,34.17417
41.91,1.698,34.17417
41.92,1.699,34.19116
41.93,1.699,34.20815
41.94,1.699,34.22514
41.95,1.699,34.24213
41.96,1.699,34.25912
41.96,1.7,34.25912
41.97,1.7,34.27612
41.98,1.7,34.29312
41.99,1.701,34.31013
42,1.701,34.32714
42.01,1.701,34.34415
42.01,1.702,34.34415
42.02,1.702,34.36117
42.03,1.702,34.37819
42.04,1.702,34.39521
42.05,1.702,34.41223
42.06,1.703,34.42926
42.06,1.703,34.42926
42.07,1.703,34.44629
42.08,1.703,34.46332
42.09,1.704,34.48036
42.1,1.705,34.49741
42.11,1.705,34.51446
42.11,1.706,34.51446
42.12,1.706,34.53152
42.13,1.707,34.54859
42.14,1.708,34.56567
42.15,1.709,34.58276
42.16,1.709,34.59985
42.16,1.71,34.59985
42.17,1.71,34.61695
42.18,1.71,34.63405
42.19,1.71,34.65115
42.2,1.711,34.66826
42.21,1.711,34.68537
42.21,1.711,34.68537
42.22,1.712,34.70249
42.23,1.712,34.71961
42.24,1.712,34.73673
42.25,1.713,34.75386
42.26,1.713,34.77099
42.26,1.714,34.77099
42.27,1.715,34.78814
42.28,1.715,34.80529
42.29,1.716,34.82245
42.3,1.717,34.83962
42.31,1.718,34.8568
42.31,1.719,34.8568
42.32,1.719,34.87399
42.33,1.72,34.89119
42.34,1.72,34.90839
42.35,1.72,34.92559
42.35,1.721,34.92559
42.36,1.721,34.9428
42.37,1.722,34.96002
42.38,1.722,34.97724
42.39,1.723,34.99447
42.4,1.724,35.01171
42.41,1.724,35.02895
42.41,1.724,35.02895
42.42,1.725,35.0462
42.43,1.725,35.06345
42.44,1.725,35.0807
42.45,1.726,35.09796
42.46,1.726,35.11522
42.46,1.726,35.11522
42.47,1.727,35.13249
42.48,1.728,35.14977
42.49,1.729,35.16706
42.5,1.73,35.18436
42.5,1.731,35.18436
42.51,1.731,35.20167
42.52,1.731,35.21898
42.53,1.732,35.2363
42.54,1.732,35.25362
42.55,1.732,35.27094
42.55,1.732,35.27094
42.56,1.733,35.28827
42.57,1.733,35.3056
42.58,1.733,35.32293
42.59,1.734,35.34027
42.6,1.734,35.35761
42.6,1.735,35.35761
42.61,1.735,35.37496
42.62,1.736,35.39232
42.63,1.736,35.40968
42.64,1.737,35.42705
42.65,1.737,35.44442
42.65,1.738,35.44442
42.66,1.738,35.4618
42.67,1.738,35.47918
42.68,1.739,35.49657
42.69,1.739,35.51396
42.7,1.739,35.53135
42.7,1.74,35.53135
42.71,1.741,35.54876
42.72,1.741,35.56617
42.73,1.741,35.58358
42.74,1.741,35.60099
42.75,1.742,35.61841
42.75,1.742,35.61841
42.76,1.743,35.63584
42.77,1.743,35.65327
42.78,1.744,35.67071
42.79,1.744,35.68815
42.8,1.744,35.70559
42.8,1.745,35.70559
42.81,1.746,35.72305
42.82,1.746,35.74051
42.83,1.747,35.75798
42.84,1.747,35.77545
42.84,1.748,35.77545
42.85,1.748,35.79293
42.86,1.748,35.81041
42.87,1.749,35.8279
42.88,1.749,35.84539
42.89,1.749,35.86288
42.89,1.749,35.86288
42.9,1.749,35.88037
42.91,1.749,35.89786
42.92,1.749,35.91535
42.93,1.75,35.93285
42.94,1.75,35.95035
42.95,1.751,35.96786
42.95,1.752,35.96786
42.96,1.753,35.98539
42.97,1.754,36.00293
42.98,1.756,36.02049
42.99,1.757,36.03806
43,1.757,36.05563
43,1.757,36.05563
43.01,1.757,36.0732
43.02,1.758,36.09078
43.03,1.758,36.10836
43.04,1.759,36.12595
43.05,1.759,36.14354
43.05,1.76,36.14354
43.06,1.761,36.16115
43.07,1.761,36.17876
43.08,1.761,36.19637
43.09,1.762,36.21399
43.1,1.762,36.23161
43.1,1.762,36.23161
43.11,1.763,36.24924
43.12,1.763,36.26687
43.13,1.765,36.28452
43.14,1.766,36.30218
43.14,1.767,36.30218
43.15,1.769,36.31987
43.16,1.769,36.33756
43.17,1.77,36.35526
43.18,1.77,36.37296
43.19,1.771,36.39067
43.19,1.771,36.39067
43.2,1.771,36.40838
43.21,1.772,36.4261
43.22,1.772,36.44382
43.23,1.772,36.46154
43.24,1.772,36.47926
43.24,1.772,36.47926
43.25,1.773,36.49699
43.26,1.773,36.51472
43.27,1.774,36.53246
43.28,1.774,36.5502
43.28,1.775,36.5502
43.29,1.775,36.56795
43.3,1.776,36.58571
43.31,1.776,36.60347
43.32,1.776,36.62123
43.33,1.777,36.639
43.34,1.777,36.65677
43.34,1.777,36.65677
43.35,1.777,36.67454
43.36,1.778,36.69232
43.37,1.778,36.7101
43.38,1.779,36.72789
43.38,1.779,36.72789
43.39,1.779,36.74568
43.4,1.78,36.76348
43.41,1.78,36.78128
43.42,1.781,36.79909
43.43,1.782,36.81691
43.44,1.782,36.83473
43.44,1.783,36.83473
43.45,1.783,36.85256
43.46,1.784,36.8704
43.47,1.784,36.88824
43.48,1.784,36.90608
43.49,1.784,36.92392
43.49,1.785,36.92392
43.5,1.785,36.94177
43.51,1.785,36.95962
43.52,1.786,36.97748
43.53,1.786,36.99534
43.53,1.787,36.99534
43.54,1.788,37.01322
43.55,1.79,37.03112
43.56,1.791,37.04903
43.57,1.791,37.06694
43.58,1.792,37.08486
43.58,1.793,37.08486
43.59,1.793,37.10279
43.6,1.794,37.12073
43.61,1.794,37.13867
43.62,1.794,37.15661
43.63,1.794,37.17455
43.63,1.795,37.17455
43.64,1.796,37.19251
43.65,1.797,37.21048
43.66,1.797,37.22845
43.67,1.797,37.24642
43.68,1.797,37.26439
43.68,1.797,37.26439
43.69,1.798,37.28237
43.7,1.798,37.30035
43.71,1.798,37.31833
43.72,1.799,37.33632
43.73,1.8,37.35432
43.74,1.801,37.37233
43.74,1.802,37.37233
43.75,1.804,37.39037
43.76,1.806,37.40843
43.77,1.807,37.4265
43.78,1.808,37.44458
43.78,1.808,37.44458
43.79,1.809,37.46267
43.8,1.809,37.48076
43.81,1.81,37.49886
43.82,1.811,37.51697
43.83,1.812,37.53509
43.83,1.812,37.53509
43.84,1.813,37.55322
43.85,1.814,37.57136
43.86,1.814,37.5895
43.87,1.815,37.60765
43.88,1.816,37.62581
43.88,1.817,37.62581
43.89,1.817,37.64398
43.9,1.818,37.66216
43.91,1.818,37.68034
43.92,1.819,37.69853
43.93,1.819,37.71672
43.93,1.82,37.71672
43.94,1.82,37.73492
43.95,1.82,37.75312
43.96,1.821,37.77133
43.97,1.821,37.78954
43.98,1.822,37.80776
43.98,1.822,37.80776
43.99,1.823,37.82599
44,1.825,37.84424
44.01,1.826,37.8625
44.02,1.828,37.88078
44.02,1.83,37.88078
44.03,1.831,37.89909
44.04,1.832,37.91741
44.05,1.833,37.93574
44.06,1.833,37.95407
44.07,1.833,37.9724
44.07,1.834,37.9724
44.08,1.834,37.99074
44.09,1.835,38.00909
44.1,1.835,38.02744
44.11,1.835,38.04579
44.12,1.836,38.06415
44.12,1.837,38.06415
44.13,1.837,38.08252
44.14,1.838,38.1009
44.15,1.838,38.11928
44.16,1.839,38.13767
44.17,1.839,38.15606
44.17,1.839,38.15606
44.18,1.839,38.17445
44.19,1.839,38.19284
44.2,1.84,38.21124
44.21,1.84,38.22964
44.22,1.841,38.24805
44.22,1.841,38.24805
44.23,1.841,38.26646
44.24,1.842,38.28488
44.25,1.843,38.30331
44.26,1.843,38.32174
44.27,1.844,38.34018
44.28,1.845,38.35863
44.28,1.846,38.35863
44.29,1.847,38.3771
44.3,1.848,38.39558
44.31,1.85,38.41408
44.32,1.85,38.43258
44.32,1.851,38.43258
44.33,1.851,38.45109
44.34,1.852,38.46961
44.35,1.852,38.48813
44.36,1.852,38.50665
44.37,1.853,38.52518
44.37,1.853,38.52518
44.38,1.853,38.54371
44.39,1.854,38.56225
44.4,1.854,38.58079
44.41,1.855,38.59934
44.42,1.856,38.6179
44.42,1.856,38.6179
44.43,1.857,38.63647
44.44,1.858,38.65505
44.45,1.86,38.67365
44.46,1.861,38.69226
44.47,1.862,38.71088
44.47,1.862,38.71088
44.48,1.862,38.7295
44.49,1.863,38.74813
44.5,1.863,38.76676
44.51,1.864,38.7854
44.52,1.864,38.80404
44.52,1.865,38.80404
44.53,1.866,38.8227
44.54,1.868,38.84138
44.55,1.87,38.86008
44.56,1.871,38.87879
44.57,1.872,38.89751
44.57,1.873,38.89751
44.58,1.873,38.91624
44.59,1.874,38.93498
44.6,1.874,38.95372
44.61,1.875,38.97247
44.62,1.876,38.99123
44.62,1.876,38.99123
44.63,1.878,39.01001
44.64,1.878,39.02879
44.65,1.879,39.04758
44.66,1.879,39.06637
44.66,1.88,39.06637
44.67,1.88,39.08517
44.68,1.881,39.10398
44.69,1.881,39.12279
44.7,1.882,39.14161
44.71,1.883,39.16044
44.71,1.885,39.16044
44.72,1.886,39.1793
44.73,1.887,39.19817
44.74,1.888,39.21705
44.75,1.888,39.23593
44.76,1.889,39.25482
44.77,1.89,39.27372
44.77,1.89,39.27372
44.78,1.891,39.29263
44.79,1.894,39.31157
44.8,1.896,39.33053
44.81,1.899,39.34952
44.81,1.901,39.34952
44.82,1.902,39.36854
44.83,1.903,39.38757
44.84,1.903,39.4066
44.85,1.903,39.42563
44.86,1.904,39.44467
44.86,1.905,39.44467
44.87,1.905,39.46372
44.88,1.905,39.48277
44.89,1.905,39.50182
44.9,1.906,39.52088
44.91,1.906,39.53994
44.91,1.907,39.53994
44.92,1.908,39.55902
44.93,1.909,39.57811
44.94,1.909,39.5972
44.95,1.91,39.6163
44.96,1.911,39.63541
44.96,1.912,39.63541
44.97,1.912,39.65453
44.98,1.913,39.67366
44.99,1.914,39.6928
45,1.915,39.71195
45.01,1.916,39.73111
45.01,1.918,39.73111
45.02,1.919,39.7503
45.03,1.92,39.7695
45.04,1.922,39.78872
45.05,1.924,39.80796
45.05,1.925,39.80796
45.06,1.926,39.82722
45.07,1.928,39.8465
45.08,1.929,39.86579
45.09,1.929,39.88508
45.1,1.93,39.90438
45.1,1.93,39.90438
45.11,1.93,39.92368
45.12,1.93,39.94298
45.13,1.93,39.96228
45.14,1.93,39.98158
45.15,1.93,40.00088
45.15,1.931,40.00088
45.16,1.932,40.0202
45.17,1.933,40.03953
45.18,1.934,40.05887
45.19,1.935,40.07822
45.2,1.936,40.09758
45.2,1.938,40.09758
45.21,1.939,40.11697
45.22,1.94,40.13637
45.23,1.94,40.15577
45.24,1.941,40.17518
45.25,1.942,40.1946
45.25,1.943,40.1946
45.26,1.944,40.21404
45.27,1.945,40.23349
45.28,1.945,40.25294
45.29,1.946,40.2724
45.3,1.947,40.29187
45.3,1.948,40.29187
45.31,1.948,40.31135
45.32,1.949,40.33084
45.33,1.95,40.35034
45.34,1.951,40.36985
45.34,1.951,40.36985
45.35,1.952,40.38937
45.36,1.953,40.4089
45.37,1.955,40.42845
45.38,1.956,40.44801
45.39,1.957,40.46758
45.4,1.958,40.48716
45.4,1.958,40.48716
45.41,1.959,40.50675
45.42,1.96,40.52635
45.43,1.96,40.54595
45.44,1.961,40.56556
45.45,1.961,40.58517
45.45,1.961,40.58517
45.46,1.962,40.60479
45.47,1.962,40.62441
45.48,1.963,40.64404
45.49,1.963,40.66367
45.49,1.963,40.66367
45.5,1.964,40.68331
45.51,1.965,40.70296
45.52,1.966,40.72262
45.53,1.967,40.74229
45.54,1.969,40.76198
45.54,1.971,40.76198
45.55,1.973,40.78171
45.56,1.973,40.80144
45.57,1.974,40.82118
45.58,1.976,40.84094
45.59,1.976,40.8607
45.59,1.978,40.8607
45.6,1.98,40.8805
45.61,1.981,40.90031
45.62,1.983,40.92014
45.63,1.984,40.93998
45.64,1.986,40.95984
45.65,1.987,40.97971
45.65,1.988,40.97971
45.66,1.988,40.99959
45.67,1.989,41.01948
45.68,1.99,41.03938
45.69,1.992,41.0593
45.69,1.993,41.0593
45.7,1.996,41.07926
45.71,1.997,41.09923
45.72,1.999,41.11922
45.73,2,41.13922
45.73,2.001,41.13922
45.74,2.001,41.15923
45.75,2.002,41.17925
45.76,2.002,41.19927
45.77,2.003,41.2193
45.78,2.003,41.23933
45.78,2.004,41.23933
45.79,2.005,41.25938
45.8,2.006,41.27944
45.81,2.008,41.29952
45.82,2.009,41.31961
45.83,2.01,41.33971
45.83,2.011,41.33971
45.84,2.012,41.35983
45.85,2.012,41.37995
45.86,2.013,41.40008
45.87,2.014,41.42022
45.88,2.016,41.44038
45.88,2.018,41.44038
45.89,2.019,41.46057
45.9,2.021,41.48078
45.91,2.022,41.501
45.92,2.023,41.52123
45.93,2.024,41.54147
45.93,2.025,41.54147
45.94,2.026,41.56173
45.95,2.026,41.58199
45.96,2.027,41.60226
45.97,2.029,41.62255
45.98,2.03,41.64285
45.99,2.032,41.66317
45.99,2.034,41.66317
46,2.036,41.68353
46.01,2.038,41.70391
46.02,2.04,41.72431
46.03,2.041,41.74472
46.03,2.042,41.74472
46.04,2.042,41.76514
46.05,2.042,41.78556
46.06,2.042,41.80598
46.07,2.043,41.82641
46.08,2.043,41.84684
46.08,2.043,41.84684
46.09,2.043,41.86727
46.1,2.045,41.88772
46.11,2.046,41.90818
46.12,2.047,41.92865
46.13,2.048,41.94913
46.13,2.049,41.94913
46.14,2.049,41.96962
46.15,2.05,41.99012
46.16,2.051,42.01063
46.17,2.053,42.03116
46.17,2.055,42.03116
46.18,2.057,42.05173
46.19,2.06,42.07233
46.2,2.063,42.09296
46.21,2.064,42.1136
46.22,2.065,42.13425
46.22,2.066,42.13425
46.23,2.066,42.15491
46.24,2.066,42.17557
46.25,2.066,42.19623
46.26,2.067,42.2169
46.27,2.067,42.23757
46.27,2.068,42.23757
46.28,2.069,42.25826
46.29,2.07,42.27896
46.3,2.072,42.29968
46.31,2.073,42.32041
46.32,2.074,42.34115
46.32,2.076,42.34115
46.33,2.077,42.36192
46.34,2.078,42.3827
46.35,2.079,42.40349
46.36,2.08,42.42429
46.37,2.081,42.4451
46.37,2.081,42.4451
46.38,2.081,42.46591
46.39,2.082,42.48673
46.4,2.083,42.50756
46.41,2.084,42.5284
46.42,2.086,42.54926
46.42,2.088,42.54926
46.43,2.089,42.57015
46.44,2.091,42.59106
46.45,2.092,42.61198
46.46,2.093,42.63291
46.46,2.094,42.63291
46.47,2.095,42.65386
46.48,2.096,42.67482
46.49,2.097,42.69579
46.5,2.097,42.71676
46.51,2.098,42.73774
46.51,2.098,42.73774
46.52,2.099,42.75873
46.53,2.1,42.77973
46.54,2.102,42.80075
46.55,2.104,42.82179
46.56,2.106,42.84285
46.56,2.107,42.84285
46.57,2.107,42.86392
46.58,2.108,42.885
46.59,2.108,42.90608
46.6,2.109,42.92717
46.61,2.109,42.94826
46.61,2.109,42.94826
46.62,2.109,42.96935
46.63,2.11,42.99045
46.64,2.111,43.01156
46.65,2.112,43.03268
46.66,2.113,43.05381
46.66,2.115,43.05381
46.67,2.116,43.07497
46.68,2.117,43.09614
46.69,2.118,43.11732
46.7,2.119,43.13851
46.71,2.119,43.1597
46.71,2.119,43.1597
46.72,2.119,43.18089
46.73,2.12,43.20209
46.74,2.12,43.22329
46.75,2.121,43.2445
46.75,2.123,43.2445
46.76,2.125,43.26575
46.77,2.127,43.28702
46.78,2.13,43.30832
46.79,2.132,43.32964
46.8,2.133,43.35097
46.8,2.134,43.35097
46.81,2.135,43.37232
46.82,2.135,43.39367
46.83,2.136,43.41503
46.84,2.136,43.43639
46.85,2.136,43.45775
46.85,2.136,43.45775
46.86,2.136,43.47911
46.87,2.136,43.50047
46.88,2.136,43.52183
46.89,2.136,43.54319
46.9,2.137,43.56456
46.9,2.137,43.56456
46.91,2.138,43.58594
46.92,2.138,43.60732
46.93,2.139,43.62871
46.94,2.139,43.6501
46.95,2.14,43.6715
46.95,2.141,43.6715
46.96,2.143,43.69293
46.97,2.144,43.71437
46.98,2.146,43.73583
46.99,2.147,43.7573
46.99,2.149,43.7573
47,2.15,43.7788
47.01,2.151,43.80031
47.02,2.152,43.82183
47.03,2.152,43.84335
47.04,2.153,43.86488
47.04,2.153,43.86488
47.05,2.154,43.88642
47.06,2.154,43.90796
47.07,2.155,43.92951
47.08,2.156,43.95107
47.09,2.156,43.97263
47.09,2.156,43.97263
47.1,2.157,43.9942
47.11,2.158,44.01578
47.12,2.159,44.03737
47.13,2.16,44.05897
47.14,2.161,44.08058
47.14,2.162,44.08058
47.15,2.163,44.10221
47.16,2.164,44.12385
47.17,2.164,44.14549
47.18,2.165,44.16714
47.19,2.165,44.18879
47.19,2.166,44.18879
47.2,2.166,44.21045
47.21,2.167,44.23212
47.22,2.167,44.25379
47.23,2.168,44.27547
47.23,2.168,44.27547
47.24,2.169,44.29716
47.25,2.17,44.31886
47.26,2.17,44.34056
47.27,2.17,44.36226
47.28,2.17,44.38396
47.28,2.17,44.38396
47.29,2.17,44.40566
47.3,2.171,44.42737
47.31,2.171,44.44908
47.32,2.172,44.4708
47.33,2.173,44.49253
47.33,2.173,44.49253
47.34,2.174,44.51427
47.35,2.174,44.53601
47.36,2.174,44.55775
47.37,2.175,44.5795
47.38,2.175,44.60125
47.39,2.175,44.623
47.39,2.175,44.623
47.4,2.174,44.64474
47.41,2.175,44.66649
