Temperature (C),Heat Capacity (J/g-C),Enthalpy (J/g)
85.18,1.812,295.04941
85.19,1.812,295.06753
85.2,1.813,295.08566
85.2,1.813,295.08566
85.21,1.812,295.10378
85.22,1.813,295.12191
85.23,1.813,295.14004
85.24,1.813,295.15817
85.25,1.813,295.1763
85.25,1.813,295.1763
85.26,1.813,295.19443
85.27,1.813,295.21256
85.28,1.813,295.23069
85.29,1.813,295.24882
85.3,1.813,295.26695
85.3,1.813,295.26695
85.31,1.814,295.28509
85.32,1.814,295.30323
85.33,1.814,295.32137
85.34,1.814,295.33951
85.35,1.814,295.35765
85.35,1.814,295.35765
85.36,1.814,295.37579
85.37,1.814,295.39393
85.38,1.814,295.41207
85.39,1.814,295.43021
85.39,1.813,295.43021
85.4,1.813,295.44834
85.41,1.813,295.46647
85.42,1.813,295.4846
85.43,1.813,295.50273
85.44,1.813,295.52086
85.44,1.813,295.52086
85.45,1.813,295.53899
85.46,1.813,295.55712
85.47,1.814,295.57526
85.48,1.814,295.5934
85.49,1.814,295.61154
85.49,1.813,295.61154
85.5,1.813,295.62967
85.51,1.813,295.6478
85.52,1.813,295.66593
85.53,1.813,295.68406
85.54,1.813,295.70219
85.55,1.813,295.72032
85.55,1.813,295.72032
85.56,1.813,295.73845
85.57,1.813,295.75658
85.58,1.814,295.77472
85.59,1.814,295.79286
85.59,1.814,295.79286
85.6,1.814,295.811
85.61,1.814,295.82914
85.62,1.814,295.84728
85.63,1.814,295.86542
85.64,1.814,295.88356
85.65,1.814,295.9017
85.65,1.815,295.9017
85.66,1.815,295.91985
85.67,1.815,295.938
85.68,1.815,295.95615
85.69,1.815,295.9743
85.69,1.815,295.9743
85.7,1.815,295.99245
85.71,1.814,296.01059
85.72,1.814,296.02873
85.73,1.814,296.04687
85.74,1.814,296.06501
85.75,1.814,296.08315
85.75,1.814,296.08315
85.76,1.814,296.10129
85.77,1.814,296.11943
85.78,1.814,296.13757
85.79,1.814,296.15571
85.79,1.814,296.15571
85.8,1.814,296.17385
85.81,1.814,296.19199
85.82,1.814,296.21013
85.83,1.814,296.22827
85.84,1.814,296.24641
85.84,1.814,296.24641
85.85,1.814,296.26455
85.86,1.814,296.28269
85.87,1.814,296.30083
85.88,1.813,296.31896
85.89,1.813,296.33709
85.89,1.813,296.33709
85.9,1.813,296.35522
85.91,1.813,296.37335
85.92,1.813,296.39148
85.93,1.813,296.40961
85.94,1.813,296.42774
85.95,1.813,296.44587
85.95,1.813,296.44587
85.96,1.814,296.46401
85.97,1.814,296.48215
85.98,1.813,296.50028
85.99,1.813,296.51841
85.99,1.813,296.51841
86,1.813,296.53654
86.01,1.813,296.55467
86.02,1.813,296.5728
86.03,1.813,296.59093
86.04,1.813,296.60906
86.04,1.813,296.60906
86.05,1.814,296.6272
86.06,1.814,296.64534
86.07,1.814,296.66348
86.08,1.814,296.68162
86.09,1.814,296.69976
86.09,1.814,296.69976
86.1,1.814,296.7179
86.11,1.814,296.73604
86.12,1.814,296.75418
86.13,1.814,296.77232
86.14,1.814,296.79046
86.14,1.814,296.79046
86.15,1.814,296.8086
86.16,1.814,296.82674
86.17,1.814,296.84488
86.18,1.814,296.86302
86.19,1.813,296.88115
86.19,1.813,296.88115
86.2,1.813,296.89928
86.21,1.813,296.91741
86.22,1.813,296.93554
86.23,1.813,296.95367
86.24,1.813,296.9718
86.24,1.813,296.9718
86.25,1.814,296.98994
86.26,1.814,297.00808
86.27,1.814,297.02622
86.28,1.814,297.04436
86.29,1.814,297.0625
86.29,1.814,297.0625
86.3,1.814,297.08064
86.31,1.813,297.09877
86.32,1.813,297.1169
86.33,1.813,297.13503
86.34,1.813,297.15316
86.34,1.814,297.15316
86.35,1.814,297.1713
86.36,1.814,297.18944
86.37,1.814,297.20758
86.38,1.813,297.22571
86.39,1.813,297.24384
86.39,1.813,297.24384
86.4,1.813,297.26197
86.41,1.813,297.2801
86.42,1.813,297.29823
86.43,1.814,297.31637
86.44,1.814,297.33451
86.44,1.814,297.33451
86.45,1.814,297.35265
86.46,1.814,297.37079
86.47,1.813,297.38892
86.48,1.813,297.40705
86.49,1.813,297.42518
86.49,1.813,297.42518
86.5,1.814,297.44332
86.51,1.814,297.46146
86.52,1.814,297.4796
86.53,1.814,297.49774
86.54,1.815,297.51589
86.54,1.815,297.51589
86.55,1.815,297.53404
86.56,1.815,297.55219
86.57,1.815,297.57034
86.58,1.815,297.58849
86.59,1.815,297.60664
86.6,1.814,297.62478
86.6,1.814,297.62478
86.61,1.814,297.64292
86.62,1.814,297.66106
86.63,1.814,297.6792
86.64,1.814,297.69734
86.64,1.814,297.69734
86.65,1.814,297.71548
86.66,1.814,297.73362
86.67,1.814,297.75176
86.68,1.814,297.7699
86.69,1.814,297.78804
86.69,1.814,297.78804
86.7,1.815,297.80619
86.71,1.815,297.82434
86.72,1.815,297.84249
86.73,1.815,297.86064
86.74,1.815,297.87879
86.74,1.815,297.87879
86.75,1.815,297.89694
86.76,1.815,297.91509
86.77,1.815,297.93324
86.78,1.815,297.95139
86.79,1.815,297.96954
86.79,1.815,297.96954
86.8,1.815,297.98769
86.81,1.815,298.00584
86.82,1.815,298.02399
86.83,1.815,298.04214
86.84,1.815,298.06029
86.84,1.815,298.06029
86.85,1.815,298.07844
86.86,1.815,298.09659
86.87,1.814,298.11473
86.88,1.814,298.13287
86.89,1.815,298.15102
86.9,1.815,298.16917
86.9,1.815,298.16917
86.91,1.815,298.18732
86.92,1.815,298.20547
86.93,1.815,298.22362
86.94,1.815,298.24177
86.94,1.816,298.24177
86.95,1.816,298.25993
86.96,1.816,298.27809
86.97,1.815,298.29624
86.98,1.815,298.31439
86.99,1.815,298.33254
86.99,1.816,298.33254
87,1.816,298.3507
87.01,1.815,298.36885
87.02,1.815,298.387
87.03,1.815,298.40515
87.04,1.815,298.4233
87.04,1.815,298.4233
87.05,1.815,298.44145
87.06,1.814,298.45959
87.07,1.814,298.47773
87.08,1.815,298.49588
87.09,1.815,298.51403
87.1,1.815,298.53218
87.1,1.815,298.53218
87.11,1.815,298.55033
87.12,1.815,298.56848
87.13,1.815,298.58663
87.14,1.815,298.60478
87.15,1.815,298.62293
87.15,1.816,298.62293
87.16,1.815,298.64108
87.17,1.815,298.65923
87.18,1.815,298.67738
87.19,1.815,298.69553
87.19,1.816,298.69553
87.2,1.816,298.71369
87.21,1.816,298.73185
87.22,1.816,298.75001
87.23,1.816,298.76817
87.24,1.816,298.78633
87.24,1.816,298.78633
87.25,1.816,298.80449
87.26,1.815,298.82264
87.27,1.815,298.84079
87.28,1.815,298.85894
87.29,1.815,298.87709
87.29,1.816,298.87709
87.3,1.816,298.89525
87.31,1.816,298.91341
87.32,1.816,298.93157
87.33,1.816,298.94973
87.34,1.816,298.96789
87.35,1.816,298.98605
87.35,1.815,298.98605
87.36,1.815,299.0042
87.37,1.815,299.02235
87.38,1.815,299.0405
87.39,1.815,299.05865
87.4,1.815,299.0768
87.4,1.816,299.0768
87.41,1.816,299.09496
87.42,1.816,299.11312
87.43,1.816,299.13128
87.44,1.816,299.14944
87.44,1.816,299.14944
87.45,1.816,299.1676
87.46,1.816,299.18576
87.47,1.816,299.20392
87.48,1.816,299.22208
87.49,1.816,299.24024
87.49,1.816,299.24024
87.5,1.816,299.2584
87.51,1.815,299.27655
87.52,1.815,299.2947
87.53,1.815,299.31285
87.54,1.815,299.331
87.55,1.815,299.34915
87.55,1.815,299.34915
87.56,1.815,299.3673
87.57,1.815,299.38545
87.58,1.816,299.40361
87.59,1.816,299.42177
87.6,1.816,299.43993
87.6,1.816,299.43993
87.61,1.817,299.4581
87.62,1.817,299.47627
87.63,1.817,299.49444
87.64,1.817,299.51261
87.65,1.817,299.53078
87.65,1.817,299.53078
87.66,1.817,299.54895
87.67,1.817,299.56712
87.68,1.817,299.58529
87.69,1.816,299.60345
87.7,1.816,299.62161
87.7,1.816,299.62161
87.71,1.816,299.63977
87.72,1.816,299.65793
87.73,1.816,299.67609
87.74,1.817,299.69426
87.74,1.817,299.69426
87.75,1.817,299.71243
87.76,1.817,299.7306
87.77,1.817,299.74877
87.78,1.817,299.76694
87.79,1.817,299.78511
87.8,1.817,299.80328
87.8,1.817,299.80328
87.81,1.817,299.82145
87.82,1.817,299.83962
87.83,1.817,299.85779
87.84,1.817,299.87596
87.84,1.818,299.87596
87.85,1.818,299.89414
87.86,1.818,299.91232
87.87,1.819,299.93051
87.88,1.819,299.9487
87.89,1.819,299.96689
87.9,1.819,299.98508
87.9,1.819,299.98508
87.91,1.819,300.00327
87.92,1.819,300.02146
87.93,1.819,300.03965
87.94,1.819,300.05784
87.95,1.819,300.07603
87.95,1.818,300.07603
87.96,1.818,300.09421
87.97,1.818,300.11239
87.98,1.818,300.13057
87.99,1.818,300.14875
88,1.818,300.16693
88,1.818,300.16693
88.01,1.818,300.18511
88.02,1.818,300.20329
88.03,1.818,300.22147
88.04,1.818,300.23965
88.05,1.818,300.25783
88.05,1.818,300.25783
88.06,1.818,300.27601
88.07,1.819,300.2942
88.08,1.819,300.31239
88.09,1.819,300.33058
88.1,1.819,300.34877
88.1,1.819,300.34877
88.11,1.819,300.36696
88.12,1.819,300.38515
88.13,1.819,300.40334
88.14,1.819,300.42153
88.15,1.818,300.43971
88.15,1.818,300.43971
88.16,1.818,300.45789
88.17,1.818,300.47607
88.18,1.818,300.49425
88.19,1.819,300.51244
88.19,1.819,300.51244
88.2,1.819,300.53063
88.21,1.82,300.54883
88.22,1.82,300.56703
88.23,1.82,300.58523
88.24,1.82,300.60343
88.25,1.821,300.62164
88.25,1.821,300.62164
88.26,1.821,300.63985
88.27,1.821,300.65806
88.28,1.821,300.67627
88.29,1.821,300.69448
88.3,1.82,300.71268
88.3,1.82,300.71268
88.31,1.82,300.73088
88.32,1.82,300.74908
88.33,1.82,300.76728
88.34,1.82,300.78548
88.35,1.821,300.80369
88.35,1.821,300.80369
88.36,1.821,300.8219
88.37,1.821,300.84011
88.38,1.822,300.85833
88.39,1.822,300.87655
88.39,1.821,300.87655
88.4,1.821,300.89476
88.41,1.821,300.91297
88.42,1.821,300.93118
88.43,1.821,300.94939
88.44,1.821,300.9676
88.45,1.821,300.98581
88.45,1.822,300.98581
88.46,1.822,301.00403
88.47,1.822,301.02225
88.48,1.822,301.04047
88.49,1.822,301.05869
88.5,1.822,301.07691
88.5,1.822,301.07691
88.51,1.822,301.09513
88.52,1.821,301.11334
88.53,1.821,301.13155
88.54,1.821,301.14976
88.55,1.82,301.16796
88.55,1.82,301.16796
88.56,1.82,301.18616
88.57,1.82,301.20436
88.58,1.82,301.22256
88.59,1.82,301.24076
88.59,1.82,301.24076
88.6,1.821,301.25897
88.61,1.821,301.27718
88.62,1.821,301.29539
88.63,1.821,301.3136
88.64,1.821,301.33181
88.64,1.821,301.33181
88.65,1.821,301.35002
88.66,1.82,301.36822
88.67,1.82,301.38642
88.68,1.82,301.40462
88.69,1.82,301.42282
88.7,1.82,301.44102
88.7,1.82,301.44102
88.71,1.82,301.45922
88.72,1.821,301.47743
88.73,1.821,301.49564
88.74,1.821,301.51385
88.75,1.821,301.53206
88.75,1.821,301.53206
88.76,1.82,301.55026
88.77,1.82,301.56846
88.78,1.82,301.58666
88.79,1.82,301.60486
88.8,1.82,301.62306
88.8,1.82,301.62306
88.81,1.82,301.64126
88.82,1.82,301.65946
88.83,1.82,301.67766
88.84,1.82,301.69586
88.84,1.82,301.69586
88.85,1.821,301.71407
88.86,1.821,301.73228
88.87,1.821,301.75049
88.88,1.821,301.7687
88.89,1.821,301.78691
88.9,1.821,301.80512
88.9,1.821,301.80512
88.91,1.82,301.82332
88.92,1.82,301.84152
88.93,1.82,301.85972
88.94,1.82,301.87792
88.95,1.821,301.89613
88.95,1.821,301.89613
88.96,1.821,301.91434
88.97,1.821,301.93255
88.98,1.822,301.95077
88.99,1.822,301.96899
89,1.822,301.98721
89,1.822,301.98721
89.01,1.822,302.00543
89.02,1.822,302.02365
89.03,1.823,302.04188
89.04,1.823,302.06011
89.04,1.823,302.06011
89.05,1.823,302.07834
89.06,1.823,302.09657
89.07,1.823,302.1148
89.08,1.823,302.13303
89.09,1.823,302.15126
89.1,1.823,302.16949
89.1,1.823,302.16949
89.11,1.823,302.18772
89.12,1.823,302.20595
89.13,1.823,302.22418
89.14,1.823,302.24241
89.14,1.823,302.24241
89.15,1.824,302.26065
89.16,1.824,302.27889
89.17,1.824,302.29713
89.18,1.823,302.31536
89.19,1.823,302.33359
89.2,1.823,302.35182
89.2,1.822,302.35182
89.21,1.822,302.37004
89.22,1.822,302.38826
89.23,1.822,302.40648
89.24,1.822,302.4247
89.25,1.822,302.44292
89.25,1.822,302.44292
89.26,1.822,302.46114
89.27,1.823,302.47937
89.28,1.823,302.4976
89.29,1.823,302.51583
89.3,1.824,302.53407
89.3,1.824,302.53407
89.31,1.824,302.55231
89.32,1.824,302.57055
89.33,1.824,302.58879
89.34,1.824,302.60703
89.35,1.824,302.62527
89.35,1.824,302.62527
89.36,1.823,302.6435
89.37,1.823,302.66173
89.38,1.823,302.67996
89.39,1.823,302.69819
89.4,1.823,302.71642
89.4,1.823,302.71642
89.41,1.824,302.73466
89.42,1.824,302.7529
89.43,1.824,302.77114
89.44,1.824,302.78938
89.45,1.824,302.80762
89.46,1.824,302.82586
89.46,1.824,302.82586
89.47,1.823,302.84409
89.48,1.823,302.86232
89.49,1.823,302.88055
89.5,1.823,302.89878
89.5,1.823,302.89878
89.51,1.823,302.91701
89.52,1.823,302.93524
89.53,1.823,302.95347
89.54,1.823,302.9717
89.54,1.824,302.9717
89.55,1.824,302.98994
89.56,1.824,303.00818
89.57,1.825,303.02643
89.58,1.825,303.04468
89.59,1.825,303.06293
89.6,1.825,303.08118
89.6,1.825,303.08118
89.61,1.824,303.09942
89.62,1.824,303.11766
89.63,1.824,303.1359
89.64,1.824,303.15414
89.64,1.824,303.15414
89.65,1.824,303.17238
89.66,1.824,303.19062
89.67,1.824,303.20886
89.68,1.824,303.2271
89.69,1.824,303.24534
89.7,1.824,303.26358
89.7,1.824,303.26358
89.71,1.824,303.28182
89.72,1.824,303.30006
89.73,1.824,303.3183
89.74,1.824,303.33654
89.74,1.824,303.33654
89.75,1.824,303.35478
89.76,1.824,303.37302
89.77,1.824,303.39126
89.78,1.824,303.4095
89.79,1.824,303.42774
89.8,1.824,303.44598
89.8,1.824,303.44598
89.81,1.824,303.46422
89.82,1.824,303.48246
89.83,1.824,303.5007
89.84,1.824,303.51894
89.84,1.824,303.51894
89.85,1.824,303.53718
89.86,1.824,303.55542
89.87,1.824,303.57366
89.88,1.824,303.5919
89.89,1.824,303.61014
89.9,1.824,303.62838
89.9,1.824,303.62838
89.91,1.824,303.64662
89.92,1.824,303.66486
89.93,1.824,303.6831
89.94,1.824,303.70134
89.95,1.824,303.71958
89.95,1.824,303.71958
89.96,1.824,303.73782
89.97,1.824,303.75606
89.98,1.824,303.7743
89.99,1.824,303.79254
90,1.824,303.81078
90,1.824,303.81078
90.01,1.824,303.82902
90.02,1.824,303.84726
90.03,1.824,303.8655
90.04,1.824,303.88374
90.05,1.824,303.90198
90.05,1.824,303.90198
90.06,1.824,303.92022
90.07,1.824,303.93846
90.08,1.825,303.95671
90.09,1.825,303.97496
90.09,1.825,303.97496
90.1,1.825,303.99321
90.11,1.824,304.01145
90.12,1.824,304.02969
90.13,1.824,304.04793
90.14,1.824,304.06617
90.15,1.824,304.08441
90.15,1.824,304.08441
90.16,1.824,304.10265
90.17,1.825,304.1209
90.18,1.825,304.13915
90.19,1.825,304.1574
90.2,1.825,304.17565
90.2,1.825,304.17565
90.21,1.825,304.1939
90.22,1.825,304.21215
90.23,1.825,304.2304
90.24,1.825,304.24865
90.24,1.825,304.24865
90.25,1.825,304.2669
90.26,1.824,304.28514
90.27,1.824,304.30338
90.28,1.824,304.32162
90.29,1.824,304.33986
90.3,1.824,304.3581
90.3,1.824,304.3581
90.31,1.824,304.37634
90.32,1.824,304.39458
90.33,1.824,304.41282
90.34,1.824,304.43106
90.35,1.824,304.4493
90.35,1.824,304.4493
90.36,1.824,304.46754
90.37,1.824,304.48578
90.38,1.824,304.50402
90.39,1.824,304.52226
90.4,1.825,304.54051
90.4,1.825,304.54051
90.41,1.825,304.55876
90.42,1.825,304.57701
90.43,1.825,304.59526
90.44,1.825,304.61351
90.45,1.825,304.63176
90.45,1.825,304.63176
90.46,1.825,304.65001
90.47,1.825,304.66826
90.48,1.825,304.68651
90.49,1.825,304.70476
90.5,1.825,304.72301
90.5,1.826,304.72301
90.51,1.826,304.74127
90.52,1.826,304.75953
90.53,1.826,304.77779
90.54,1.826,304.79605
90.55,1.826,304.81431
90.55,1.826,304.81431
90.56,1.826,304.83257
90.57,1.826,304.85083
90.58,1.825,304.86908
90.59,1.825,304.88733
90.59,1.825,304.88733
90.6,1.825,304.90558
90.61,1.825,304.92383
90.62,1.825,304.94208
90.63,1.825,304.96033
90.64,1.825,304.97858
90.65,1.825,304.99683
90.65,1.826,304.99683
90.66,1.826,305.01509
90.67,1.826,305.03335
90.68,1.826,305.05161
90.69,1.826,305.06987
90.69,1.826,305.06987
90.7,1.826,305.08813
90.71,1.826,305.10639
90.72,1.826,305.12465
90.73,1.826,305.14291
90.74,1.826,305.16117
90.74,1.826,305.16117
90.75,1.826,305.17943
90.76,1.826,305.19769
90.77,1.826,305.21595
90.78,1.826,305.23421
90.79,1.826,305.25247
90.8,1.826,305.27073
90.8,1.826,305.27073
90.81,1.826,305.28899
90.82,1.826,305.30725
90.83,1.826,305.32551
90.84,1.826,305.34377
90.84,1.826,305.34377
90.85,1.826,305.36203
90.86,1.826,305.38029
90.87,1.826,305.39855
90.88,1.826,305.41681
90.89,1.826,305.43507
90.9,1.826,305.45333
90.9,1.826,305.45333
90.91,1.826,305.47159
90.92,1.826,305.48985
90.93,1.826,305.50811
90.94,1.826,305.52637
90.94,1.826,305.52637
90.95,1.827,305.54464
90.96,1.827,305.56291
90.97,1.826,305.58117
90.98,1.826,305.59943
90.99,1.826,305.61769
90.99,1.826,305.61769
91,1.826,305.63595
91.01,1.826,305.65421
91.02,1.826,305.67247
91.03,1.826,305.69073
91.04,1.826,305.70899
91.05,1.826,305.72725
91.05,1.826,305.72725
91.06,1.826,305.74551
91.07,1.826,305.76377
91.08,1.826,305.78203
91.09,1.826,305.80029
91.1,1.826,305.81855
91.1,1.826,305.81855
91.11,1.826,305.83681
91.12,1.826,305.85507
91.13,1.826,305.87333
91.14,1.826,305.89159
91.14,1.826,305.89159
91.15,1.826,305.90985
91.16,1.826,305.92811
91.17,1.826,305.94637
91.18,1.826,305.96463
91.19,1.826,305.98289
91.2,1.826,306.00115
91.2,1.826,306.00115
91.21,1.826,306.01941
91.22,1.827,306.03768
91.23,1.827,306.05595
91.24,1.827,306.07422
91.25,1.827,306.09249
91.25,1.827,306.09249
91.26,1.827,306.11076
91.27,1.827,306.12903
91.28,1.827,306.1473
91.29,1.827,306.16557
91.3,1.828,306.18385
91.3,1.828,306.18385
91.31,1.828,306.20213
91.32,1.828,306.22041
91.33,1.828,306.23869
91.34,1.828,306.25697
91.35,1.828,306.27525
91.35,1.827,306.27525
91.36,1.827,306.29352
91.37,1.827,306.31179
91.38,1.827,306.33006
91.39,1.827,306.34833
91.4,1.828,306.36661
91.4,1.828,306.36661
91.41,1.828,306.38489
91.42,1.828,306.40317
91.43,1.828,306.42145
91.44,1.827,306.43972
91.45,1.827,306.45799
91.45,1.827,306.45799
91.46,1.827,306.47626
91.47,1.827,306.49453
91.48,1.827,306.5128
91.49,1.827,306.53107
91.5,1.827,306.54934
91.5,1.828,306.54934
91.51,1.828,306.56762
91.52,1.828,306.5859
91.53,1.828,306.60418
91.54,1.829,306.62247
91.55,1.829,306.64076
91.55,1.829,306.64076
91.56,1.829,306.65905
91.57,1.828,306.67733
91.58,1.828,306.69561
91.59,1.828,306.71389
91.6,1.828,306.73217
91.6,1.828,306.73217
91.61,1.828,306.75045
91.62,1.828,306.76873
91.63,1.829,306.78702
91.64,1.829,306.80531
91.65,1.829,306.8236
91.65,1.829,306.8236
91.66,1.829,306.84189
91.67,1.829,306.86018
91.68,1.829,306.87847
91.69,1.829,306.89676
91.7,1.829,306.91505
91.7,1.829,306.91505
91.71,1.829,306.93334
91.72,1.829,306.95163
91.73,1.829,306.96992
91.74,1.829,306.98821
91.75,1.829,307.0065
91.75,1.829,307.0065
91.76,1.829,307.02479
91.77,1.829,307.04308
91.78,1.829,307.06137
91.79,1.829,307.07966
91.8,1.829,307.09795
91.8,1.829,307.09795
91.81,1.829,307.11624
91.82,1.829,307.13453
91.83,1.829,307.15282
91.84,1.829,307.17111
91.85,1.829,307.1894
91.85,1.829,307.1894
91.86,1.829,307.20769
91.87,1.829,307.22598
91.88,1.829,307.24427
91.89,1.83,307.26257
91.9,1.83,307.28087
91.9,1.83,307.28087
91.91,1.83,307.29917
91.92,1.83,307.31747
91.93,1.83,307.33577
91.94,1.83,307.35407
91.95,1.83,307.37237
91.95,1.83,307.37237
91.96,1.83,307.39067
91.97,1.83,307.40897
91.98,1.83,307.42727
91.99,1.83,307.44557
92,1.83,307.46387
92,1.83,307.46387
92.01,1.829,307.48216
92.02,1.829,307.50045
92.03,1.829,307.51874
92.04,1.829,307.53703
92.05,1.829,307.55532
92.05,1.829,307.55532
92.06,1.83,307.57362
92.07,1.83,307.59192
92.08,1.83,307.61022
92.09,1.83,307.62852
92.1,1.83,307.64682
92.1,1.83,307.64682
92.11,1.83,307.66512
92.12,1.83,307.68342
92.13,1.83,307.70172
92.14,1.83,307.72002
92.15,1.83,307.73832
92.15,1.83,307.73832
92.16,1.831,307.75663
92.17,1.831,307.77494
92.18,1.831,307.79325
92.19,1.831,307.81156
92.2,1.831,307.82987
92.2,1.831,307.82987
92.21,1.831,307.84818
92.22,1.831,307.86649
92.23,1.831,307.8848
92.24,1.831,307.90311
92.25,1.831,307.92142
92.25,1.831,307.92142
92.26,1.831,307.93973
92.27,1.831,307.95804
92.28,1.831,307.97635
92.29,1.831,307.99466
92.3,1.831,308.01297
92.3,1.831,308.01297
92.31,1.83,308.03127
92.32,1.83,308.04957
92.33,1.83,308.06787
92.34,1.83,308.08617
92.35,1.83,308.10447
92.35,1.83,308.10447
92.36,1.83,308.12277
92.37,1.831,308.14108
92.38,1.831,308.15939
92.39,1.831,308.1777
92.4,1.831,308.19601
92.4,1.831,308.19601
92.41,1.831,308.21432
92.42,1.831,308.23263
92.43,1.831,308.25094
92.44,1.831,308.26925
92.45,1.831,308.28756
92.45,1.831,308.28756
92.46,1.831,308.30587
92.47,1.831,308.32418
92.48,1.831,308.34249
92.49,1.831,308.3608
92.5,1.832,308.37912
92.5,1.832,308.37912
92.51,1.831,308.39743
92.52,1.831,308.41574
92.53,1.831,308.43405
92.54,1.831,308.45236
92.55,1.83,308.47066
92.55,1.83,308.47066
92.56,1.83,308.48896
92.57,1.831,308.50727
92.58,1.831,308.52558
92.59,1.831,308.54389
92.6,1.832,308.56221
92.6,1.832,308.56221
92.61,1.832,308.58053
92.62,1.832,308.59885
92.63,1.832,308.61717
92.64,1.832,308.63549
92.65,1.832,308.65381
92.65,1.831,308.65381
92.66,1.831,308.67212
92.67,1.831,308.69043
92.68,1.831,308.70874
92.69,1.831,308.72705
92.69,1.831,308.72705
92.7,1.831,308.74536
92.71,1.831,308.76367
92.72,1.831,308.78198
92.73,1.831,308.80029
92.74,1.831,308.8186
92.75,1.831,308.83691
92.75,1.831,308.83691
92.76,1.831,308.85522
92.77,1.831,308.87353
92.78,1.831,308.89184
92.79,1.831,308.91015
92.8,1.831,308.92846
92.8,1.831,308.92846
92.81,1.831,308.94677
92.82,1.831,308.96508
92.83,1.831,308.98339
92.84,1.831,309.0017
92.85,1.831,309.02001
92.85,1.831,309.02001
92.86,1.831,309.03832
92.87,1.832,309.05664
92.88,1.832,309.07496
92.89,1.832,309.09328
92.9,1.832,309.1116
92.9,1.832,309.1116
92.91,1.832,309.12992
92.92,1.832,309.14824
92.93,1.832,309.16656
92.94,1.832,309.18488
92.95,1.832,309.2032
92.95,1.831,309.2032
92.96,1.831,309.22151
92.97,1.831,309.23982
92.98,1.831,309.25813
92.99,1.83,309.27643
93,1.83,309.29473
93,1.831,309.29473
93.01,1.831,309.31304
93.02,1.831,309.33135
93.03,1.831,309.34966
93.04,1.832,309.36798
93.05,1.832,309.3863
93.05,1.832,309.3863
93.06,1.832,309.40462
93.07,1.832,309.42294
93.08,1.832,309.44126
93.09,1.832,309.45958
93.1,1.832,309.4779
93.1,1.833,309.4779
93.11,1.833,309.49623
93.12,1.833,309.51456
93.13,1.833,309.53289
93.14,1.833,309.55122
93.15,1.833,309.56955
93.15,1.832,309.56955
93.16,1.832,309.58787
93.17,1.832,309.60619
93.18,1.832,309.62451
93.19,1.832,309.64283
93.2,1.832,309.66115
93.2,1.831,309.66115
93.21,1.831,309.67946
93.22,1.831,309.69777
93.23,1.831,309.71608
93.24,1.831,309.73439
93.25,1.831,309.7527
93.25,1.832,309.7527
93.26,1.832,309.77102
93.27,1.832,309.78934
93.28,1.832,309.80766
93.29,1.833,309.82599
93.3,1.833,309.84432
93.3,1.833,309.84432
93.31,1.833,309.86265
93.32,1.833,309.88098
93.33,1.833,309.89931
93.34,1.833,309.91764
93.35,1.833,309.93597
93.36,1.833,309.9543
93.36,1.833,309.9543
93.37,1.833,309.97263
93.38,1.833,309.99096
93.39,1.834,310.0093
93.4,1.834,310.02764
93.4,1.834,310.02764
93.41,1.834,310.04598
93.42,1.834,310.06432
93.43,1.834,310.08266
93.44,1.834,310.101
93.45,1.834,310.11934
93.45,1.834,310.11934
93.46,1.834,310.13768
93.47,1.834,310.15602
93.48,1.834,310.17436
93.49,1.834,310.1927
93.5,1.834,310.21104
93.51,1.834,310.22938
93.51,1.834,310.22938
93.52,1.834,310.24772
93.53,1.834,310.26606
93.54,1.835,310.28441
93.55,1.835,310.30276
93.55,1.835,310.30276
93.56,1.835,310.32111
93.57,1.835,310.33946
93.58,1.836,310.35782
93.59,1.835,310.37617
93.6,1.835,310.39452
93.6,1.835,310.39452
93.61,1.835,310.41287
93.62,1.835,310.43122
93.63,1.835,310.44957
93.64,1.835,310.46792
93.65,1.835,310.48627
93.66,1.835,310.50462
93.66,1.835,310.50462
93.67,1.835,310.52297
93.68,1.835,310.54132
93.69,1.835,310.55967
93.7,1.835,310.57802
93.7,1.835,310.57802
93.71,1.835,310.59637
93.72,1.836,310.61473
93.73,1.836,310.63309
93.74,1.836,310.65145
93.75,1.837,310.66982
93.75,1.837,310.66982
93.76,1.837,310.68819
93.77,1.837,310.70656
93.78,1.838,310.72494
93.79,1.838,310.74332
93.8,1.838,310.7617
93.8,1.838,310.7617
93.81,1.838,310.78008
93.82,1.838,310.79846
93.83,1.838,310.81684
93.84,1.838,310.83522
93.85,1.838,310.8536
93.85,1.839,310.8536
93.86,1.839,310.87199
93.87,1.839,310.89038
93.88,1.839,310.90877
93.89,1.839,310.92716
93.9,1.839,310.94555
93.9,1.839,310.94555
93.91,1.838,310.96393
93.92,1.838,310.98231
93.93,1.838,311.00069
93.94,1.838,311.01907
93.95,1.838,311.03745
93.95,1.838,311.03745
93.96,1.838,311.05583
93.97,1.839,311.07422
93.98,1.839,311.09261
93.99,1.839,311.111
94,1.839,311.12939
94,1.839,311.12939
94.01,1.84,311.14779
94.02,1.839,311.16618
94.03,1.84,311.18458
94.04,1.84,311.20298
94.05,1.839,311.22137
94.05,1.839,311.22137
94.06,1.84,311.23977
94.07,1.84,311.25817
94.08,1.84,311.27657
94.09,1.839,311.29496
94.1,1.839,311.31335
94.1,1.839,311.31335
94.11,1.839,311.33174
94.12,1.839,311.35013
94.13,1.839,311.36852
94.14,1.839,311.38691
94.15,1.84,311.40531
