Temperature (C),Heat Capacity (J/g-C),Enthalpy (J/g)
54.01,51.186,167.90556
54.02,51.243,168.41799
54.02,51.3,168.41799
54.03,51.36,168.93159
54.03,51.412,168.93159
54.04,51.463,169.44622
54.04,51.501,169.44622
54.05,51.547,169.96169
54.06,51.589,170.47758
54.06,51.631,170.47758
54.07,51.677,170.99435
54.07,51.73,170.99435
54.08,51.781,171.51216
54.08,51.822,171.51216
54.09,51.875,172.03091
54.09,51.923,172.03091
54.1,51.961,172.55052
54.11,51.983,173.07035
54.11,52.003,173.07035
54.12,52.021,173.59056
54.12,52.048,173.59056
54.13,52.072,174.11128
54.13,52.101,174.11128
54.14,52.136,174.63264
54.14,52.173,174.63264
54.15,52.216,175.1548
54.16,52.255,175.67735
54.16,52.288,175.67735
54.17,52.312,176.20047
54.17,52.331,176.20047
54.18,52.348,176.72395
54.18,52.368,176.72395
54.19,52.382,177.24777
54.2,52.4,177.77177
54.2,52.416,177.77177
54.21,52.45,178.29627
54.21,52.476,178.29627
54.22,52.49,178.82117
54.22,52.509,178.82117
54.23,52.523,179.3464
54.24,52.541,179.87181
54.24,52.55,179.87181
54.25,52.559,180.3974
54.25,52.566,180.3974
54.26,52.57,180.9231
54.26,52.566,180.9231
54.27,52.57,181.4488
54.28,52.574,181.97454
54.28,52.57,181.97454
54.29,52.572,182.50026
54.29,52.572,182.50026
54.3,52.577,183.02603
54.3,52.578,183.02603
54.31,52.581,183.55184
54.32,52.589,184.07773
54.32,52.598,184.07773
54.33,52.591,184.60364
54.33,52.581,184.60364
54.34,52.569,185.12933
54.35,52.549,185.65482
54.35,52.525,185.65482
54.36,52.497,186.17979
54.36,52.47,186.17979
54.37,52.442,186.70421
54.37,52.418,186.70421
54.38,52.398,187.22819
54.39,52.384,187.75203
54.39,52.374,187.75203
54.4,52.357,188.2756
54.4,52.343,188.2756
54.41,52.327,188.79887
54.42,52.303,189.3219
54.42,52.275,189.3219
54.43,52.25,189.8444
54.43,52.221,189.8444
54.44,52.192,190.36632
54.45,52.16,190.88792
54.45,52.13,190.88792
54.46,52.098,191.4089
54.46,52.067,191.4089
54.47,52.03,191.9292
54.48,51.987,192.44907
54.48,51.943,192.44907
54.49,51.893,192.968
54.5,51.84,193.4864
54.5,51.789,193.4864
54.51,51.744,194.00384
54.51,51.697,194.00384
54.52,51.654,194.52038
54.53,51.609,195.03647
54.53,51.557,195.03647
54.54,51.496,195.55143
54.54,51.429,195.55143
54.55,51.367,196.0651
54.56,51.299,196.57809
54.56,51.226,196.57809
54.57,51.151,197.0896
54.58,51.081,197.60041
54.58,51.003,197.60041
54.59,50.918,198.10959
54.59,50.836,198.10959
54.6,50.743,198.61702
54.61,50.649,199.12351
54.61,50.549,199.12351
54.62,50.449,199.628
54.63,50.347,200.13147
54.63,50.246,200.13147
54.64,50.154,200.63301
54.64,50.057,200.63301
54.65,49.964,201.13265
54.66,49.862,201.63127
54.66,49.76,201.63127
54.67,49.651,202.12778
54.68,49.544,202.62322
54.68,49.43,202.62322
54.69,49.306,203.11628
54.7,49.167,203.60795
54.7,49.025,203.60795
54.71,48.883,204.09678
54.72,48.738,204.58416
54.72,48.587,204.58416
54.73,48.432,205.06848
54.74,48.281,205.55129
54.74,48.125,205.55129
54.75,47.973,206.03102
54.76,47.818,206.5092
54.76,47.66,206.5092
54.77,47.492,206.98412
54.78,47.318,207.4573
54.78,47.14,207.4573
54.79,46.962,207.92692
54.8,46.776,208.39468
54.8,46.588,208.39468
54.81,46.395,208.85863
54.82,46.199,209.32062
54.82,46.006,209.32062
54.83,45.81,209.77872
54.84,45.614,210.23486
54.84,45.415,210.23486
54.85,45.213,210.68699
54.86,45.011,211.1371
54.86,44.805,211.1371
54.87,44.592,211.58302
54.88,44.376,212.02678
54.89,44.149,212.46827
54.89,43.914,212.46827
54.9,43.673,212.905
54.91,43.431,213.33931
54.91,43.184,213.33931
54.92,42.928,213.76859
54.93,42.662,214.19521
54.93,42.388,214.19521
54.94,42.109,214.6163
54.95,41.822,215.03452
54.96,41.523,215.44975
54.97,41.219,215.86194
54.97,40.909,215.86194
54.98,40.592,216.26786
54.99,40.268,216.67054
55,39.942,217.06996
55,39.612,217.06996
55.01,39.272,217.46268
55.02,38.926,217.85194
55.03,38.572,218.23766
55.03,38.213,218.23766
55.04,37.853,218.61619
55.05,37.488,218.99107
55.06,37.116,219.36223
55.07,36.739,219.72962
55.08,36.356,220.09318
55.08,35.97,220.09318
55.09,35.585,220.44903
55.1,35.197,220.801
55.11,34.809,221.14909
55.12,34.423,221.49332
55.12,34.035,221.49332
55.13,33.653,221.82985
55.14,33.277,222.16262
55.15,32.907,222.49169
55.16,32.542,222.81711
55.17,32.178,223.13889
55.18,31.818,223.45707
55.19,31.461,223.77168
55.19,31.109,223.77168
55.2,30.764,224.07932
55.21,30.42,224.38352
55.22,30.083,224.68435
55.23,29.752,224.98187
55.24,29.429,225.27616
55.25,29.119,225.56735
55.26,28.819,225.85554
55.27,28.525,226.14079
55.28,28.236,226.42315
55.29,27.953,226.70268
55.3,27.679,226.97947
55.31,27.411,227.25358
55.32,27.144,227.52502
55.33,26.876,227.79378
55.34,26.614,228.05992
55.35,26.351,228.32343
55.36,26.088,228.58431
55.37,25.827,228.84258
55.38,25.565,229.09823
55.39,25.301,229.35124
55.4,25.032,229.60156
55.41,24.762,229.84918
55.42,24.49,230.09408
55.44,24.212,230.57832
55.45,23.927,230.81759
55.46,23.637,231.05396
55.47,23.345,231.28741
55.48,23.049,231.5179
55.49,22.749,231.74539
55.51,22.446,232.19431
55.52,22.136,232.41567
55.53,21.827,232.63394
55.55,21.515,233.06424
55.56,21.195,233.27619
55.57,20.873,233.48492
55.59,20.547,233.89586
55.6,20.214,234.098
55.62,19.882,234.49564
55.63,19.547,234.69111
55.64,19.207,234.88318
55.66,18.867,235.26052
55.68,18.525,235.63102
55.69,18.19,235.81292
55.71,17.856,236.17004
55.73,17.525,236.52054
55.74,17.205,236.69259
55.76,16.892,237.03043
55.78,16.587,237.36217
55.79,16.295,237.52512
55.81,16.015,237.84542
55.83,15.745,238.16032
55.85,15.487,238.47006
55.87,15.24,238.77486
55.88,15.009,238.92495
55.9,14.787,239.22069
55.92,14.574,239.51217
55.94,14.37,239.79957
55.96,14.175,240.08307
55.97,13.989,240.22296
55.99,13.81,240.49916
56.01,13.638,240.77192
56.03,13.472,241.04136
56.05,13.312,241.3076
56.06,13.155,241.43915
56.08,13.004,241.69923
56.1,12.858,241.95639
56.12,12.714,242.21067
56.14,12.574,242.46215
56.15,12.436,242.58651
56.17,12.304,242.83259
56.19,12.173,243.07605
56.21,12.044,243.31693
56.22,11.916,243.43609
56.24,11.792,243.67193
56.26,11.669,243.90531
56.28,11.546,244.13623
56.29,11.424,244.25047
56.31,11.302,244.47651
56.33,11.184,244.70019
56.34,11.065,244.81084
56.36,10.949,245.02982
56.38,10.834,245.2465
56.4,10.718,245.46086
56.41,10.605,245.56691
56.43,10.494,245.77679
56.45,10.383,245.98445
56.46,10.273,246.08718
56.48,10.163,246.29044
56.5,10.056,246.49156
56.52,9.95,246.69056
56.53,9.846,246.78902
56.55,9.744,246.9839
56.57,9.644,247.17678
56.58,9.545,247.27223
56.6,9.446,247.46115
56.62,9.349,247.64813
56.64,9.25,247.83313
56.65,9.144,247.92457
56.67,9.037,248.10531
56.69,8.927,248.28385
56.7,8.808,248.37193
56.72,8.685,248.54563
56.74,8.555,248.71673
56.76,8.421,248.88515
56.77,8.286,248.96801
56.79,8.149,249.13099
56.81,8.013,249.29125
56.83,7.878,249.44881
56.85,7.746,249.60373
56.86,7.622,249.67995
56.88,7.502,249.82999
56.9,7.386,249.97771
56.92,7.276,250.12323
56.94,7.17,250.26663
56.96,7.069,250.40801
56.98,6.975,250.54751
56.99,6.884,250.61635
57.01,6.798,250.75231
57.03,6.713,250.88657
57.05,6.633,251.01923
57.07,6.554,251.15031
57.09,6.48,251.27991
57.1,6.408,251.34399
57.12,6.337,251.47073
57.14,6.267,251.59607
57.16,6.203,251.72013
57.18,6.141,251.84295
57.19,6.083,251.90378
57.21,6.025,252.02428
57.23,5.968,252.14364
57.25,5.915,252.26194
57.26,5.861,252.32055
57.28,5.808,252.43671
57.3,5.757,252.55185
57.32,5.707,252.66599
57.33,5.658,252.72257
57.35,5.61,252.83477
57.37,5.562,252.94601
57.38,5.519,253.0012
57.4,5.474,253.11068
57.42,5.43,253.21928
57.43,5.387,253.27315
57.45,5.346,253.38007
57.47,5.305,253.48617
57.48,5.263,253.5388
57.5,5.224,253.64328
57.52,5.186,253.747
57.53,5.147,253.79847
57.55,5.107,253.90061
57.56,5.069,253.9513
57.58,5.033,254.05196
57.6,5,254.15196
57.61,4.965,254.20161
57.63,4.93,254.30021
57.64,4.894,254.34915
57.66,4.86,254.44635
57.67,4.827,254.49462
57.69,4.796,254.59054
57.7,4.763,254.63817
57.72,4.73,254.73277
57.73,4.698,254.77975
57.75,4.668,254.87311
57.76,4.641,254.91952
57.78,4.614,255.0118
57.79,4.588,255.05768
57.81,4.56,255.14888
57.82,4.535,255.19423
57.84,4.509,255.28441
57.85,4.483,255.32924
57.86,4.46,255.37384
57.88,4.435,255.46254
57.89,4.413,255.50667
57.91,4.391,255.59449
57.92,4.372,255.63821
57.93,4.352,255.68173
57.95,4.337,255.76847
57.96,4.321,255.81168
57.97,4.303,255.85471
57.99,4.281,255.94033
58,4.256,255.98289
58.01,4.23,256.02519
58.03,4.204,256.10927
58.04,4.179,256.15106
58.06,4.156,256.23418
58.07,4.133,256.27551
58.08,4.115,256.31666
58.1,4.102,256.3987
58.11,4.091,256.43961
58.12,4.079,256.4804
58.14,4.067,256.56174
58.15,4.055,256.60229
58.16,4.039,256.64268
58.17,4.02,256.68288
58.19,3.999,256.76286
58.2,3.98,256.80266
58.21,3.958,256.84224
58.22,3.937,256.88161
58.24,3.916,256.95993
58.25,3.9,256.99893
58.26,3.883,257.03776
58.27,3.868,257.07644
58.29,3.855,257.15354
58.3,3.843,257.19197
58.31,3.827,257.23024
58.32,3.811,257.26835
58.34,3.795,257.34425
58.35,3.777,257.38202
58.36,3.76,257.41962
58.37,3.744,257.45706
58.38,3.726,257.49432
58.4,3.709,257.5685
58.41,3.692,257.60542
58.42,3.678,257.6422
58.43,3.663,257.67883
58.44,3.648,257.71531
58.46,3.636,257.78803
58.47,3.62,257.82423
58.48,3.602,257.86025
58.49,3.586,257.89611
58.5,3.57,257.93181
58.51,3.554,257.96735
58.52,3.541,258.00276
58.54,3.526,258.07328
58.55,3.509,258.10837
58.56,3.495,258.14332
58.57,3.479,258.17811
58.58,3.466,258.21277
58.59,3.453,258.2473
58.6,3.437,258.28167
58.61,3.424,258.31591
58.63,3.406,258.38403
58.64,3.39,258.41793
58.65,3.379,258.45172
58.66,3.363,258.48535
58.67,3.347,258.51882
58.68,3.336,258.55218
58.69,3.321,258.58539
58.7,3.307,258.61846
58.71,3.296,258.65142
58.73,3.287,258.71716
58.74,3.273,258.74989
58.75,3.259,258.78248
58.76,3.246,258.81494
58.77,3.23,258.84724
58.78,3.215,258.87939
58.79,3.201,258.9114
58.8,3.187,258.94327
58.81,3.175,258.97502
58.82,3.16,259.00662
58.83,3.148,259.0381
58.84,3.139,259.06949
58.85,3.124,259.10073
58.86,3.115,259.13188
58.87,3.103,259.16291
58.89,3.09,259.22471
58.9,3.076,259.25547
58.91,3.065,259.28612
58.92,3.052,259.31664
58.93,3.04,259.34704
58.94,3.027,259.37731
58.95,3.014,259.40745
58.96,3.001,259.43746
58.97,2.992,259.46738
58.98,2.983,259.49721
58.99,2.97,259.52691
59,2.96,259.55651
59.01,2.949,259.586
59.02,2.939,259.61539
59.03,2.926,259.64465
59.04,2.912,259.67377
59.05,2.902,259.70279
59.06,2.891,259.7317
59.07,2.879,259.76049
59.08,2.872,259.78921
59.09,2.861,259.81782
59.1,2.848,259.8463
59.11,2.836,259.87466
59.12,2.823,259.90289
59.13,2.813,259.93102
59.14,2.8,259.95902
59.15,2.79,259.98692
59.16,2.78,260.01472
59.17,2.771,260.04243
59.18,2.763,260.07006
59.19,2.754,260.0976
59.2,2.746,260.12506
59.21,2.739,260.15245
59.22,2.728,260.17973
59.23,2.717,260.2069
59.24,2.703,260.23393
59.25,2.691,260.26084
59.26,2.681,260.28765
59.26,2.674,260.28765
59.28,2.667,260.34099
59.29,2.658,260.36757
59.29,2.647,260.36757
59.3,2.638,260.39395
59.31,2.633,260.42028
59.32,2.625,260.44653
59.33,2.616,260.47269
59.34,2.607,260.49876
59.35,2.595,260.52471
59.36,2.587,260.55058
59.37,2.582,260.5764
59.38,2.575,260.60215
59.39,2.568,260.62783
59.4,2.56,260.65343
59.41,2.549,260.67892
59.42,2.539,260.70431
59.43,2.532,260.72963
59.44,2.523,260.75486
59.45,2.511,260.77997
59.46,2.503,260.805
59.47,2.496,260.82996
59.47,2.491,260.82996
59.48,2.483,260.85479
59.49,2.478,260.87957
59.5,2.47,260.90427
59.51,2.461,260.92888
59.52,2.452,260.9534
59.53,2.447,260.97787
59.54,2.439,261.00226
59.55,2.427,261.02653
59.56,2.421,261.05074
59.57,2.419,261.07493
59.58,2.412,261.09905
59.59,2.404,261.12309
59.59,2.4,261.12309
59.6,2.397,261.14706
59.61,2.391,261.17097
59.62,2.387,261.19484
59.63,2.381,261.21865
59.64,2.374,261.24239
59.65,2.366,261.26605
59.66,2.358,261.28963
59.67,2.349,261.31312
59.68,2.342,261.33654
59.69,2.329,261.35983
59.69,2.322,261.35983
59.7,2.315,261.38298
59.71,2.308,261.40606
59.72,2.302,261.42908
59.73,2.297,261.45205
59.74,2.293,261.47498
59.75,2.292,261.4979
59.76,2.294,261.52084
59.77,2.289,261.54373
59.78,2.281,261.56654
59.79,2.276,261.5893
59.79,2.27,261.5893
59.8,2.262,261.61192
59.81,2.255,261.63447
59.82,2.244,261.65691
59.83,2.237,261.67928
59.84,2.231,261.70159
59.85,2.227,261.72386
59.86,2.229,261.74615
59.87,2.225,261.7684
59.87,2.221,261.7684
59.88,2.214,261.79054
59.89,2.209,261.81263
59.9,2.202,261.83465
59.91,2.197,261.85662
59.92,2.192,261.87854
59.93,2.186,261.9004
59.94,2.18,261.9222
59.95,2.177,261.94397
59.96,2.176,261.96573
59.96,2.173,261.96573
59.97,2.168,261.98741
59.98,2.162,262.00903
59.99,2.157,262.0306
60,2.153,262.05213
60.01,2.151,262.07364
60.02,2.145,262.09509
60.03,2.141,262.1165
60.04,2.14,262.1379
60.04,2.139,262.1379
60.05,2.135,262.15925
60.06,2.13,262.18055
60.07,2.124,262.20179
60.08,2.118,262.22297
60.09,2.113,262.2441
60.1,2.108,262.26518
60.11,2.102,262.2862
60.11,2.098,262.2862
60.12,2.093,262.30713
60.13,2.092,262.32805
60.14,2.094,262.34899
60.15,2.091,262.3699
60.16,2.086,262.39076
60.17,2.08,262.41156
60.18,2.078,262.43234
60.18,2.072,262.43234
60.19,2.065,262.45299
60.2,2.062,262.47361
60.21,2.062,262.49423
60.22,2.059,262.51482
60.23,2.059,262.53541
60.24,2.059,262.556
60.25,2.06,262.5766
60.25,2.06,262.5766
60.26,2.059,262.59719
60.27,2.055,262.61774
60.28,2.049,262.63823
60.29,2.041,262.65864
60.3,2.035,262.67899
60.31,2.029,262.69928
60.31,2.022,262.69928
60.32,2.018,262.71946
60.33,2.016,262.73962
60.34,2.015,262.75977
60.35,2.014,262.77991
60.36,2.013,262.80004
60.37,2.015,262.82019
60.38,2.014,262.84033
60.38,2.012,262.84033
60.39,2.013,262.86046
60.4,2.012,262.88058
60.41,2.01,262.90068
60.42,2.007,262.92075
60.43,2.004,262.94079
60.44,2.001,262.9608
60.45,1.998,262.98078
60.45,1.995,262.98078
60.46,1.993,263.00071
60.47,1.991,263.02062
60.48,1.989,263.04051
60.49,1.987,263.06038
60.5,1.985,263.08023
60.5,1.983,263.08023
60.51,1.981,263.10004
60.52,1.98,263.11984
60.53,1.977,263.13961
60.54,1.971,263.15932
60.55,1.967,263.17899
60.56,1.965,263.19864
60.57,1.964,263.21828
60.57,1.963,263.21828
60.58,1.961,263.23789
60.59,1.959,263.25748
60.6,1.958,263.27706
60.61,1.957,263.29663
60.62,1.956,263.31619
60.62,1.955,263.31619
60.63,1.954,263.33573
60.64,1.953,263.35526
60.65,1.951,263.37477
60.66,1.949,263.39426
60.67,1.946,263.41372
60.67,1.944,263.41372
60.68,1.941,263.43313
60.69,1.937,263.4525
60.7,1.935,263.47185
60.71,1.933,263.49118
60.72,1.933,263.51051
60.73,1.933,263.52984
60.74,1.933,263.54917
60.74,1.933,263.54917
60.75,1.933,263.5685
60.76,1.931,263.58781
60.77,1.928,263.60709
60.78,1.925,263.62634
60.79,1.922,263.64556
60.8,1.92,263.66476
60.8,1.917,263.66476
60.81,1.915,263.68391
60.82,1.914,263.70305
60.83,1.914,263.72219
60.84,1.914,263.74133
60.85,1.915,263.76048
60.85,1.914,263.76048
60.86,1.913,263.77961
60.87,1.912,263.79873
60.88,1.911,263.81784
60.89,1.91,263.83694
60.9,1.908,263.85602
60.91,1.906,263.87508
60.91,1.904,263.87508
60.92,1.902,263.8941
60.93,1.899,263.91309
60.94,1.898,263.93207
60.95,1.896,263.95103
60.96,1.895,263.96998
60.97,1.895,263.98893
60.97,1.895,263.98893
60.98,1.895,264.00788
60.99,1.895,264.02683
61,1.896,264.04579
61.01,1.896,264.06475
61.02,1.895,264.0837
61.02,1.893,264.0837
61.03,1.89,264.1026
61.04,1.888,264.12148
61.05,1.885,264.14033
61.06,1.883,264.15916
61.07,1.88,264.17796
61.08,1.878,264.19674
61.08,1.877,264.19674
61.09,1.876,264.2155
61.1,1.875,264.23425
61.11,1.875,264.253
61.12,1.875,264.27175
61.13,1.875,264.2905
61.13,1.875,264.2905
61.14,1.875,264.30925
61.15,1.875,264.328
61.16,1.875,264.34675
61.17,1.875,264.3655
61.18,1.874,264.38424
61.18,1.874,264.38424
61.19,1.873,264.40297
61.2,1.872,264.42169
61.21,1.872,264.44041
61.22,1.872,264.45913
61.23,1.871,264.47784
61.24,1.871,264.49655
61.24,1.871,264.49655
61.25,1.871,264.51526
61.26,1.871,264.53397
61.27,1.871,264.55268
61.28,1.87,264.57138
61.29,1.87,264.59008
61.29,1.869,264.59008
61.3,1.869,264.60877
61.31,1.868,264.62745
61.32,1.868,264.64613
61.33,1.867,264.6648
61.34,1.866,264.68346
61.34,1.865,264.68346
61.35,1.864,264.7021
61.36,1.863,264.72073
61.37,1.862,264.73935
61.38,1.86,264.75795
61.39,1.859,264.77654
61.4,1.859,264.79513
61.4,1.858,264.79513
61.41,1.858,264.81371
61.42,1.858,264.83229
61.43,1.859,264.85088
61.44,1.859,264.86947
61.45,1.859,264.88806
61.45,1.86,264.88806
61.46,1.86,264.90666
61.47,1.859,264.92525
61.48,1.858,264.94383
61.49,1.857,264.9624
61.5,1.856,264.98096
61.5,1.855,264.98096
61.51,1.854,264.9995
61.52,1.853,265.01803
61.53,1.852,265.03655
61.54,1.852,265.05507
61.55,1.852,265.07359
61.55,1.852,265.07359
61.56,1.852,265.09211
61.57,1.852,265.11063
61.58,1.852,265.12915
61.59,1.852,265.14767
61.6,1.853,265.1662
61.6,1.853,265.1662
61.61,1.853,265.18473
61.62,1.853,265.20326
61.63,1.852,265.22178
61.64,1.852,265.2403
61.65,1.851,265.25881
61.66,1.851,265.27732
61.66,1.85,265.27732
61.67,1.85,265.29582
61.68,1.85,265.31432
61.69,1.85,265.33282
61.7,1.85,265.35132
61.7,1.85,265.35132
61.71,1.85,265.36982
61.72,1.849,265.38831
61.73,1.849,265.4068
61.74,1.848,265.42528
61.75,1.848,265.44376
61.76,1.848,265.46224
61.76,1.847,265.46224
61.77,1.847,265.48071
61.78,1.846,265.49917
61.79,1.846,265.51763
61.8,1.846,265.53609
61.81,1.845,265.55454
61.81,1.845,265.55454
61.82,1.845,265.57299
61.83,1.845,265.59144
61.84,1.845,265.60989
61.85,1.845,265.62834
61.86,1.844,265.64678
61.87,1.844,265.66522
61.87,1.844,265.66522
61.88,1.844,265.68366
61.89,1.844,265.7021
61.9,1.845,265.72055
61.91,1.845,265.739
61.91,1.845,265.739
61.92,1.845,265.75745
61.93,1.844,265.77589
61.94,1.844,265.79433
61.95,1.843,265.81276
61.96,1.842,265.83118
61.96,1.841,265.83118
61.97,1.84,265.84958
61.98,1.84,265.86798
61.99,1.839,265.88637
62,1.838,265.90475
62.01,1.838,265.92313
62.01,1.838,265.92313
62.02,1.838,265.94151
62.03,1.838,265.95989
62.04,1.838,265.97827
62.05,1.838,265.99665
62.06,1.838,266.01503
62.07,1.838,266.03341
62.07,1.838,266.03341
62.08,1.837,266.05178
62.09,1.837,266.07015
62.1,1.837,266.08852
62.11,1.837,266.10689
62.11,1.836,266.10689
62.12,1.836,266.12525
62.13,1.836,266.14361
62.14,1.836,266.16197
62.15,1.836,266.18033
62.16,1.835,266.19868
62.17,1.835,266.21703
62.17,1.835,266.21703
62.18,1.834,266.23537
62.19,1.834,266.25371
62.2,1.834,266.27205
62.21,1.834,266.29039
62.22,1.834,266.30873
62.22,1.833,266.30873
62.23,1.833,266.32706
62.24,1.833,266.34539
62.25,1.833,266.36372
62.26,1.833,266.38205
62.27,1.833,266.40038
62.27,1.832,266.40038
62.28,1.832,266.4187
62.29,1.832,266.43702
62.3,1.832,266.45534
62.31,1.831,266.47365
62.32,1.831,266.49196
62.32,1.831,266.49196
62.33,1.831,266.51027
62.34,1.831,266.52858
62.35,1.831,266.54689
62.36,1.831,266.5652
62.37,1.831,266.58351
62.37,1.831,266.58351
62.38,1.831,266.60182
62.39,1.831,266.62013
62.4,1.83,266.63843
62.41,1.83,266.65673
62.42,1.83,266.67503
62.42,1.83,266.67503
62.43,1.829,266.69332
62.44,1.829,266.71161
62.45,1.829,266.7299
62.46,1.828,266.74818
62.47,1.828,266.76646
62.47,1.827,266.76646
62.48,1.827,266.78473
62.49,1.827,266.803
62.5,1.827,266.82127
62.51,1.827,266.83954
62.52,1.827,266.85781
62.53,1.827,266.87608
62.53,1.827,266.87608
62.54,1.826,266.89434
62.55,1.826,266.9126
62.56,1.826,266.93086
62.57,1.826,266.94912
62.57,1.826,266.94912
62.58,1.826,266.96738
62.59,1.826,266.98564
62.6,1.825,267.00389
62.61,1.825,267.02214
62.62,1.825,267.04039
62.62,1.824,267.04039
62.63,1.824,267.05863
62.64,1.824,267.07687
62.65,1.824,267.09511
62.66,1.824,267.11335
62.67,1.823,267.13158
62.68,1.823,267.14981
62.68,1.823,267.14981
62.69,1.823,267.16804
62.7,1.823,267.18627
62.71,1.822,267.20449
62.72,1.822,267.22271
62.72,1.822,267.22271
62.73,1.821,267.24092
62.74,1.821,267.25913
62.75,1.821,267.27734
62.76,1.821,267.29555
62.77,1.821,267.31376
62.77,1.821,267.31376
62.78,1.821,267.33197
62.79,1.821,267.35018
62.8,1.821,267.36839
62.81,1.821,267.3866
62.82,1.821,267.40481
62.83,1.821,267.42302
62.83,1.821,267.42302
62.84,1.821,267.44123
62.85,1.821,267.45944
62.86,1.82,267.47764
62.87,1.82,267.49584
62.88,1.82,267.51404
62.88,1.82,267.51404
62.89,1.82,267.53224
62.9,1.82,267.55044
62.91,1.82,267.56864
62.92,1.82,267.58684
62.93,1.82,267.60504
62.93,1.819,267.60504
62.94,1.819,267.62323
62.95,1.819,267.64142
62.96,1.819,267.65961
62.97,1.819,267.6778
62.97,1.819,267.6778
62.98,1.819,267.69599
62.99,1.819,267.71418
63,1.819,267.73237
63.01,1.819,267.75056
63.02,1.819,267.76875
63.03,1.819,267.78694
63.03,1.819,267.78694
63.04,1.819,267.80513
63.05,1.819,267.82332
63.06,1.818,267.8415
63.07,1.818,267.85968
63.08,1.818,267.87786
63.08,1.817,267.87786
63.09,1.817,267.89603
63.1,1.817,267.9142
63.11,1.816,267.93236
63.12,1.816,267.95052
63.12,1.816,267.95052
63.13,1.816,267.96868
63.14,1.816,267.98684
63.15,1.816,268.005
63.16,1.816,268.02316
63.17,1.816,268.04132
63.17,1.816,268.04132
63.18,1.816,268.05948
63.19,1.816,268.07764
63.2,1.816,268.0958
63.21,1.816,268.11396
63.22,1.816,268.13212
63.23,1.815,268.15027
63.23,1.815,268.15027
63.24,1.815,268.16842
63.25,1.815,268.18657
63.26,1.815,268.20472
63.27,1.814,268.22286
63.28,1.814,268.241
63.28,1.814,268.241
63.29,1.814,268.25914
63.3,1.814,268.27728
63.31,1.814,268.29542
63.32,1.814,268.31356
63.33,1.814,268.3317
63.33,1.813,268.3317
63.34,1.813,268.34983
63.35,1.813,268.36796
63.36,1.813,268.38609
63.37,1.813,268.40422
63.38,1.812,268.42234
63.38,1.812,268.42234
63.39,1.812,268.44046
63.4,1.812,268.45858
63.41,1.812,268.4767
63.42,1.811,268.49481
63.43,1.811,268.51292
63.43,1.811,268.51292
63.44,1.811,268.53103
63.45,1.811,268.54914
63.46,1.811,268.56725
63.47,1.811,268.58536
63.48,1.811,268.60347
63.48,1.811,268.60347
63.49,1.811,268.62158
63.5,1.811,268.63969
63.51,1.811,268.6578
63.52,1.811,268.67591
63.53,1.811,268.69402
63.53,1.81,268.69402
63.54,1.81,268.71212
63.55,1.81,268.73022
63.56,1.81,268.74832
63.57,1.81,268.76642
63.58,1.809,268.78451
63.58,1.809,268.78451
63.59,1.809,268.8026
63.6,1.809,268.82069
63.61,1.809,268.83878
63.62,1.809,268.85687
63.63,1.809,268.87496
63.63,1.809,268.87496
63.64,1.809,268.89305
63.65,1.809,268.91114
63.66,1.809,268.92923
63.67,1.809,268.94732
63.68,1.809,268.96541
63.68,1.809,268.96541
63.69,1.809,268.9835
63.7,1.809,269.00159
63.71,1.809,269.01968
63.72,1.809,269.03777
63.73,1.809,269.05586
63.73,1.809,269.05586
63.74,1.809,269.07395
63.75,1.809,269.09204
63.76,1.809,269.11013
63.77,1.809,269.12822
63.78,1.808,269.1463
63.78,1.808,269.1463
63.79,1.808,269.16438
63.8,1.808,269.18246
63.81,1.808,269.20054
63.82,1.808,269.21862
63.83,1.808,269.2367
63.83,1.808,269.2367
63.84,1.808,269.25478
63.85,1.808,269.27286
63.86,1.808,269.29094
63.87,1.808,269.30902
63.88,1.807,269.32709
63.88,1.807,269.32709
63.89,1.807,269.34516
63.9,1.807,269.36323
63.91,1.807,269.3813
63.92,1.807,269.39937
63.93,1.807,269.41744
63.93,1.807,269.41744
63.94,1.807,269.43551
63.95,1.806,269.45357
63.96,1.806,269.47163
63.97,1.806,269.48969
63.98,1.806,269.50775
63.98,1.806,269.50775
63.99,1.806,269.52581
64,1.805,269.54386
64.01,1.805,269.56191
64.02,1.805,269.57996
64.03,1.804,269.598
64.03,1.804,269.598
64.04,1.804,269.61604
64.05,1.804,269.63408
64.06,1.804,269.65212
64.07,1.804,269.67016
64.08,1.805,269.68821
64.08,1.805,269.68821
64.09,1.805,269.70626
64.1,1.805,269.72431
64.11,1.806,269.74237
64.12,1.806,269.76043
64.13,1.806,269.77849
64.13,1.806,269.77849
64.14,1.806,269.79655
64.15,1.805,269.8146
64.16,1.805,269.83265
64.17,1.805,269.8507
64.18,1.804,269.86874
64.18,1.804,269.86874
64.19,1.804,269.88678
64.2,1.804,269.90482
64.21,1.804,269.92286
64.22,1.804,269.9409
64.23,1.804,269.95894
64.23,1.804,269.95894
64.24,1.804,269.97698
64.25,1.804,269.99502
64.26,1.804,270.01306
64.27,1.804,270.0311
64.28,1.804,270.04914
64.28,1.804,270.04914
64.29,1.804,270.06718
64.3,1.803,270.08521
64.31,1.803,270.10324
64.32,1.803,270.12127
64.33,1.803,270.1393
64.33,1.803,270.1393
64.34,1.803,270.15733
64.35,1.803,270.17536
64.36,1.803,270.19339
64.37,1.803,270.21142
64.38,1.803,270.22945
