Temperature (C),Heat Capacity (J/g-C),Enthalpy (J/g)
32.98,1.622,30.97667
32.98,1.623,30.97667
32.99,1.623,30.9929
33,1.623,31.00913
33.01,1.623,31.02536
33.02,1.623,31.04159
33.03,1.623,31.05782
33.03,1.623,31.05782
33.04,1.623,31.07405
33.05,1.624,31.09029
33.06,1.624,31.10653
33.07,1.625,31.12278
33.08,1.625,31.13903
33.08,1.625,31.13903
33.09,1.625,31.15528
33.1,1.626,31.17154
33.11,1.626,31.1878
33.12,1.626,31.20406
33.12,1.626,31.20406
33.13,1.626,31.22032
33.14,1.626,31.23658
33.15,1.627,31.25285
33.16,1.627,31.26912
33.17,1.627,31.28539
33.18,1.628,31.30167
33.18,1.628,31.30167
33.19,1.629,31.31796
33.2,1.629,31.33425
33.21,1.629,31.35054
33.22,1.63,31.36684
33.23,1.63,31.38314
33.23,1.63,31.38314
33.24,1.63,31.39944
33.25,1.63,31.41574
33.26,1.63,31.43204
33.27,1.63,31.44834
33.28,1.63,31.46464
33.28,1.63,31.46464
33.29,1.63,31.48094
33.3,1.63,31.49724
33.31,1.631,31.51355
33.32,1.631,31.52986
33.33,1.631,31.54617
33.33,1.632,31.54617
33.34,1.632,31.56249
33.35,1.632,31.57881
33.36,1.633,31.59514
33.37,1.633,31.61147
33.38,1.633,31.6278
33.38,1.633,31.6278
33.39,1.633,31.64413
33.4,1.634,31.66047
33.41,1.634,31.67681
33.42,1.634,31.69315
33.43,1.634,31.70949
33.43,1.634,31.70949
33.44,1.635,31.72584
33.45,1.635,31.74219
33.46,1.635,31.75854
33.47,1.636,31.7749
33.47,1.636,31.7749
33.48,1.636,31.79126
33.49,1.636,31.80762
33.5,1.636,31.82398
33.51,1.636,31.84034
33.52,1.636,31.8567
33.53,1.637,31.87307
33.53,1.637,31.87307
33.54,1.638,31.88945
33.55,1.639,31.90584
33.56,1.64,31.92224
33.57,1.641,31.93865
33.57,1.641,31.93865
33.58,1.642,31.95507
33.59,1.642,31.97149
33.6,1.643,31.98792
33.61,1.643,32.00435
33.62,1.643,32.02078
33.63,1.643,32.03721
33.63,1.644,32.03721
33.64,1.644,32.05365
33.65,1.644,32.07009
33.66,1.644,32.08653
33.67,1.645,32.10298
33.68,1.645,32.11943
33.68,1.645,32.11943
33.69,1.646,32.13589
33.7,1.646,32.15235
33.71,1.647,32.16882
33.72,1.648,32.1853
33.72,1.648,32.1853
33.73,1.648,32.20178
33.74,1.648,32.21826
33.75,1.648,32.23474
33.76,1.648,32.25122
33.77,1.648,32.2677
33.78,1.649,32.28419
33.78,1.649,32.28419
33.79,1.649,32.30068
33.8,1.649,32.31717
33.81,1.65,32.33367
33.82,1.651,32.35018
33.83,1.651,32.36669
33.83,1.652,32.36669
33.84,1.652,32.38321
33.85,1.652,32.39973
33.86,1.653,32.41626
33.87,1.653,32.43279
33.87,1.653,32.43279
33.88,1.653,32.44932
33.89,1.653,32.46585
33.9,1.653,32.48238
33.91,1.654,32.49892
33.92,1.654,32.51546
33.93,1.654,32.532
33.93,1.655,32.532
33.94,1.655,32.54855
33.95,1.655,32.5651
33.96,1.656,32.58166
33.97,1.656,32.59822
33.97,1.656,32.59822
33.98,1.657,32.61479
33.99,1.657,32.63136
34,1.658,32.64794
34.01,1.658,32.66452
34.02,1.659,32.68111
34.02,1.659,32.68111
34.03,1.66,32.69771
34.04,1.66,32.71431
34.05,1.66,32.73091
34.06,1.661,32.74752
34.07,1.661,32.76413
34.07,1.661,32.76413
34.08,1.661,32.78074
34.09,1.661,32.79735
34.1,1.662,32.81397
34.11,1.662,32.83059
34.12,1.662,32.84721
34.12,1.663,32.84721
34.13,1.663,32.86384
34.14,1.663,32.88047
34.15,1.664,32.89711
34.16,1.664,32.91375
34.17,1.665,32.9304
34.18,1.665,32.94705
34.18,1.666,32.94705
34.19,1.666,32.96371
34.2,1.666,32.98037
34.21,1.666,32.99703
34.22,1.666,33.01369
34.22,1.667,33.01369
34.23,1.667,33.03036
34.24,1.667,33.04703
34.25,1.667,33.0637
34.26,1.668,33.08038
34.27,1.668,33.09706
34.27,1.669,33.09706
34.28,1.669,33.11375
34.29,1.67,33.13045
34.3,1.671,33.14716
34.31,1.672,33.16388
34.32,1.672,33.1806
34.32,1.673,33.1806
34.33,1.673,33.19733
34.34,1.673,33.21406
34.35,1.673,33.23079
34.36,1.673,33.24752
34.37,1.673,33.26425
34.37,1.674,33.26425
34.38,1.674,33.28099
34.39,1.675,33.29774
34.4,1.676,33.3145
34.41,1.676,33.33126
34.42,1.677,33.34803
34.42,1.677,33.34803
34.43,1.677,33.3648
34.44,1.677,33.38157
34.45,1.678,33.39835
34.46,1.678,33.41513
34.47,1.678,33.43191
34.47,1.678,33.43191
34.48,1.679,33.4487
34.49,1.679,33.46549
34.5,1.68,33.48229
34.51,1.681,33.4991
34.51,1.681,33.4991
34.52,1.681,33.51591
34.53,1.682,33.53273
34.54,1.682,33.54955
34.55,1.682,33.56637
34.56,1.682,33.58319
34.57,1.683,33.60002
34.57,1.683,33.60002
34.58,1.683,33.61685
34.59,1.683,33.63368
34.6,1.683,33.65051
34.61,1.683,33.66734
34.62,1.683,33.68417
34.62,1.683,33.68417
34.63,1.684,33.70101
34.64,1.684,33.71785
34.65,1.684,33.73469
34.66,1.685,33.75154
34.66,1.685,33.75154
34.67,1.686,33.7684
34.68,1.686,33.78526
34.69,1.686,33.80212
34.7,1.686,33.81898
34.71,1.687,33.83585
34.71,1.687,33.83585
34.72,1.687,33.85272
34.73,1.687,33.86959
34.74,1.687,33.88646
34.75,1.688,33.90334
34.76,1.688,33.92022
34.76,1.688,33.92022
34.77,1.689,33.93711
34.78,1.689,33.954
34.79,1.689,33.97089
34.8,1.69,33.98779
34.8,1.69,33.98779
34.81,1.69,34.00469
34.82,1.69,34.02159
34.83,1.691,34.0385
34.84,1.692,34.05542
34.85,1.694,34.07236
34.86,1.695,34.08931
34.86,1.696,34.08931
34.87,1.696,34.10627
34.88,1.697,34.12324
34.89,1.697,34.14021
34.9,1.698,34.15719
34.91,1.698,34.17417
34.91,1.698,34.17417
34.92,1.699,34.19116
34.93,1.699,34.20815
34.94,1.699,34.22514
34.95,1.699,34.24213
34.96,1.699,34.25912
34.96,1.7,34.25912
34.97,1.7,34.27612
34.98,1.7,34.29312
34.99,1.701,34.31013
35,1.701,34.32714
35.01,1.701,34.34415
35.01,1.702,34.34415
35.02,1.702,34.36117
35.03,1.702,34.37819
35.04,1.702,34.39521
35.05,1.702,34.41223
35.06,1.703,34.42926
35.06,1.703,34.42926
35.07,1.703,34.44629
35.08,1.703,34.46332
35.09,1.704,34.48036
35.1,1.705,34.49741
35.11,1.705,34.51446
35.11,1.706,34.51446
35.12,1.706,34.53152
35.13,1.707,34.54859
35.14,1.708,34.56567
35.15,1.709,34.58276
35.16,1.709,34.59985
35.16,1.71,34.59985
35.17,1.71,34.61695
35.18,1.71,34.63405
35.19,1.71,34.65115
35.2,1.711,34.66826
35.21,1.711,34.68537
35.21,1.711,34.68537
35.22,1.712,34.70249
35.23,1.712,34.71961
35.24,1.712,34.73673
35.25,1.713,34.75386
35.26,1.713,34.77099
35.26,1.714,34.77099
35.27,1.715,34.78814
35.28,1.715,34.80529
35.29,1.716,34.82245
35.3,1.717,34.83962
35.31,1.718,34.8568
35.31,1.719,34.8568
35.32,1.719,34.87399
35.33,1.72,34.89119
35.34,1.72,34.90839
35.35,1.72,34.92559
35.35,1.721,34.92559
35.36,1.721,34.9428
35.37,1.722,34.96002
35.38,1.722,34.97724
35.39,1.723,34.99447
35.4,1.724,35.01171
35.41,1.724,35.02895
35.41,1.724,35.02895
35.42,1.725,35.0462
35.43,1.725,35.06345
35.44,1.725,35.0807
35.45,1.726,35.09796
35.46,1.726,35.11522
35.46,1.726,35.11522
35.47,1.727,35.13249
35.48,1.728,35.14977
35.49,1.729,35.16706
35.5,1.73,35.18436
35.5,1.731,35.18436
35.51,1.731,35.20167
35.52,1.731,35.21898
35.53,1.732,35.2363
35.54,1.732,35.25362
35.55,1.732,35.27094
35.55,1.732,35.27094
35.56,1.733,35.28827
35.57,1.733,35.3056
35.58,1.733,35.32293
35.59,1.734,35.34027
35.6,1.734,35.35761
35.6,1.735,35.35761
35.61,1.735,35.37496
35.62,1.736,35.39232
35.63,1.736,35.40968
35.64,1.737,35.42705
35.65,1.737,35.44442
35.65,1.738,35.44442
35.66,1.738,35.4618
35.67,1.738,35.47918
35.68,1.739,35.49657
35.69,1.739,35.51396
35.7,1.739,35.53135
35.7,1.74,35.53135
35.71,1.741,35.54876
35.72,1.741,35.56617
35.73,1.741,35.58358
35.74,1.741,35.60099
35.75,1.742,35.61841
35.75,1.742,35.61841
35.76,1.743,35.63584
35.77,1.743,35.65327
35.78,1.744,35.67071
35.79,1.744,35.68815
35.8,1.744,35.70559
35.8,1.745,35.70559
35.81,1.746,35.72305
35.82,1.746,35.74051
35.83,1.747,35.75798
35.84,1.747,35.77545
35.84,1.748,35.77545
35.85,1.748,35.79293
35.86,1.748,35.81041
35.87,1.749,35.8279
35.88,1.749,35.84539
35.89,1.749,35.86288
35.89,1.749,35.86288
35.9,1.749,35.88037
35.91,1.749,35.89786
35.92,1.749,35.91535
35.93,1.75,35.93285
35.94,1.75,35.95035
35.95,1.751,35.96786
35.95,1.752,35.96786
35.96,1.753,35.98539
35.97,1.754,36.00293
35.98,1.756,36.02049
35.99,1.757,36.03806
36,1.757,36.05563
36,1.757,36.05563
36.01,1.757,36.0732
36.02,1.758,36.09078
36.03,1.758,36.10836
36.04,1.759,36.12595
36.05,1.759,36.14354
36.05,1.76,36.14354
36.06,1.761,36.16115
36.07,1.761,36.17876
36.08,1.761,36.19637
36.09,1.762,36.21399
36.1,1.762,36.23161
36.1,1.762,36.23161
36.11,1.763,36.24924
36.12,1.763,36.26687
36.13,1.765,36.28452
36.14,1.766,36.30218
36.14,1.767,36.30218
36.15,1.769,36.31987
36.16,1.769,36.33756
36.17,1.77,36.35526
36.18,1.77,36.37296
36.19,1.771,36.39067
36.19,1.771,36.39067
36.2,1.771,36.40838
36.21,1.772,36.4261
36.22,1.772,36.44382
36.23,1.772,36.46154
36.24,1.772,36.47926
36.24,1.772,36.47926
36.25,1.773,36.49699
36.26,1.773,36.51472
36.27,1.774,36.53246
36.28,1.774,36.5502
36.28,1.775,36.5502
36.29,1.775,36.56795
36.3,1.776,36.58571
36.31,1.776,36.60347
36.32,1.776,36.62123
36.33,1.777,36.639
36.34,1.777,36.65677
36.34,1.777,36.65677
36.35,1.777,36.67454
36.36,1.778,36.69232
36.37,1.778,36.7101
36.38,1.779,36.72789
36.38,1.779,36.72789
36.39,1.779,36.74568
36.4,1.78,36.76348
36.41,1.78,36.78128
36.42,1.781,36.79909
36.43,1.782,36.81691
36.44,1.782,36.83473
36.44,1.783,36.83473
36.45,1.783,36.85256
36.46,1.784,36.8704
36.47,1.784,36.88824
36.48,1.784,36.90608
36.49,1.784,36.92392
36.49,1.785,36.92392
36.5,1.785,36.94177
36.51,1.785,36.95962
36.52,1.786,36.97748
36.53,1.786,36.99534
36.53,1.787,36.99534
36.54,1.788,37.01322
36.55,1.79,37.03112
36.56,1.791,37.04903
36.57,1.791,37.06694
36.58,1.792,37.08486
36.58,1.793,37.08486
36.59,1.793,37.10279
36.6,1.794,37.12073
36.61,1.794,37.13867
36.62,1.794,37.15661
36.63,1.794,37.17455
36.63,1.795,37.17455
36.64,1.796,37.19251
36.65,1.797,37.21048
36.66,1.797,37.22845
36.67,1.797,37.24642
36.68,1.797,37.26439
36.68,1.797,37.26439
36.69,1.798,37.28237
36.7,1.798,37.30035
36.71,1.798,37.31833
36.72,1.799,37.33632
36.73,1.8,37.35432
36.74,1.801,37.37233
36.74,1.802,37.37233
36.75,1.804,37.39037
36.76,1.806,37.40843
36.77,1.807,37.4265
36.78,1.808,37.44458
36.78,1.808,37.44458
36.79,1.809,37.46267
36.8,1.809,37.48076
36.81,1.81,37.49886
36.82,1.811,37.51697
36.83,1.812,37.53509
36.83,1.812,37.53509
36.84,1.813,37.55322
36.85,1.814,37.57136
36.86,1.814,37.5895
36.87,1.815,37.60765
36.88,1.816,37.62581
36.88,1.817,37.62581
36.89,1.817,37.64398
36.9,1.818,37.66216
36.91,1.818,37.68034
36.92,1.819,37.69853
36.93,1.819,37.71672
36.93,1.82,37.71672
36.94,1.82,37.73492
36.95,1.82,37.75312
36.96,1.821,37.77133
36.97,1.821,37.78954
36.98,1.822,37.80776
36.98,1.822,37.80776
36.99,1.823,37.82599
37,1.825,37.84424
37.01,1.826,37.8625
37.02,1.828,37.88078
37.02,1.83,37.88078
37.03,1.831,37.89909
37.04,1.832,37.91741
37.05,1.833,37.93574
37.06,1.833,37.95407
37.07,1.833,37.9724
37.07,1.834,37.9724
37.08,1.834,37.99074
37.09,1.835,38.00909
37.1,1.835,38.02744
37.11,1.835,38.04579
37.12,1.836,38.06415
37.12,1.837,38.06415
37.13,1.837,38.08252
37.14,1.838,38.1009
37.15,1.838,38.11928
37.16,1.839,38.13767
37.17,1.839,38.15606
37.17,1.839,38.15606
37.18,1.839,38.17445
37.19,1.839,38.19284
37.2,1.84,38.21124
37.21,1.84,38.22964
37.22,1.841,38.24805
37.22,1.841,38.24805
37.23,1.841,38.26646
37.24,1.842,38.28488
37.25,1.843,38.30331
37.26,1.843,38.32174
37.27,1.844,38.34018
37.28,1.845,38.35863
37.28,1.846,38.35863
37.29,1.847,38.3771
37.3,1.848,38.39558
37.31,1.85,38.41408
37.32,1.85,38.43258
37.32,1.851,38.43258
37.33,1.851,38.45109
37.34,1.852,38.46961
37.35,1.852,38.48813
37.36,1.852,38.50665
37.37,1.853,38.52518
37.37,1.853,38.52518
37.38,1.853,38.54371
37.39,1.854,38.56225
37.4,1.854,38.58079
37.41,1.855,38.59934
37.42,1.856,38.6179
37.42,1.856,38.6179
37.43,1.857,38.63647
37.44,1.858,38.65505
37.45,1.86,38.67365
37.46,1.861,38.69226
37.47,1.862,38.71088
37.47,1.862,38.71088
37.48,1.862,38.7295
37.49,1.863,38.74813
37.5,1.863,38.76676
37.51,1.864,38.7854
37.52,1.864,38.80404
37.52,1.865,38.80404
37.53,1.866,38.8227
37.54,1.868,38.84138
37.55,1.87,38.86008
37.56,1.871,38.87879
37.57,1.872,38.89751
37.57,1.873,38.89751
37.58,1.873,38.91624
37.59,1.874,38.93498
37.6,1.874,38.95372
37.61,1.875,38.97247
37.62,1.876,38.99123
37.62,1.876,38.99123
37.63,1.878,39.01001
37.64,1.878,39.02879
37.65,1.879,39.04758
37.66,1.879,39.06637
37.66,1.88,39.06637
37.67,1.88,39.08517
37.68,1.881,39.10398
37.69,1.881,39.12279
37.7,1.882,39.14161
37.71,1.883,39.16044
37.71,1.885,39.16044
37.72,1.886,39.1793
37.73,1.887,39.19817
37.74,1.888,39.21705
37.75,1.888,39.23593
37.76,1.889,39.25482
37.77,1.89,39.27372
37.77,1.89,39.27372
37.78,1.891,39.29263
37.79,1.894,39.31157
37.8,1.896,39.33053
37.81,1.899,39.34952
37.81,1.901,39.34952
37.82,1.902,39.36854
37.83,1.903,39.38757
37.84,1.903,39.4066
37.85,1.903,39.42563
37.86,1.904,39.44467
37.86,1.905,39.44467
37.87,1.905,39.46372
37.88,1.905,39.48277
37.89,1.905,39.50182
37.9,1.906,39.52088
37.91,1.906,39.53994
37.91,1.907,39.53994
37.92,1.908,39.55902
37.93,1.909,39.57811
37.94,1.909,39.5972
37.95,1.91,39.6163
37.96,1.911,39.63541
37.96,1.912,39.63541
37.97,1.912,39.65453
37.98,1.913,39.67366
37.99,1.914,39.6928
38,1.915,39.71195
38.01,1.916,39.73111
38.01,1.918,39.73111
38.02,1.919,39.7503
38.03,1.92,39.7695
38.04,1.922,39.78872
38.05,1.924,39.80796
38.05,1.925,39.80796
38.06,1.926,39.82722
38.07,1.928,39.8465
38.08,1.929,39.86579
38.09,1.929,39.88508
38.1,1.93,39.90438
38.1,1.93,39.90438
38.11,1.93,39.92368
38.12,1.93,39.94298
38.13,1.93,39.96228
38.14,1.93,39.98158
38.15,1.93,40.00088
38.15,1.931,40.00088
38.16,1.932,40.0202
38.17,1.933,40.03953
38.18,1.934,40.05887
38.19,1.935,40.07822
38.2,1.936,40.09758
38.2,1.938,40.09758
38.21,1.939,40.11697
38.22,1.94,40.13637
38.23,1.94,40.15577
38.24,1.941,40.17518
38.25,1.942,40.1946
38.25,1.943,40.1946
38.26,1.944,40.21404
38.27,1.945,40.23349
38.28,1.945,40.25294
38.29,1.946,40.2724
38.3,1.947,40.29187
38.3,1.948,40.29187
38.31,1.948,40.31135
38.32,1.949,40.33084
38.33,1.95,40.35034
38.34,1.951,40.36985
38.34,1.951,40.36985
38.35,1.952,40.38937
38.36,1.953,40.4089
38.37,1.955,40.42845
38.38,1.956,40.44801
38.39,1.957,40.46758
38.4,1.958,40.48716
38.4,1.958,40.48716
38.41,1.959,40.50675
38.42,1.96,40.52635
38.43,1.96,40.54595
38.44,1.961,40.56556
38.45,1.961,40.58517
38.45,1.961,40.58517
38.46,1.962,40.60479
38.47,1.962,40.62441
38.48,1.963,40.64404
38.49,1.963,40.66367
38.49,1.963,40.66367
38.5,1.964,40.68331
38.51,1.965,40.70296
38.52,1.966,40.72262
38.53,1.967,40.74229
38.54,1.969,40.76198
38.54,1.971,40.76198
38.55,1.973,40.78171
38.56,1.973,40.80144
38.57,1.974,40.82118
38.58,1.976,40.84094
38.59,1.976,40.8607
38.59,1.978,40.8607
38.6,1.98,40.8805
38.61,1.981,40.90031
38.62,1.983,40.92014
38.63,1.984,40.93998
38.64,1.986,40.95984
38.65,1.987,40.97971
38.65,1.988,40.97971
38.66,1.988,40.99959
38.67,1.989,41.01948
38.68,1.99,41.03938
38.69,1.992,41.0593
38.69,1.993,41.0593
38.7,1.996,41.07926
38.71,1.997,41.09923
38.72,1.999,41.11922
38.73,2,41.13922
38.73,2.001,41.13922
38.74,2.001,41.15923
38.75,2.002,41.17925
38.76,2.002,41.19927
38.77,2.003,41.2193
38.78,2.003,41.23933
38.78,2.004,41.23933
38.79,2.005,41.25938
38.8,2.006,41.27944
38.81,2.008,41.29952
38.82,2.009,41.31961
38.83,2.01,41.33971
38.83,2.011,41.33971
38.84,2.012,41.35983
38.85,2.012,41.37995
38.86,2.013,41.40008
38.87,2.014,41.42022
38.88,2.016,41.44038
38.88,2.018,41.44038
38.89,2.019,41.46057
38.9,2.021,41.48078
38.91,2.022,41.501
38.92,2.023,41.52123
38.93,2.024,41.54147
38.93,2.025,41.54147
38.94,2.026,41.56173
38.95,2.026,41.58199
38.96,2.027,41.60226
38.97,2.029,41.62255
38.98,2.03,41.64285
38.99,2.032,41.66317
38.99,2.034,41.66317
39,2.036,41.68353
39.01,2.038,41.70391
39.02,2.04,41.72431
39.03,2.041,41.74472
39.03,2.042,41.74472
39.04,2.042,41.76514
39.05,2.042,41.78556
39.06,2.042,41.80598
39.07,2.043,41.82641
39.08,2.043,41.84684
39.08,2.043,41.84684
39.09,2.043,41.86727
39.1,2.045,41.88772
39.11,2.046,41.90818
39.12,2.047,41.92865
39.13,2.048,41.94913
39.13,2.049,41.94913
39.14,2.049,41.96962
39.15,2.05,41.99012
39.16,2.051,42.01063
39.17,2.053,42.03116
39.17,2.055,42.03116
39.18,2.057,42.05173
39.19,2.06,42.07233
39.2,2.063,42.09296
39.21,2.064,42.1136
39.22,2.065,42.13425
39.22,2.066,42.13425
39.23,2.066,42.15491
39.24,2.066,42.17557
39.25,2.066,42.19623
39.26,2.067,42.2169
39.27,2.067,42.23757
39.27,2.068,42.23757
39.28,2.069,42.25826
39.29,2.07,42.27896
39.3,2.072,42.29968
39.31,2.073,42.32041
39.32,2.074,42.34115
39.32,2.076,42.34115
39.33,2.077,42.36192
39.34,2.078,42.3827
39.35,2.079,42.40349
39.36,2.08,42.42429
39.37,2.081,42.4451
39.37,2.081,42.4451
39.38,2.081,42.46591
39.39,2.082,42.48673
39.4,2.083,42.50756
39.41,2.084,42.5284
39.42,2.086,42.54926
39.42,2.088,42.54926
39.43,2.089,42.57015
39.44,2.091,42.59106
39.45,2.092,42.61198
39.46,2.093,42.63291
39.46,2.094,42.63291
39.47,2.095,42.65386
39.48,2.096,42.67482
39.49,2.097,42.69579
39.5,2.097,42.71676
39.51,2.098,42.73774
39.51,2.098,42.73774
39.52,2.099,42.75873
39.53,2.1,42.77973
39.54,2.102,42.80075
39.55,2.104,42.82179
39.56,2.106,42.84285
39.56,2.107,42.84285
39.57,2.107,42.86392
39.58,2.108,42.885
39.59,2.108,42.90608
39.6,2.109,42.92717
39.61,2.109,42.94826
39.61,2.109,42.94826
39.62,2.109,42.96935
39.63,2.11,42.99045
39.64,2.111,43.01156
39.65,2.112,43.03268
39.66,2.113,43.05381
39.66,2.115,43.05381
39.67,2.116,43.07497
39.68,2.117,43.09614
39.69,2.118,43.11732
39.7,2.119,43.13851
39.71,2.119,43.1597
39.71,2.119,43.1597
39.72,2.119,43.18089
39.73,2.12,43.20209
39.74,2.12,43.22329
39.75,2.121,43.2445
39.75,2.123,43.2445
39.76,2.125,43.26575
39.77,2.127,43.28702
39.78,2.13,43.30832
39.79,2.132,43.32964
39.8,2.133,43.35097
39.8,2.134,43.35097
39.81,2.135,43.37232
39.82,2.135,43.39367
39.83,2.136,43.41503
39.84,2.136,43.43639
39.85,2.136,43.45775
39.85,2.136,43.45775
39.86,2.136,43.47911
39.87,2.136,43.50047
39.88,2.136,43.52183
39.89,2.136,43.54319
39.9,2.137,43.56456
39.9,2.137,43.56456
39.91,2.138,43.58594
39.92,2.138,43.60732
39.93,2.139,43.62871
39.94,2.139,43.6501
39.95,2.14,43.6715
39.95,2.141,43.6715
39.96,2.143,43.69293
39.97,2.144,43.71437
39.98,2.146,43.73583
39.99,2.147,43.7573
39.99,2.149,43.7573
40,2.15,43.7788
40.01,2.151,43.80031
40.02,2.152,43.82183
40.03,2.152,43.84335
40.04,2.153,43.86488
40.04,2.153,43.86488
40.05,2.154,43.88642
40.06,2.154,43.90796
40.07,2.155,43.92951
40.08,2.156,43.95107
40.09,2.156,43.97263
40.09,2.156,43.97263
40.1,2.157,43.9942
40.11,2.158,44.01578
40.12,2.159,44.03737
40.13,2.16,44.05897
40.14,2.161,44.08058
40.14,2.162,44.08058
40.15,2.163,44.10221
40.16,2.164,44.12385
40.17,2.164,44.14549
40.18,2.165,44.16714
40.19,2.165,44.18879
40.19,2.166,44.18879
40.2,2.166,44.21045
40.21,2.167,44.23212
40.22,2.167,44.25379
40.23,2.168,44.27547
40.23,2.168,44.27547
40.24,2.169,44.29716
40.25,2.17,44.31886
40.26,2.17,44.34056
40.27,2.17,44.36226
40.28,2.17,44.38396
40.28,2.17,44.38396
40.29,2.17,44.40566
40.3,2.171,44.42737
40.31,2.171,44.44908
40.32,2.172,44.4708
40.33,2.173,44.49253
40.33,2.173,44.49253
40.34,2.174,44.51427
40.35,2.174,44.53601
40.36,2.174,44.55775
40.37,2.175,44.5795
40.38,2.175,44.60125
40.39,2.175,44.623
40.39,2.175,44.623
40.4,2.174,44.64474
40.41,2.175,44.66649
40.42,2.176,44.68825
40.43,2.177,44.71002
40.44,2.178,44.7318
40.44,2.179,44.7318
40.45,2.18,44.7536
40.46,2.181,44.77541
40.47,2.182,44.79723
40.48,2.182,44.81905
40.48,2.182,44.81905
40.49,2.182,44.84087
40.5,2.183,44.8627
40.51,2.183,44.88453
40.52,2.184,44.90637
40.53,2.184,44.92821
40.54,2.184,44.95005
40.54,2.184,44.95005
40.55,2.185,44.9719
40.56,2.185,44.99375
40.57,2.185,45.0156
40.58,2.186,45.03746
40.58,2.187,45.03746
40.59,2.187,45.05933
40.6,2.188,45.08121
40.61,2.189,45.1031
40.62,2.19,45.125
40.63,2.19,45.1469
40.63,2.189,45.1469
40.64,2.19,45.1688
40.65,2.189,45.19069
40.66,2.189,45.21258
40.67,2.189,45.23447
40.68,2.19,45.25637
40.68,2.191,45.25637
40.69,2.192,45.27829
40.7,2.194,45.30023
40.71,2.195,45.32218
40.72,2.196,45.34414
40.72,2.196,45.34414
40.73,2.197,45.36611
40.74,2.197,45.38808
40.75,2.198,45.41006
40.76,2.198,45.43204
40.77,2.198,45.45402
40.78,2.198,45.476
40.78,2.199,45.476
40.79,2.199,45.49799
40.8,2.199,45.51998
40.81,2.199,45.54197
40.82,2.199,45.56396
40.82,2.199,45.56396
40.83,2.199,45.58595
40.84,2.2,45.60795
40.85,2.2,45.62995
40.86,2.2,45.65195
40.87,2.201,45.67396
40.87,2.201,45.67396
40.88,2.202,45.69598
40.89,2.202,45.718
40.9,2.203,45.74003
40.91,2.203,45.76206
40.92,2.203,45.78409
40.93,2.203,45.80612
40.93,2.203,45.80612
40.94,2.203,45.82815
40.95,2.202,45.85017
40.96,2.202,45.87219
40.97,2.202,45.89421
40.98,2.202,45.91623
40.98,2.203,45.91623
40.99,2.203,45.93826
41,2.204,45.9603
41.01,2.204,45.98234
41.02,2.205,46.00439
41.03,2.205,46.02644
41.03,2.205,46.02644
41.04,2.206,46.0485
41.05,2.206,46.07056
41.06,2.206,46.09262
41.07,2.206,46.11468
41.08,2.206,46.13674
41.08,2.205,46.13674
41.09,2.205,46.15879
41.1,2.205,46.18084
41.11,2.206,46.2029
41.12,2.206,46.22496
41.13,2.206,46.24702
41.13,2.206,46.24702
41.14,2.206,46.26908
41.15,2.206,46.29114
41.16,2.206,46.3132
41.17,2.206,46.33526
41.18,2.206,46.35732
41.18,2.206,46.35732
41.19,2.206,46.37938
41.2,2.205,46.40143
41.21,2.205,46.42348
41.22,2.205,46.44553
41.22,2.205,46.44553
41.23,2.204,46.46757
41.24,2.204,46.48961
41.25,2.204,46.51165
41.26,2.204,46.53369
41.27,2.204,46.55573
41.27,2.204,46.55573
41.28,2.204,46.57777
41.29,2.204,46.59981
41.3,2.204,46.62185
41.31,2.204,46.64389
41.32,2.204,46.66593
41.33,2.203,46.68796
41.33,2.203,46.68796
41.34,2.203,46.70999
41.35,2.204,46.73203
41.36,2.204,46.75407
41.37,2.204,46.77611
41.38,2.204,46.79815
41.38,2.204,46.79815
41.39,2.204,46.82019
41.4,2.204,46.84223
41.41,2.205,46.86428
41.42,2.205,46.88633
41.43,2.206,46.90839
41.43,2.206,46.90839
41.44,2.207,46.93046
41.45,2.207,46.95253
41.46,2.207,46.9746
41.47,2.207,46.99667
41.47,2.207,46.99667
41.48,2.207,47.01874
41.49,2.207,47.04081
41.5,2.207,47.06288
41.51,2.206,47.08494
41.52,2.206,47.107
41.52,2.205,47.107
41.53,2.205,47.12905
41.54,2.205,47.1511
41.55,2.205,47.17315
41.56,2.205,47.1952
41.57,2.205,47.21725
41.58,2.205,47.2393
41.58,2.205,47.2393
41.59,2.205,47.26135
41.6,2.205,47.2834
41.61,2.205,47.30545
41.62,2.204,47.32749
41.63,2.204,47.34953
41.63,2.205,47.34953
41.64,2.205,47.37158
41.65,2.205,47.39363
41.66,2.205,47.41568
41.67,2.205,47.43773
41.68,2.206,47.45979
41.68,2.206,47.45979
41.69,2.206,47.48185
41.7,2.206,47.50391
41.71,2.205,47.52596
41.72,2.205,47.54801
41.73,2.204,47.57005
41.73,2.204,47.57005
41.74,2.204,47.59209
41.75,2.204,47.61413
41.76,2.204,47.63617
41.77,2.204,47.65821
41.78,2.204,47.68025
41.78,2.204,47.68025
41.79,2.205,47.7023
41.8,2.205,47.72435
41.81,2.205,47.7464
41.82,2.205,47.76845
41.83,2.205,47.7905
41.83,2.205,47.7905
41.84,2.205,47.81255
41.85,2.205,47.8346
41.86,2.205,47.85665
41.87,2.205,47.8787
41.88,2.205,47.90075
41.88,2.205,47.90075
41.89,2.205,47.9228
41.9,2.205,47.94485
41.91,2.205,47.9669
41.92,2.205,47.98895
