Temperature (°C),Heat Capacity (Normalized) (J/(g.°C)),Enthalpy (J/g)
-7.002512562814072,0.7211296841381906,0.20600615719447216
-6.505025125628142,0.9854605302331658,0.6576791431251253
-6.007537688442213,1.0470144830110553,1.1694609203969846
-5.510050251256283,1.056703374,1.6943503653226129
-5.012562814070353,1.0569221628331658,2.2201441159251254
-4.515075376884424,1.052373001301005,2.744644355927638
-4.017587939698494,1.0430435830115579,3.2657026088623113
-3.5201005025125647,1.0315383218819096,3.7813595965236186
-3.0226130653266354,1.0187893104603016,4.290866690725628
-2.5251256281407057,1.0053067999522614,4.793520172698995
-2.027638190954776,0.9934727210457287,5.289865022758793
-1.5301507537688464,0.9812008293060303,5.780603708226633
-1.0326633165829167,0.9705679132115579,6.2656028535934665
-0.535175879396987,0.9612470601633166,6.7455416731386935
-0.03768844221105727,0.9536181398095479,7.221394810854271
0.4597989949748724,0.9465482196180904,7.69371554305628
0.9572864321608012,0.9398701550849246,8.16245478599246
1.454773869346731,0.934965555182412,8.628409050096481
1.9522613065326606,0.931029648241206,9.092286423859296
2.4497487437185903,0.9264419792366835,9.553973017613064
2.94723618090452,0.9241888319592967,10.014234438346733
3.4447236180904497,0.9226547491160805,10.473449843849245
3.9422110552763794,0.919777671596985,10.931497839135679
4.439698492462309,0.9174757249447236,11.388421074437186
4.937185929648239,0.9170999999999999,11.844683165080403
5.4346733668341685,0.9162452260854271,12.300749790693468
5.932160804020098,0.9154221105527638,12.756441885919598
6.429648241206028,0.915032596816583,13.211765789562813
6.9271356783919575,0.9156188442211056,13.667062187487437
7.424623115577887,0.9146673558542715,14.122277484286432
7.922110552763817,0.9153284278251256,14.577469372582913
8.419597989949747,0.9164877076582915,15.033245059582914
8.917085427135676,0.9170172013206029,15.489344672773866
9.414572864321604,0.9170999999999999,15.945537364869347
9.912060301507536,0.9182826473291458,16.402263209502514
10.409547738693464,0.9193539695065328,16.859399452145723
10.907035175879395,0.9206580315211056,17.317021538396983
11.404522613065323,0.9216259022532665,17.775341544165826
11.902010050251254,0.9229838251160805,18.23409797476885
12.399497487437182,0.9251983554150753,18.69383283937688
12.896984924623114,0.9263213547783918,19.154391124703515
13.394472361809042,0.9277848473788944,19.61553401158794
13.891959798994973,0.929733397724623,20.07780111212563
14.389447236180901,0.9315086340708543,20.540968982502513
14.886934673366833,0.9345803109286432,21.005021786562814
15.38442211055276,0.9367597989949749,21.470657595376885
15.881909547738692,0.939311280303015,21.93743924199498
16.379396984924618,0.9407198683537689,22.405167575728644
16.87688442211055,0.9436723444582915,22.874041281256282
17.37437185929648,0.9468000000000001,23.34452100838191
17.871859296482413,0.9495991492417085,23.81633763105528
18.369346733668337,0.9523332749804019,24.2895772891809
18.86683417085427,0.9548945602190956,24.763982216155778
19.3643216080402,0.9584445898175881,25.239964341889447
19.86180904522613,0.9621,25.718120954412065
20.359296482412056,0.9654009908201006,26.197732273160803
20.856783919597987,0.9694632663316584,26.67907925113568
21.35427135678392,0.9739172004964824,27.16272589771357
21.85175879396985,0.9769501290934675,27.648218459351764
22.349246231155774,0.9806188353603016,28.135428758095475
22.846733668341706,0.984780904522613,28.624505748150753
23.344221105527637,0.9896685569005025,29.115913666341708
23.84170854271357,0.9936379899497487,29.60954246519096
24.339195979899493,0.9986562812035176,30.105455171427135
24.836683417085425,1.0029096248291458,30.603531495120603
25.334170854271356,1.0083075376884425,31.104185487874375
25.831658291457288,1.0149893349964825,31.607784135452267
26.329145728643212,1.0203380045954775,32.114266474658294
26.826633165829143,1.0263414416110552,32.62359808940201
27.324120603015075,1.0328703235100503,33.136073303246235
27.821608040201006,1.0396402010592964,33.65191487202513
28.31909547738693,1.0467128407567838,34.171298448331655
28.816582914572862,1.0553736757974874,34.69456534888945
29.314070351758794,1.0647618303211057,35.22230611403518
29.811557788944725,1.0744829816653267,35.75481348093468
30.30904522613065,1.0878664051130653,36.29309832393467
30.80653266331658,1.1038141420190957,36.83891384868845
31.304020100502512,1.1310645010613065,37.39522616986433
31.801507537688444,1.1743795028125636,37.96892344447237
32.29899497487437,1.2421087006025124,38.57339688413065
32.7964824120603,1.3253161469834172,39.216322359994976
33.29396984924623,1.4257027279944732,39.904114382140705
33.79145728643216,1.5397692556070364,40.6474420674573
34.28894472361809,1.711799030840201,41.4652665920201
34.78643216080402,1.9440509231261316,42.38367225603016
35.28391959798995,2.214682155167339,43.43134282819599
35.78140703517588,2.4732934480266358,44.61277108409549
36.278894472361806,2.6205899039366836,45.893228093954775
36.77638190954774,2.6482780053587938,47.20956913049247
37.27386934673367,2.6181690726482407,48.519016716708556
37.7713567839196,2.5654738938648234,49.806791127271374
38.268844221105525,2.5454059082321607,51.075225036497486
38.766331658291456,2.6046281696743727,52.35171804904523
