T (K),81vol% Weighted heat capacity (J/g-c),81vol% enthalpy (J/g)
273.25,0.353794122,0.353794122
273.35,0.356847558,0.389478877
273.45,0.524911675,0.441970045
273.55,0.719232694,0.513893314
273.65,0.845738493,0.598467164
273.75,0.94676695,0.693143859
273.85,1.025267746,0.795670633
273.95,1.074777307,0.903148364
274.05,1.115874133,1.014735777
274.15,1.14914796,1.129650573
274.25,1.175305227,1.247181096
274.35,1.191444313,1.366325527
274.45,1.203681382,1.486693666
274.55,1.21353125,1.608046791
274.65,1.224679025,1.730514693
274.75,1.227724407,1.853287134
274.85,1.231773064,1.97646444
274.95,1.234094564,2.099873897
275.05,1.234760027,2.223349899
275.15,1.236720857,2.347021985
275.25,1.2358268,2.470604665
275.35,1.236428569,2.594247522
275.45,1.236348333,2.717882355
275.55,1.235465738,2.841428929
275.65,1.236111273,2.965040056
275.75,1.236106193,3.088650676
275.85,1.234760027,3.212126678
275.95,1.234683438,3.335595022
276.05,1.234048845,3.458999907
276.15,1.23308875,3.582308782
276.25,1.231986418,3.705507424
276.35,1.2303507,3.828542494
276.45,1.229710636,3.951513557
276.55,1.228184331,4.07433199
276.65,1.225787283,4.196910719
276.75,1.223671062,4.319277825
276.85,1.222812173,4.441559042
276.95,1.219759562,4.563534998
277.05,1.217905018,4.6853255
277.15,1.215934029,4.806918903
277.25,1.213566809,4.928275584
277.35,1.211756031,5.049451187
277.45,1.209015245,5.170352711
277.55,1.207603823,5.291113094
277.65,1.205032627,5.411616356
277.75,1.202355536,5.53185191
277.85,1.19968454,5.651820364
277.95,1.19788525,5.771608889
278.05,1.194791609,5.89108805
278.15,1.192318885,6.010319938
278.25,1.190880109,6.129407949
278.35,1.188407385,6.248248688
278.45,1.185830718,6.36683176
278.55,1.183472877,6.485179047
278.65,1.182274809,6.603406528
278.75,1.180451136,6.721451642
278.85,1.17824952,6.839276594
278.95,1.176131292,6.956889723
279.05,1.174872592,7.074376982
279.15,1.172340146,7.191610997
279.25,1.169402418,7.308551239
279.35,1.168127762,7.425364015
279.45,1.166059864,7.541970001
279.55,1.164456969,7.658415698
279.65,1.162077245,7.774623423
279.75,1.160545469,7.890677969
279.85,1.158592455,8.006537215
279.95,1.156633969,8.122200612
280.05,1.155605491,8.237761161
280.15,1.153805654,8.353141726
280.25,1.152476291,8.468389355
280.35,1.150796808,8.583469036
280.45,1.149631564,8.698432193
280.55,1.1482092,8.813253113
280.65,1.147355782,8.927988691
280.75,1.145681769,9.042556868
280.85,1.144866645,9.157043532
280.95,1.143403643,9.271383896
281.05,1.14210726,9.385594622
281.15,1.140889107,9.499683533
281.25,1.13968213,9.613651746
281.35,1.138318693,9.727483615
281.45,1.136616936,9.841145309
281.55,1.135872931,9.954732602
281.65,1.134838982,10.0682165
281.75,1.134007446,10.18161724
281.85,1.132918791,10.29490912
281.95,1.1317809,10.40808721
282.05,1.1309986,10.52118707
282.15,1.1302163,10.6342087
282.25,1.130002945,10.747209
282.35,1.128952585,10.86010426
282.45,1.128438345,10.97294809
282.55,1.127026923,11.08565078
282.65,1.1270871,11.19835949
282.75,1.1263048,11.31098997
282.85,1.125166909,11.42350666
282.95,1.124860554,11.53599272
283.05,1.123033364,11.64829606
283.15,1.123055246,11.76060158
283.25,1.122322182,11.8728338
283.35,1.122212769,11.98505508
283.45,1.121611,12.09721618
283.55,1.121611,12.20937728
283.65,1.121184291,12.32149571
283.75,1.120226931,12.4335184
283.85,1.1200464,12.54552304
283.95,1.119384454,12.65746148
284.05,1.1200464,12.76946612
284.15,1.119564985,12.88142262
284.25,1.119192982,12.99334192
284.35,1.1184818,13.1051901
284.45,1.117983973,13.2169885
284.55,1.116977377,13.32868624
284.65,1.117059436,13.44039218
284.75,1.116676492,13.55205983
284.85,1.1161349,13.66367332
284.95,1.115713662,13.77524468
285.05,1.115992664,13.88684395
285.15,1.115111892,13.99835514
285.25,1.1145703,14.10981217
285.35,1.1145703,14.2212692
285.45,1.114712536,14.33274045
285.55,1.1145703,14.44419748
285.65,1.1145703,14.55565451
285.75,1.1145703,14.66711154
285.85,1.1145703,14.77856857
285.95,1.114149062,14.88998348
286.05,1.114428064,15.00142629
286.15,1.113848177,15.1128111
286.25,1.113788,15.2241899
286.35,1.113968531,15.33558676
286.45,1.113788,15.44696556
286.55,1.113564486,15.55832201
286.65,1.11316216,15.66963822
286.75,1.1130057,15.78093879
286.85,1.113219055,15.8922607
286.95,1.1130057,16.00356127
287.05,1.11284924,16.11484619
287.15,1.112825169,16.22612871
287.25,1.112650109,16.33739372
287.35,1.1130057,16.44869429
287.45,1.1130057,16.55999486
287.55,1.112446914,16.67123955
287.65,1.11324039,16.78256359
287.75,1.11339685,16.89390327
287.85,1.11230163,17.00513344
287.95,1.112949821,17.11642842
288.05,1.1130057,17.22772899
288.15,1.112403931,17.33896938
288.25,1.11261455,17.45023084
288.35,1.112670429,17.56149788
288.45,1.11206694,17.67270457
288.55,1.113173336,17.78402191
288.65,1.1130057,17.89532248
288.75,1.113117457,18.00663422
288.85,1.113716882,18.11800591
288.95,1.113487115,18.22935462
289.05,1.114214709,18.34077609
289.15,1.113908354,18.45216693
289.25,1.1145703,18.56362396
289.35,1.114149062,18.67503887
289.45,1.114214709,18.78646034
289.55,1.114149062,18.89787524
289.65,1.1145703,19.00933227
289.75,1.114149062,19.12074718
289.85,1.11417915,19.23216509
289.95,1.114849693,19.34365006
290.05,1.1145703,19.45510709
290.15,1.1145703,19.56656412
290.25,1.1145703,19.67802115
290.35,1.115232246,19.78954438
290.45,1.115850427,19.90112942
290.55,1.115653485,20.01269477
290.65,1.115565955,20.12425136
290.75,1.115834015,20.23583477
290.85,1.1161349,20.34744826
290.95,1.1161349,20.45906175
291.05,1.115921545,20.5706539
291.15,1.116556138,20.68230951
291.25,1.116277136,20.79393723
291.35,1.116556138,20.90559284
291.45,1.116988318,21.01729167
291.55,1.117278262,21.1290195
291.65,1.117628382,21.24078234
291.75,1.118120738,21.35259441
291.85,1.1176995,21.46436436
291.95,1.118361446,21.57620051
292.05,1.118268445,21.68802735
292.15,1.1184818,21.79987553
292.25,1.118979627,21.91177349
292.35,1.118963215,22.02366982
292.45,1.1184818,22.135518
292.55,1.118662331,22.24738423
292.65,1.119690809,22.35935331
292.75,1.119384454,22.47129175
292.85,1.120401991,22.58333195
292.95,1.120587992,22.69539075
293.05,1.121326527,22.80752341
293.15,1.121611,22.91968451
293.25,1.121611,23.03184561
293.35,1.122092415,23.14405485
293.45,1.122322182,23.25628707
293.55,1.121911885,23.36847825
293.65,1.122606655,23.48073892
293.75,1.122694185,23.59300834
293.85,1.122748891,23.70528323
293.95,1.1231756,23.81760079
294.05,1.1231756,23.92991835
294.15,1.123897723,24.04230812
294.25,1.124242373,24.15473236
294.35,1.1247402,24.26720638
294.45,1.125166909,24.37972307
294.55,1.125883562,24.49231142
294.65,1.1255225,24.60486367
294.75,1.125883562,24.71745203
294.85,1.1263048,24.83008251
294.95,1.127026923,24.9427852
295.05,1.127158218,25.05550102
295.15,1.1270871,25.16820973
295.25,1.1270871,25.28091844
295.35,1.127147277,25.39363317
295.45,1.128580582,25.50649123
295.55,1.1286517,25.6193564
295.65,1.129931827,25.73234958
295.75,1.130938423,25.84544342
295.85,1.130429655,25.95848639
295.95,1.1309986,26.07158625
296.05,1.1309986,26.18468611
