T (K),55vol% Weighted heat capacity (J/g-c),55vol% enthalpy (J/g)
273.25,0.74985723,0.74985723
273.35,0.751815442,0.825038774
273.45,0.859597325,0.910998506
273.55,0.984218129,1.009420319
273.65,1.065348079,1.115955127
273.75,1.13013905,1.228969032
273.85,1.180482715,1.347017304
273.95,1.212233893,1.468240693
274.05,1.238589867,1.59209968
274.15,1.25992884,1.718092564
274.25,1.276703864,1.84576295
274.35,1.287054087,1.974468359
274.45,1.294901891,2.103958548
274.55,1.30121875,2.234080423
274.65,1.308367975,2.36491722
274.75,1.310321021,2.495949322
274.85,1.312917482,2.627241071
274.95,1.314406293,2.7586817
275.05,1.314833064,2.890165006
275.15,1.316090571,3.021774063
275.25,1.3155172,3.153325783
275.35,1.315903123,3.284916096
275.45,1.315851667,3.416501262
275.55,1.315285646,3.548029827
275.65,1.315699636,3.679599791
275.75,1.315696379,3.811169429
275.85,1.314833064,3.942652735
275.95,1.314783946,4.07413113
276.05,1.314376973,4.205568827
276.15,1.31376125,4.336944952
276.25,1.313054309,4.468250383
276.35,1.3120053,4.599450913
276.45,1.311594818,4.730610395
276.55,1.310615977,4.861671992
276.65,1.309078717,4.992579864
276.75,1.307721554,5.123352019
276.85,1.307170736,5.254069093
276.95,1.305213054,5.384590398
277.05,1.304023709,5.514992769
277.15,1.302759686,5.645268738
277.25,1.301241555,5.775392893
277.35,1.300080277,5.905400921
277.45,1.298322573,6.035233178
277.55,1.297417408,6.164974919
277.65,1.295768464,6.294551765
277.75,1.294051607,6.423956926
277.85,1.29233866,6.553190792
277.95,1.29118475,6.682309267
278.05,1.289200755,6.811229342
278.15,1.287614962,6.939990839
278.25,1.286692255,7.068660064
278.35,1.285106462,7.19717071
278.45,1.283454009,7.325516111
278.55,1.281941892,7.4537103
278.65,1.281173555,7.581827656
278.75,1.280004007,7.709828057
278.85,1.27859208,7.837687265
278.95,1.277233631,7.965410628
279.05,1.276426408,8.093053268
279.15,1.274802315,8.2205335
279.25,1.272918309,8.347825331
279.35,1.272100854,8.475035416
279.45,1.270774682,8.602112884
279.55,1.269746723,8.729087557
279.65,1.268220573,8.855909614
279.75,1.267238223,8.982633436
279.85,1.265985727,9.109232009
279.95,1.264729723,9.235704981
280.05,1.264070145,9.362111996
280.15,1.262915885,9.488403584
280.25,1.262063345,9.614609919
280.35,1.260986269,9.740708546
280.45,1.260238982,9.866732444
280.55,1.2593268,9.992665124
280.65,1.258779491,10.11854307
280.75,1.257705923,10.24431367
280.85,1.257183173,10.37003198
280.95,1.256244929,10.49565648
281.05,1.25541354,10.62119783
281.15,1.254632321,10.74666106
281.25,1.25385827,10.87204689
281.35,1.252983879,10.99734528
281.45,1.251892518,11.12253453
281.55,1.251415377,11.24767607
281.65,1.250752291,11.3727513
281.75,1.250219015,11.4977732
281.85,1.249520845,11.62272528
281.95,1.2487911,11.74760439
282.05,1.2482894,11.87243333
282.15,1.2477877,11.9972121
282.25,1.247650873,12.12197719
282.35,1.246977262,12.24667491
282.45,1.246647473,12.37133966
282.55,1.245742308,12.49591389
282.65,1.2457809,12.62049198
282.75,1.2452792,12.7450199
282.85,1.244549455,12.86947485
282.95,1.244352985,12.99391015
283.05,1.243181182,13.11822826
283.15,1.243195215,13.24254779
283.25,1.242725091,13.3668203
283.35,1.242654923,13.49108579
283.45,1.242269,13.61531269
283.55,1.242269,13.73953959
283.65,1.241995345,13.86373912
283.75,1.241381377,13.98787726
283.85,1.2412656,14.11200382
283.95,1.240841085,14.23608793
284.05,1.2412656,14.36021449
284.15,1.240956862,14.48431017
284.25,1.240718291,14.608382
284.35,1.2402622,14.73240822
284.45,1.239942936,14.85640252
284.55,1.239297392,14.98033226
284.65,1.239350018,15.10426726
284.75,1.239104431,15.2281777
284.85,1.2387571,15.35205341
284.95,1.238486954,15.47590211
285.05,1.238665882,15.5997687
285.15,1.238101031,15.7235788
285.25,1.2377537,15.84735417
285.35,1.2377537,15.97112954
285.45,1.237844918,16.09491403
285.55,1.2377537,16.2186894
285.65,1.2377537,16.34246477
285.75,1.2377537,16.46624014
285.85,1.2377537,16.59001551
285.95,1.237483554,16.71376387
286.05,1.237662482,16.83753011
286.15,1.237290592,16.96125917
286.25,1.237252,17.08498437
286.35,1.237367777,17.20872115
286.45,1.237252,17.33244635
286.55,1.237108657,17.45615722
286.65,1.23685064,17.57984228
286.75,1.2367503,17.70351731
286.85,1.236887127,17.82720602
286.95,1.2367503,17.95088105
287.05,1.23664996,18.07454605
287.15,1.236634523,18.1982095
287.25,1.236522255,18.32186173
287.35,1.2367503,18.44553676
287.45,1.2367503,18.56921179
287.55,1.236391943,18.69285098
287.65,1.23690081,18.81654106
287.75,1.23700115,18.94024118
287.85,1.23629877,19.06387105
287.95,1.236714464,19.1875425
288.05,1.2367503,19.31121753
288.15,1.236364377,19.43485397
288.25,1.23649945,19.55850391
288.35,1.236535286,19.68215744
288.45,1.23614826,19.80577227
288.55,1.236857807,19.92945805
288.65,1.2367503,20.05313308
288.75,1.236821971,20.17681528
288.85,1.237206391,20.30053591
288.95,1.237059038,20.42424182
289.05,1.237525655,20.54799438
289.15,1.237329185,20.6717273
289.25,1.2377537,20.79550267
289.35,1.237483554,20.91925103
289.45,1.237525655,21.04300359
289.55,1.237483554,21.16675195
289.65,1.2377537,21.29052732
289.75,1.237483554,21.41427567
289.85,1.23750285,21.53802596
289.95,1.237932879,21.66181925
290.05,1.2377537,21.78559462
290.15,1.2377537,21.90936999
290.25,1.2377537,22.03314536
290.35,1.238178215,22.15696318
290.45,1.238574664,22.28082064
290.55,1.238448362,22.40466548
290.65,1.238392227,22.5285047
290.75,1.238564138,22.65236112
290.85,1.2387571,22.77623683
290.95,1.2387571,22.90011254
291.05,1.238620273,23.02397456
291.15,1.239027246,23.14787729
291.25,1.238848318,23.27176212
291.35,1.239027246,23.39566485
291.45,1.239304409,23.51959529
291.55,1.239490354,23.64354432
291.65,1.239714891,23.76751581
291.75,1.240030646,23.89151888
291.85,1.2397605,24.01549493
291.95,1.240185015,24.13951343
292.05,1.240125373,24.26352596
292.15,1.2402622,24.38755218
292.25,1.240581464,24.51161033
292.35,1.240570938,24.63566742
292.45,1.2402622,24.75969364
292.55,1.240377977,24.88373144
292.65,1.241037555,25.0078352
292.75,1.240841085,25.13191931
292.85,1.241493645,25.25606867
292.95,1.241612931,25.38022996
293.05,1.242086564,25.50443862
293.15,1.242269,25.62866552
293.25,1.242269,25.75289242
293.35,1.242577738,25.87715019
293.45,1.242725091,26.0014227
293.55,1.242461962,26.1256689
293.65,1.242907527,26.24995965
293.75,1.242963662,26.37425602
293.85,1.242998745,26.49855589
293.95,1.2432724,26.62288313
294.05,1.2432724,26.74721037
294.15,1.243735508,26.87158392
294.25,1.243956536,26.99597958
294.35,1.2442758,27.12040716
294.45,1.244549455,27.2448621
294.55,1.245009054,27.36936301
294.65,1.2447775,27.49384076
294.75,1.245009054,27.61834166
294.85,1.2452792,27.74286958
294.95,1.245742308,27.86744381
295.05,1.245826509,27.99202647
295.15,1.2457809,28.11660456
295.25,1.2457809,28.24118265
295.35,1.245819492,28.36576459
295.45,1.246738691,28.49043846
295.55,1.2467843,28.61511689
295.65,1.247605264,28.73987742
295.75,1.248250808,28.8647025
295.85,1.247924527,28.98949495
295.95,1.2482894,29.11432389
296.05,1.2482894,29.23915283
296.15,1.2487911,29.36403194
296.25,1.249064755,29.48893842
296.35,1.249254208,29.61386384
296.45,1.249520845,29.73881592
296.55,1.250026054,29.86381853
296.65,1.250159373,29.98883447
296.75,1.250450569,30.11387952
296.85,1.250524245,30.23893195
296.95,1.250527754,30.36398472
297.05,1.2507979,30.48906451
297.15,1.250952269,30.61415974
297.25,1.2512996,30.7392897
297.35,1.251685523,30.86445825
297.45,1.251892518,30.9896475
297.55,1.252380185,31.11488552
297.65,1.252622264,31.24014775
297.75,1.252959069,31.36544366
297.85,1.253534445,31.4907971
297.95,1.2538081,31.61617791
298.05,1.2543098,31.74160889
298.15,1.2543098,31.86703987
298.25,1.254720282,31.9925119
298.35,1.254965869,32.11800849
298.45,1.2553132,32.24353981
298.55,1.255428977,32.3690827
298.65,1.256042945,32.494687
298.75,1.2563166,32.62031866
298.85,1.2568183,32.74600049
298.95,1.2568183,32.87168232
299.05,1.256863909,32.99736871
299.15,1.257628738,33.12313158
299.25,1.257502436,33.24888183
299.35,1.2578217,33.374664
299.45,1.258049745,33.50046897
299.55,1.258632138,33.62633219
299.65,1.258916318,33.75222382
299.75,1.259288208,33.87815264
299.85,1.259372409,34.00408988
299.95,1.259944277,34.13008431
300.05,1.260467027,34.25613101
300.15,1.260986269,34.38222964
300.25,1.261744082,34.50840404
300.35,1.262259815,34.63463003
300.45,1.262519436,34.76088197
300.55,1.2628387,34.88716584
300.65,1.2628387,35.01344971
300.75,1.263304564,35.13978017
300.85,1.26359125,35.26613929
300.95,1.264164621,35.39255575
301.05,1.26464482,35.51902023
301.15,1.264702157,35.64549045
301.25,1.26494584,35.77198503
301.35,1.265578754,35.89854291
301.45,1.266122555,36.02515517
301.55,1.26660145,36.15181531
301.65,1.26720349,36.27853566
301.75,1.2678557,36.40532123
301.85,1.26800621,36.53212185
301.95,1.268536579,36.65897551
302.05,1.26946114,36.78592162
302.15,1.269396636,36.91286129
302.25,1.27016352,37.03987764
302.35,1.270220857,37.16689972
302.45,1.2708659,37.29398631
302.55,1.271009243,37.42108724
302.65,1.27121709,37.54820895
302.75,1.271797629,37.67538871
302.85,1.272371,37.80262581
302.95,1.272834108,37.92990922
303.05,1.272918309,38.05720105
303.15,1.273412992,38.18454235
303.25,1.27372559,38.31191491
303.35,1.2743778,38.43935269
303.45,1.2748795,38.56684064
