T (K),64.3vol% Weighted heat capacity (J/g-K),64.3vol% enthalpy (J/g)
368.15,1.299669,247.4920243
368.25,1.299669,247.6219912
368.35,1.299167231,247.7519079
368.45,1.299453364,247.8818532
368.55,1.299623385,248.0118156
368.65,1.299076,248.1417232
368.75,1.299486538,248.2716718
368.85,1.298860364,248.4015579
368.95,1.299212846,248.5314791
369.05,1.298860364,248.6613652
369.15,1.298711077,248.7912363
369.25,1.298105636,248.9210468
369.35,1.298209308,249.0508678
369.45,1.29789,249.1806568
369.55,1.297707538,249.3104275
369.65,1.298159545,249.4402435
369.75,1.297844385,249.5700279
369.85,1.297620455,249.69979
369.95,1.297753154,249.8295653
370.05,1.297297,249.959295
370.15,1.297388231,250.0890338
370.25,1.297620455,250.2187959
370.35,1.297297,250.3485256
370.45,1.297297,250.4782553
370.55,1.297297,250.607985
370.65,1.297297,250.7377147
370.75,1.297068923,250.8674215
370.85,1.297297,250.9971512
370.95,1.296977692,251.126849
371.05,1.296704,251.2565194
371.15,1.296704,251.3861898
371.25,1.296704,251.5158602
371.35,1.296293462,251.6454896
371.45,1.296488364,251.7751384
371.55,1.296612769,251.9047997
371.65,1.296704,252.0344701
371.75,1.296202231,252.1640903
371.85,1.296650091,252.2937553
371.95,1.298756692,252.423631
372.05,1.305329455,252.5541639
372.15,1.318827462,252.6860467
372.25,1.337126833,252.8197593
