lighting_interior,lighting_exterior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,plug_loads_other,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
0.0496,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0496,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0496,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0496,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0496,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0496,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0496,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0496,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0496,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0496,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0496,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0496,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0496,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0496,0.559,0.559,0,0,0,0,0.465,0,0,0
0.0496,0.559,0.559,0,0,0,0,0.465,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.062,0.559,0.559,0,0,0,0,0.497,0,0,0
0.0537,0.517,0.517,0,0,0,0,0.491,0,0,0
0.0537,0.517,0.517,0,0,0,0,0.491,0,0,0
0.0537,0.517,0.517,0,0,0,0,0.491,0,0,0
0.0537,0.517,0.517,0,0,0,0,0.491,0,0,0
0.0537,0.517,0.517,0,0,0,0,0.491,0,0,0
0.0537,0.517,0.517,0,0,0,0,0.491,0,0,0
0.0537,0.517,0.517,0,0,0,0,0.491,0,0,0
0.0537,0.517,0.517,0,0,0,0,0.491,0,0,0
0.0537,0.517,0.517,0,0,0,0,0.491,0,0,0
0.0537,0.517,0.517,0,0,0,0,0.491,0,0,0
0.0537,0.517,0.517,0,0,0,0,0.491,0,0,0
0.0537,0.517,0.517,0,0,0,0,0.491,0,0,0
0.0537,0.517,0.517,0,0,0,0,0.491,0,0,0
0.0537,0.517,0.517,0,0,0,0,0.491,0,0,0
0.0537,0.517,0.517,0,0,0,0,0.491,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0.572
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0.572
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0.572
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.517,0.517,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.503,0.503,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0496,0.461,0.461,0,0,0,0,0.465,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,1,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,1,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,1,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,1,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,1,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,1,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,1,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,1,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,1,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,1,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,1,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,1,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,1,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,1,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,1,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0.145
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0.145
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0.145
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0.145
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0.145
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0.145
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0.145
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0.145
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0.145
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0.145
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0.145
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.0665,0.503,0.503,0,0,0,0,0.491,0,0,0
0.151,0.601,0.601,0,0,0,0,0.541,0,0,0
0.151,0.601,0.601,0,0,0,0,0.541,0,0,0
0.151,0.601,0.601,0,0,0,0,0.541,0,0,0
0.151,0.601,0.601,0,0,0,0,0.541,0,0,0
0.151,0.601,0.601,0,0,0,0,0.541,0,0,0
0.151,0.601,0.601,0,0,0,0,0.541,0,0,0
0.151,0.601,0.601,0,0,0,0,0.541,0,0,0
0.151,0.601,0.601,0,0,0,0,0.541,0,0,0
0.151,0.601,0.601,0,0,0,0,0.541,0,0,0
0.151,0.601,0.601,0,0,0,0,0.541,0,0,0
0.151,0.601,0.601,0,0,0,0,0.541,0,0,0
0.151,0.601,0.601,0,0,0,0,0.541,0,0,0
0.151,0.601,0.601,0,0,0,0,0.541,0,0,0
0.151,0.601,0.601,0,0,0,0,0.541,0,0,0
0.151,0.601,0.601,0,0,0,0,0.541,0,0,0
0.151,0.601,0.601,0,0,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0.123
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0.123
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0.123
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0.123
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.151,0.601,0.601,0,1,0,0,0.541,0,0,0
0.316,0.657,0.657,0,1,0,0,0.68,0,0,0
0.316,0.657,0.657,0,1,0,0,0.68,0.967,0,0
0.316,0.657,0.657,0,1,0,0,0.68,0,0,0
0.316,0.657,0.657,0,1,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0.756,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0.756,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0.756,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0.75,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0.75,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
0.316,0.657,0.657,0,0,0,0,0.68,0,0,0
